NUMEROTATION,TYPE_DE_SOINS,REGION,MUNICIPALITE,NOMBRE_DE_DEPARTS,JOURS_HOSPIT_TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION 
1899,"Soins en chirurgie d'un jour","Nord-du-Québec","99015 MATAGAMI",77,77,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1900,"Soins en chirurgie d'un jour","Nord-du-Québec","99020 CHAPAIS",124,124,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1901,"Soins en chirurgie d'un jour","Nord-du-Québec","99025 CHIBOUGAMAU",531,531,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1902,"Soins en chirurgie d'un jour","Nord-du-Québec","99060 GOUVERNEMENT REGIONAL D'EEYOU ISTCHEE BAIE-JAMES",72,72,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1903,"Soins en chirurgie d'un jour","TOTAL Nord-du-Québec"," ",919,919,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1904,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","01023 LES ILES-DE-LA-MADELEINE",799,799,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1905,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","01042 GROSSE-ILE",29,29,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1906,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","02005 PERCE",160,160,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1907,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","02010 SAINTE-THERESE-DE-GASPE",64,64,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1908,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","02015 GRANDE-RIVIERE",190,190,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1909,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","02028 CHANDLER",443,443,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1910,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","02047 PORT-DANIEL--GASCONS",156,156,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1911,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","03005 GASPE",930,930,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1912,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","03010 CLORIDORME",37,37,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1913,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","03015 PETITE-VALLEE",10,10,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1914,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","03020 GRANDE-VALLEE",59,59,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1915,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","03025 MURDOCHVILLE",27,27,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1916,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","04005 SAINTE-MADELEINE-DE-LA-RIVIERE-MADELEINE",31,31,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1917,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","04010 SAINT-MAXIME-DU-MONT-LOUIS",55,55,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1918,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","04015 MONT-SAINT-PIERRE",11,11,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1919,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","04020 RIVIERE-A-CLAUDE",17,17,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1920,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","04025 MARSOUI",8,8,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1921,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","04030 LA MARTRE",8,8,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1922,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","04037 SAINTE-ANNE-DES-MONTS",363,363,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1923,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","04047 CAP-CHAT",152,152,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1924,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","05010 SHIGAWAKE",17,17,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1925,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","05015 SAINT-GODEFROI",29,29,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1926,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","05020 HOPE TOWN",24,24,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1927,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","05025 HOPE",40,40,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1928,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","05032 PASPEBIAC",223,223,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1929,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","05040 NEW CARLISLE",92,92,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1930,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","05045 BONAVENTURE",201,201,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1931,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","05050 SAINT-ELZEAR",23,23,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1932,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","05055 SAINT-SIMEON",74,74,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1933,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","05060 CAPLAN",148,148,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1934,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","05065 SAINT-ALPHONSE",44,44,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1935,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","05070 NEW RICHMOND",237,237,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1936,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","05077 CASCAPEDIA--SAINT-JULES",42,42,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1937,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","06005 MARIA",173,173,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1938,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","06013 CARLETON-SUR-MER",247,247,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1939,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","06020 NOUVELLE",97,97,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1940,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","06025 ESCUMINAC",25,25,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1941,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","06030 POINTE-A-LA-CROIX",36,36,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1942,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","06040 SAINT-ANDRE-DE-RESTIGOUCHE",11,11,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1943,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","06045 MATAPEDIA",28,28,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1944,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","06050 SAINT-ALEXIS-DE-MATAPEDIA",30,30,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1945,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","06055 SAINT-FRANCOIS-D'ASSISE",31,31,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1946,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","06060 L'ASCENSION-DE-PATAPEDIA",11,11,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1947,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","06802 GESGAPEGIAG",38,38,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1948,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","06804 LISTUGUJ",38,38,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1949,"Soins en chirurgie d'un jour","Gaspésie-Îles-de-la-Madeleine","AUTRES",5,5,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1950,"Soins en chirurgie d'un jour","TOTAL Gaspésie-Îles-de-la-Madeleine"," ",5513,5513,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1951,"Soins en chirurgie d'un jour","Chaudière-Appalaches","17005 SAINT-OMER",13,13,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1952,"Soins en chirurgie d'un jour","Chaudière-Appalaches","17010 SAINT-PAMPHILE",100,100,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1953,"Soins en chirurgie d'un jour","Chaudière-Appalaches","17015 SAINT-ADALBERT",19,19,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1954,"Soins en chirurgie d'un jour","Chaudière-Appalaches","17020 SAINT-MARCEL",27,27,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1955,"Soins en chirurgie d'un jour","Chaudière-Appalaches","17025 SAINTE-FELICITE",23,23,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1956,"Soins en chirurgie d'un jour","Chaudière-Appalaches","17030 SAINTE-PERPETUE",83,83,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1957,"Soins en chirurgie d'un jour","Chaudière-Appalaches","17035 TOURVILLE",31,31,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1958,"Soins en chirurgie d'un jour","Chaudière-Appalaches","17040 SAINT-DAMASE-DE-L'ISLET",27,27,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1959,"Soins en chirurgie d'un jour","Chaudière-Appalaches","17045 SAINT-CYRILLE-DE-LESSARD",34,34,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1960,"Soins en chirurgie d'un jour","Chaudière-Appalaches","17055 SAINT-AUBERT",60,60,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1961,"Soins en chirurgie d'un jour","Chaudière-Appalaches","17060 SAINTE-LOUISE",19,19,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1962,"Soins en chirurgie d'un jour","Chaudière-Appalaches","17065 SAINT-ROCH-DES-AULNAIES",35,35,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1963,"Soins en chirurgie d'un jour","Chaudière-Appalaches","17070 SAINT-JEAN-PORT-JOLI",163,163,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1964,"Soins en chirurgie d'un jour","Chaudière-Appalaches","17078 L'ISLET",168,168,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1965,"Soins en chirurgie d'un jour","Chaudière-Appalaches","18005 SAINT-JUST-DE-BRETENIERES",22,22,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
