NUMEROTATION,TYPE DE SOINS,REGION,MUNICIPALITE,NOMBRE_DEPARTS,JOURS_HOSPIT_TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION 
2242,Soins en chirurgie d'un jour,Montérégie,54030,30,30,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2243,Soins en chirurgie d'un jour,Montérégie,54035,92,92,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2244,Soins en chirurgie d'un jour,Montérégie,54048,2531,2531,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2245,Soins en chirurgie d'un jour,Montérégie,54060,105,105,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2246,Soins en chirurgie d'un jour,Montérégie,54065,79,79,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2247,Soins en chirurgie d'un jour,Montérégie,54072,105,105,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2248,Soins en chirurgie d'un jour,Montérégie,54090,64,64,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2249,Soins en chirurgie d'un jour,Montérégie,54095,61,61,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2250,Soins en chirurgie d'un jour,Montérégie,54100,61,61,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2251,Soins en chirurgie d'un jour,Montérégie,54105,15,15,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2252,Soins en chirurgie d'un jour,Montérégie,54110,48,48,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2253,Soins en chirurgie d'un jour,Montérégie,54115,23,23,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2254,Soins en chirurgie d'un jour,Montérégie,54120,33,33,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2255,Soins en chirurgie d'un jour,Montérégie,54125,29,29,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2256,Soins en chirurgie d'un jour,Montérégie,55023,332,332,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2257,Soins en chirurgie d'un jour,Montérégie,55030,103,103,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2258,Soins en chirurgie d'un jour,Montérégie,55037,132,132,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2259,Soins en chirurgie d'un jour,Montérégie,55048,557,557,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2260,Soins en chirurgie d'un jour,Montérégie,55057,311,311,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2261,Soins en chirurgie d'un jour,Montérégie,55065,222,222,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2262,Soins en chirurgie d'un jour,Montérégie,56005,162,162,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2263,Soins en chirurgie d'un jour,Montérégie,56010,81,81,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2264,Soins en chirurgie d'un jour,Montérégie,56015,111,111,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2265,Soins en chirurgie d'un jour,Montérégie,56023,176,176,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2266,Soins en chirurgie d'un jour,Montérégie,56030,33,33,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2267,Soins en chirurgie d'un jour,Montérégie,56035,144,144,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2268,Soins en chirurgie d'un jour,Montérégie,56042,98,98,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2269,Soins en chirurgie d'un jour,Montérégie,56050,39,39,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2270,Soins en chirurgie d'un jour,Montérégie,56055,132,132,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2271,Soins en chirurgie d'un jour,Montérégie,56060,149,149,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2272,Soins en chirurgie d'un jour,Montérégie,56065,144,144,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2273,Soins en chirurgie d'un jour,Montérégie,56083,6454,6454,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2274,Soins en chirurgie d'un jour,Montérégie,56097,206,206,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2275,Soins en chirurgie d'un jour,Montérégie,57005,1308,1308,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2276,Soins en chirurgie d'un jour,Montérégie,57010,427,427,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2277,Soins en chirurgie d'un jour,Montérégie,57020,676,676,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2278,Soins en chirurgie d'un jour,Montérégie,57025,257,257,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2279,Soins en chirurgie d'un jour,Montérégie,57030,321,321,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2280,Soins en chirurgie d'un jour,Montérégie,57033,181,181,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2281,Soins en chirurgie d'un jour,Montérégie,57035,796,796,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2282,Soins en chirurgie d'un jour,Montérégie,57040,895,895,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2283,Soins en chirurgie d'un jour,Montérégie,57045,116,116,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2284,Soins en chirurgie d'un jour,Montérégie,57050,79,79,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2285,Soins en chirurgie d'un jour,Montérégie,57057,65,65,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2286,Soins en chirurgie d'un jour,Montérégie,57068,91,91,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2287,Soins en chirurgie d'un jour,Montérégie,57075,74,74,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2288,Soins en chirurgie d'un jour,Montérégie,58007,3486,3486,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2289,Soins en chirurgie d'un jour,Montérégie,58012,977,977,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2290,Soins en chirurgie d'un jour,Montérégie,58033,1974,1974,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2291,Soins en chirurgie d'un jour,Montérégie,58037,1195,1195,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2292,Soins en chirurgie d'un jour,Montérégie,58227,10531,10531,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2293,Soins en chirurgie d'un jour,Montérégie,59010,1314,1314,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2294,Soins en chirurgie d'un jour,Montérégie,59015,453,453,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2295,Soins en chirurgie d'un jour,Montérégie,59020,893,893,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2296,Soins en chirurgie d'un jour,Montérégie,59025,242,242,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2297,Soins en chirurgie d'un jour,Montérégie,59030,18,18,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2298,Soins en chirurgie d'un jour,Montérégie,59035,378,378,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2299,Soins en chirurgie d'un jour,Montérégie,67005,94,94,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2300,Soins en chirurgie d'un jour,Montérégie,67010,284,284,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2301,Soins en chirurgie d'un jour,Montérégie,67015,1044,1044,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2302,Soins en chirurgie d'un jour,Montérégie,67020,775,775,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2303,Soins en chirurgie d'un jour,Montérégie,67025,306,306,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2304,Soins en chirurgie d'un jour,Montérégie,67030,760,760,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2305,Soins en chirurgie d'un jour,Montérégie,67035,1171,1171,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2306,Soins en chirurgie d'un jour,Montérégie,67040,127,127,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2307,Soins en chirurgie d'un jour,Montérégie,67045,546,546,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2308,Soins en chirurgie d'un jour,Montérégie,67050,2067,2067,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2309,Soins en chirurgie d'un jour,Montérégie,67055,116,116,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2310,Soins en chirurgie d'un jour,Montérégie,67802,186,186,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2311,Soins en chirurgie d'un jour,Montérégie,68005,89,89,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2312,Soins en chirurgie d'un jour,Montérégie,68010,108,108,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2313,Soins en chirurgie d'un jour,Montérégie,68015,19,19,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2314,Soins en chirurgie d'un jour,Montérégie,68020,86,86,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2315,Soins en chirurgie d'un jour,Montérégie,68025,96,96,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2316,Soins en chirurgie d'un jour,Montérégie,68030,312,312,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2317,Soins en chirurgie d'un jour,Montérégie,68035,26,26,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2318,Soins en chirurgie d'un jour,Montérégie,68040,80,80,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2319,Soins en chirurgie d'un jour,Montérégie,68045,63,63,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
2320,Soins en chirurgie d'un jour,Montérégie,68050,121,121,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
