PERIODE,CODE  MO,CODE  MO_RESP,MO_RESPONSABLE,MO,CATEGORIE_EMPLOI,STATUT,APLE,NB_INDIVIDUS,NB_INDIVIDUS_120,APA_ABS_120,COUTS_120,NB_INDIVIDUS_246,APA_ABS_246,COUTS_246,NB_INDIVIDUS_248,APA_ABS_248,COUTS_248,NB_INDIVIDUS_270,APA_ABS_270,NB_INDIVIDUS_249,APA_ABS_249,NB_INDIVIDUS_272,APA_ABS_272,NB_INDIVIDUS_077,APA_ABS_077 
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Ouvrier,Occasionnel,"1,4949",2,1,"0,0384","1601,78",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Ouvrier,Occasionnel,"2,3304",3,2,"0,0115","418,34",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Ouvrier,Régulier,"4,0246",5,4,"0,0663","2869,34",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,80,80,"Agriculture, Pêcheries et Alimentation","080-Agriculture, des Pêcheries et de l'Alimentation",Ouvrier,Régulier,"9,4442",10,9,"0,4057","17522,16",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Haute direction et Cadres,Régulier,"3,8559",5,4,"0,0816","6022,54",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Haute direction et Cadres,Régulier,"69,7407",75,61,"1,6463","120901,33",15,"1,466","81278,24",0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Haute direction et Cadres,Régulier,"87,8667",93,69,"1,8705","145379,37",17,"2,5443","158663,05",2,"0,5864","30082,26",0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Haute direction et Cadres,Régulier,"25,5697",29,16,"0,578","54627,17",4,"0,2413","18122,61",0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Haute direction et Cadres,Régulier,"10,8282",12,11,"0,2981","19017,28",2,"0,0344","1797,77",0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Haute direction et Cadres,Régulier,"68,8974",72,61,"1,5876","113074,05",13,"0,8376","51801,84",0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Haute direction et Cadres,Régulier,"108,373",116,85,"2,3172","179566,86",14,"2,3793","136943,14",5,"0,6611","32599,91",0,0,0,0,2,"2,0008",0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Haute direction et Cadres,Régulier,"58,4907",70,34,"0,8282","70653,76",5,"1,1001","84287,06",5,"1,6257","83201,75",0,0,0,0,1,"0,8127",0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Professionnels et Enseignants,Occasionnel,"16,2848",25,22,"0,3083","12988,29",2,"0,097","2731,86",0,0,0,2,"0,0161",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Professionnels et Enseignants,Occasionnel,"64,0394",95,75,"1,0608","53539,67",9,"1,7002","54414,65",2,"1,3703","30994,81",9,"0,0572",1,"0,0709",0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Professionnels et Enseignants,Occasionnel,"23,3193",39,34,"0,361","18936,48",4,"0,4378","14477,44",1,"0,0108","290,29",3,"0,0186",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Professionnels et Enseignants,Occasionnel,"2,8399",6,5,"0,0796","4927,49",2,"0,1073","4625,4",0,0,0,1,"0,0038",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Professionnels et Enseignants,Régulier,"1,976",3,3,"0,0221","969,58",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Professionnels et Enseignants,Régulier,"115,8834",132,112,"3,172","176891,79",10,"1,6986","64566,85",1,"0,0345","915,68",6,"0,0508",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Professionnels et Enseignants,Régulier,"242,1128",260,225,"6,579","444486,58",24,"4,898","198080,85",3,"0,6148","19282,41",10,"0,1491",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Professionnels et Enseignants,Régulier,"144,0397",153,141,"4,243","315207,85",12,"3,3235","150410,67",4,"1,3484","50434,77",1,"0,0038",1,"0,7436",0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Professionnels et Enseignants,Régulier,"56,5363",63,49,"1,7439","135639,56",9,"3,037","166490,04",3,"0,1442","6940,44",1,"0,0077",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Professionnels et Enseignants,Occasionnel,"2,1003",4,2,"0,0095","401,16",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Professionnels et Enseignants,Occasionnel,"35,2577",49,37,"0,8314","39009,03",4,"0,5164","16902,1",0,0,0,2,"0,0188",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Professionnels et Enseignants,Occasionnel,"11,8589",17,12,"0,207","11044,65",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Professionnels et Enseignants,Occasionnel,"14,8539",19,13,"0,2286","13361,74",1,"0,4217","17162,01",0,0,0,1,"0,0115",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Professionnels et Enseignants,Occasionnel,"5,3009",10,7,"0,0973","6857,69",1,"0,0958","3923,46",1,"0,0383","737,41",1,"0,0153",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Professionnels et Enseignants,Régulier,"0,5941",1,1,"0,0057","249,11",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Professionnels et Enseignants,Régulier,"47,6686",53,51,"0,9033","49329,39",2,"0,2875","10734,17",0,0,0,2,"0,0144",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Professionnels et Enseignants,Régulier,"74,2382",80,71,"1,4959","97856,33",4,"1,6942","75196,97",1,"0,5222","19169,19",1,"0,0088",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Professionnels et Enseignants,Régulier,"100,1606",108,93,"2,4615","181948,48",5,"1,5132","72068,01",1,"0,0383","1310,04",2,"0,026",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Professionnels et Enseignants,Régulier,"87,7368",95,63,"1,624","125898,73",12,"1,6791","84815,31",3,"1,7843","77356,36",4,"0,0551",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Techniciens,Occasionnel,"2,2537",4,3,"0,0728","2707,89",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Techniciens,Occasionnel,"9,7741",15,10,"0,236","9186,37",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Techniciens,Occasionnel,"7,6351",12,7,"0,1945","7273,01",1,"0,9658",25040,0,0,0,2,"0,004",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Techniciens,Occasionnel,"2,6117",3,2,"0,0539","2181,58",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Techniciens,Occasionnel,"0,9238",1,1,"0,0325","1586,54",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Techniciens,Régulier,"28,2797",35,34,"0,8321","36273,94",5,"0,6661","19580,28",1,"0,2492","5827,8",2,"0,019",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Techniciens,Régulier,"32,877",40,36,"1,028","47118,31",4,"0,5032","16389,56",0,0,0,2,"0,029",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Techniciens,Régulier,"71,0405",80,72,"2,3346","111773,59",8,"2,0025","64454,76",0,0,0,4,"0,0412",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Techniciens,Régulier,"25,3372",28,22,"0,7664","37103,68",1,"0,3575","11694,1",1,"0,8893","23714,96",0,0,2,"0,3641",0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Techniciens,Occasionnel,"2,7557",6,5,"0,0289","1050,46",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Techniciens,Occasionnel,"10,9967",14,11,"0,2482","10069,57",1,"0,1514","3751,76",0,0,0,1,"0,0153",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Techniciens,Occasionnel,"3,8598",6,5,"0,0574","2154,93",0,0,0,0,0,0,1,"0,0345",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Techniciens,Occasionnel,"5,4966",8,6,"0,2317","10252,38",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Techniciens,Occasionnel,"2,4915",3,3,"0,0604","2305,56",1,"0,782","20303,34",0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Techniciens,Régulier,"0,4944",1,1,"0,0022","81,43",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Techniciens,Régulier,"14,9221",24,20,"0,3835","15439,95",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Techniciens,Régulier,"11,2919",15,13,"0,2853","13636,41",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Techniciens,Régulier,"14,742",21,17,"0,6409","31561,88",3,"0,1339","4289,8",0,0,0,1,"0,0107",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Techniciens,Régulier,"14,1151",17,14,"0,5788","28757,9",2,"0,0829","2731,3",0,0,0,1,"0,0077",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Personnel de bureau,Occasionnel,"2,2922",4,3,"0,0459","1558,37",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Personnel de bureau,Occasionnel,"12,7444",27,19,"0,2526","9264,98",2,"0,1342","3568,98",0,0,0,2,"0,0076",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Personnel de bureau,Occasionnel,"18,9732",32,23,"0,3929","14600,82",2,"0,4901","12618,36",0,0,0,4,"0,0268",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Personnel de bureau,Occasionnel,"14,5929",24,17,"0,3652","14253,14",5,"0,5736","14266,31",0,0,0,4,"0,04",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Personnel de bureau,Occasionnel,"4,8134",10,8,"0,1098","4443,8",1,"0,0035","94,3",0,0,0,1,"0,0072",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Personnel de bureau,Régulier,"3,5954",4,4,"0,0649","2527,25",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Personnel de bureau,Régulier,"32,9885",45,43,"0,9342","35860,09",3,"0,4216","9996,94",0,0,0,5,"0,0395",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Personnel de bureau,Régulier,"45,6029",56,48,"1,1098","43387,35",8,"2,5592","65848,6",0,0,0,6,"0,0638",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Personnel de bureau,Régulier,"110,2972",124,107,"3,349","135375,47",18,"3,9723","107895,84",1,"0,4254","8647,12",5,"0,1324",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Personnel de bureau,Régulier,"91,0371",105,82,"2,4816","100171,92",20,"5,5252","147703,16",3,"0,9543","19120,3",5,"0,0455",2,"0,7016",0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Personnel de bureau,Occasionnel,"1,0234",2,2,"0,0306","979,67",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Personnel de bureau,Occasionnel,"2,8287",7,4,"0,0413","1483,96",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Personnel de bureau,Occasionnel,"2,2959",5,3,"0,0484","1728,37",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Personnel de bureau,Occasionnel,"3,0968",6,4,"0,0619","2354,21",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Personnel de bureau,Occasionnel,"1,4335",2,2,"0,0446","1510,18",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Personnel de bureau,Régulier,"5,4965",8,7,"0,0726","2775,52",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Personnel de bureau,Régulier,"13,2351",16,13,"0,3398","13508,15",1,"0,3167","9121,64",0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Personnel de bureau,Régulier,"10,1427",14,14,"0,3147","12243,1",1,"0,0022","60,28",0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Personnel de bureau,Régulier,"13,812",14,11,"0,3238","12734,87",2,"0,3353","8872,93",0,0,0,2,"0,0314",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Agent de la paix,Occasionnel,"0,2471",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Agent de la paix,Régulier,"66,7551",108,3,"0,0568","2834,78",6,"0,2836","9244,7",0,0,0,1,"0,009",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Agent de la paix,Régulier,"299,2915",362,170,"3,4099","185029,82",53,"8,1808","281954,28",3,"0,3844","10858,39",46,"0,4528",1,"0,005",1,"1,0004",0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Agent de la paix,Régulier,"351,8031",375,305,"7,0534","407069,31",65,"12,1288","466643,46",5,"1,3364","37310,58",90,"1,1169",0,0,3,"1,9395",0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Agent de la paix,Régulier,"233,2039",241,203,"4,652","274791,09",51,"13,243","502496,09",12,"3,2154","95072,48",57,"0,6814",0,0,2,"1,1782",0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Agent de la paix,Régulier,"69,1365",79,60,"1,4849","89223,92",20,"6,4754","261098,24",5,"1,1901","37105,79",21,"0,3445",1,"0,1073",3,"0,7972",0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Agent de la paix,Régulier,"89,9238",141,2,"0,0352","1498,39",5,"0,1462","4844,85",0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Agent de la paix,Régulier,"400,0729",488,167,"3,3042","173744,94",36,"7,5574","272442,81",5,"1,8567","53284,63",53,"0,5868",1,"0,0728",1,"0,087",0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Agent de la paix,Régulier,"526,3714",571,373,"9,2167","526685,76",58,"8,4024","307077,84",6,"1,5977","40023,56",100,"0,9262",0,0,1,"0,1801",0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Agent de la paix,Régulier,"498,3443",526,399,"9,5969","573023,71",72,"17,0017","677929,96",9,"2,1858","64570,23",87,"0,9785",0,0,2,"0,391",0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Agent de la paix,Régulier,"192,523",211,157,"4,6322","276300,82",32,"6,4107","254788,42",3,"1,6136","49177,33",40,"0,738",0,0,2,"0,4514",0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Ouvrier,Occasionnel,"0,4387",2,1,"0,0038","158,51",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Ouvrier,Occasionnel,"7,3475",13,10,"0,2454","9979,2",4,"0,0706","1807,14",0,0,0,1,"0,0007",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Ouvrier,Occasionnel,"11,9022",20,13,"0,3593","12984,51",8,"1,0156","24042,81",0,0,0,2,"0,016",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Ouvrier,Occasionnel,"12,2568",18,14,"0,2831","10088,33",0,0,0,0,0,0,1,"0,0038",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Ouvrier,Occasionnel,"9,828",15,10,"0,2694","10261,62",8,"0,958","23946,42",1,"0,2009","3537,9",1,"0,0077",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Ouvrier,Régulier,"1,3377",2,2,"0,0565","1934,32",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Ouvrier,Régulier,"2,6102",4,3,"0,0672","2596,74",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Ouvrier,Régulier,"12,4818",14,12,"0,3392","13657,69",1,"0,3641","10530,48",0,0,0,1,"0,0092",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Ouvrier,Régulier,"6,0905",8,6,"0,2478","9568,29",2,"0,7058","16744,38",0,0,0,2,"0,0066",1,"0,5328",0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Ouvrier,Occasionnel,"1,8485",4,2,"0,0211","737,82",0,0,0,0,0,0,1,"0,0046",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Ouvrier,Occasionnel,"16,4467",23,18,"0,2362","8857,42",1,"0,067","1864,57",0,0,0,1,"0,0626",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Ouvrier,Occasionnel,"11,2688",14,12,"0,2656","9541,95",1,"0,0437","1010,32",0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Ouvrier,Occasionnel,"14,4842",22,17,"0,4373","16642,89",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Ouvrier,Occasionnel,"9,2278",15,9,"0,1656","6196,65",1,"0,0125","292,18",0,0,0,2,"0,0016",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Ouvrier,Régulier,"0,4025",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Ouvrier,Régulier,"4,3581",9,4,"0,1287","5253,41",1,"0,1404","4059,53",0,0,0,0,0,0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Ouvrier,Régulier,"12,7516",14,11,"0,2831","11081,15",1,"0,1993","5543,66",0,0,0,1,"0,0191",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Ouvrier,Régulier,"26,0182",29,28,"0,8658","34534,48",7,"1,9149","50735,91",0,0,0,7,"0,0704",0,0,0,0,0,0
2013-2014,95,95,Sécurité publique,095-Sécurité publique,Ouvrier,Régulier,"25,1057",30,23,"0,8808","35053,39",7,"1,4761","38286,54",0,0,0,1,"0,0077",1,"0,138",0,0,0,0
2013-2014,140,140,Conseil exécutif,140-Ministère du Conseil exécutif,Haute direction et Cadres,Régulier,"1,215",2,2,"0,0282","2404,03",1,"0,0498","3322,83",0,0,0,0,0,0,0,0,0,0,0
2013-2014,140,140,Conseil exécutif,140-Ministère du Conseil exécutif,Haute direction et Cadres,Régulier,"9,2874",11,4,"0,1514","15064,75",2,"0,5999","49145,52",0,0,0,0,0,0,0,0,0,0,0
2013-2014,140,140,Conseil exécutif,140-Ministère du Conseil exécutif,Haute direction et Cadres,Régulier,"15,4315",18,7,"0,1131","13564,27",1,"0,0575","5145,61",0,0,0,0,0,0,0,0,0,0,0
2013-2014,140,140,Conseil exécutif,140-Ministère du Conseil exécutif,Haute direction et Cadres,Régulier,"23,1893",25,11,"0,2273","36395,44",3,"0,5787","58621,4",1,"0,2644","27521,83",0,0,0,0,0,0,0,0
2013-2014,140,140,Conseil exécutif,140-Ministère du Conseil exécutif,Haute direction et Cadres,Régulier,"0,0997",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,140,140,Conseil exécutif,140-Ministère du Conseil exécutif,Haute direction et Cadres,Régulier,"9,5747",10,2,"0,0268","2632,28",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,140,140,Conseil exécutif,140-Ministère du Conseil exécutif,Haute direction et Cadres,Régulier,"20,0696",22,4,"0,0369","4319,99",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,140,140,Conseil exécutif,140-Ministère du Conseil exécutif,Haute direction et Cadres,Régulier,"29,2412",34,10,"0,2603","31396,87",1,"0,0498","4463,25",0,0,0,0,0,0,0,1,"1,0004",0,0
2013-2014,140,140,Conseil exécutif,140-Ministère du Conseil exécutif,Professionnels et Enseignants,Occasionnel,"1,6212",3,2,"0,0147","607,29",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,140,140,Conseil exécutif,140-Ministère du Conseil exécutif,Professionnels et Enseignants,Occasionnel,"25,7114",36,25,"0,4435","20886,95",3,"0,7593","22220,23",0,0,0,1,"0,0027",0,0,0,0,0,0
2013-2014,140,140,Conseil exécutif,140-Ministère du Conseil exécutif,Professionnels et Enseignants,Occasionnel,"6,3927",10,7,"0,1199","7920,15",1,"0,1333","5883,97",0,0,0,1,"0,0083",0,0,0,0,0,0
2013-2014,140,140,Conseil exécutif,140-Ministère du Conseil exécutif,Professionnels et Enseignants,Occasionnel,"3,8138",5,4,"0,1276","9036,12",2,"0,2769","13551,38",0,0,0,0,0,0,0,0,0,0,0
2013-2014,140,140,Conseil exécutif,140-Ministère du Conseil exécutif,Professionnels et Enseignants,Régulier,"43,5908",52,42,"0,7105","41499,7",1,"0,4216","12382,46",0,0,0,1,"0,0175",0,0,0,0,0,0
2013-2014,140,140,Conseil exécutif,140-Ministère du Conseil exécutif,Professionnels et Enseignants,Régulier,"67,1786",79,55,"1,8645","134762,22",12,"2,4708","112734,23",1,"0,2223","8428,54",5,"0,0508",0,0,0,0,0,0
2013-2014,140,140,Conseil exécutif,140-Ministère du Conseil exécutif,Professionnels et Enseignants,Régulier,"44,5817",52,42,"1,1801","86414,03",5,"1,5864","70158,7",1,"0,2606","10615,68",2,"0,0249",0,0,0,0,0,0
2013-2014,140,140,Conseil exécutif,140-Ministère du Conseil exécutif,Professionnels et Enseignants,Régulier,"34,6337",38,32,"0,9876","76618,92",2,"0,6114","33215,72",0,0,0,0,0,0,0,0,0,0,0
2013-2014,140,140,Conseil exécutif,140-Ministère du Conseil exécutif,Professionnels et Enseignants,Occasionnel,"0,7666",1,1,"0,0115","490,21",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,140,140,Conseil exécutif,140-Ministère du Conseil exécutif,Professionnels et Enseignants,Occasionnel,"12,9978",20,15,"0,2355","12251,08",0,0,0,0,0,0,0,0,0,0,0,0,0,0
