point_echantillonnage,plan_eau,administration,nom,descrip_longue,programme,sous_prog,station_nom,date_heure,raison_annulation,temperature,conductivite,pH,signe,coliformes_fecaux,OD_concentration,OD_pourc,MES,phos_total,azote_total,cot,Ag,Al,As,Ba,Be,Ca,Cd,Co,Cr,Cu,Fe,K,Mg,Mn,Mo,Na,Ni,Pb,Sb,Se,Sn,Tl,U,V,Zn,prec_0_mm,prec_1_mm,prec_2_mm,prec_tot_60h,meteo,tournee,latitude,longitude,x,y
"AAO-3.6","Rivière à l'Orme","Baie d'Urfé","Av. Lee","Beaconsfield, 250m à l'est de la rue Lee et 25m au sud de l'autoroute 40, en amont du pluvial.","R","R","AAO-3.6   Av. Lee",2023-06-08T11:21:39,,"         12.9",1410,7.8,"=",54,"          8.01","         76.30",2.1,17,40,,0.1,39,0.4,69,1.3,113000,0.1,0.1,0.6,1.2,147,2820,38900,21.4,3.9,124000,2,0.2,0.5,0.5,1,0.2,1.4,0.3,7,0,3.7,0,3.7,-1,2,"45.4346279405","-73.9012199472",273408.301,5032822.17999999
"AAO-6.4P12","Rivière à l'Orme","Baie d'Urfé","Boul. Morgan côté E","Baie d'Urfée, boul. Morgan côté est, 250m au sud de l'autoroute 40,  affluent provenant des zones résidentilelles de Baie d'Urfé.","R","R","AAO-6.4P12   Boul. Morgan côté E",2023-06-08T11:07:27,,"         13.0",1642,7.8,"=",18,"          9.02","         87.00",1.4,14,40,,0.1,23,0.2,58,1.3,132000,0.1,0.1,0.6,0.7,62,2960,42300,28.1,5,152000,3,0.2,0.5,0.5,1,0.2,1.9,0.3,7,0,3.7,0,3.7,-1,2,"45.4253538404","-73.915474789",272287.669,5031797.21999999
"AAO-6.5","Rivière à l'Orme","Baie d'Urfé","Boul. Morgan côté O","Baie d'Urfée, boul.Morgan côté ouest, 250m au sud de l'A40.","R","R","AAO-6.5   Boul. Morgan côté O",2023-06-08T10:58:30,,"         13.5",882,7.5,">",60000,"          5.42","         52.50",16,198,1530,,0.1,166,0.8,53,1.3,77800,0.1,0.4,0.9,5,523,3980,24900,265,4.6,70700,2.7,0.4,0.5,0.5,1,0.2,1.1,0.3,19,0,3.7,0,3.7,-1,2,"45.4254275852","-73.9156477354",272274.178,5031805.49
"CON-0.0","Ruisseau O'Connell","Pierrefonds-Roxboro","Embouchure du ruisseau","80m à l'est de la rue Morandière, en aval du boul.Gouin.","R","R","CON-0.0   Embouchure du ruisseau",2023-06-08T10:10:05,,"         16.8",864,7.8,"=",380,"          7.75","         73.00",5.2,64,110,,0.1,141,0.9,76,1.3,93900,0.1,0.2,0.6,1,280,3190,35400,35.7,4.8,46700,2.6,0.2,0.5,0.5,1,0.2,1.7,0.3,7,0,3.7,0,3.7,-1,2,"45.4604326508","-73.9071136491",272961.694,5035692.16
"CPI-0.0","Ruisseau Château-Pierrefonds","Pierrefonds-Roxboro","Embouchure du fossé","Pierrefonds, boul.Gouin ouest, 450m à l'ouest de l'ave. Château-Pierrefonds, en aval du dépôt à neige.","R","R","CPI-0.0   Embouchure du fossé",2023-06-08T09:59:16,,"         12.9",725,7.3,"=",1800,"          3.95","         38.00",6.8,227,660,,0.1,205,0.6,32,1.3,58900,0.1,0.7,1.2,6.5,376,3020,14500,139,1.5,71000,3.6,0.4,0.5,0.5,1,0.2,0.3,0.6,20,0,3.7,0,3.7,-1,2,"45.4613786452","-73.900432332",273484.73,5035794.66
"PIB-2","Marécage du parc-nature du Bois-de-l'Île-Bizard","L'Île-Bizard-Sainte-Geneviève","P-N du Boisé-de-l'Île-Bizard","Parc-Nature de l'île-Bizard, secteur des observatoires, sur la passerelle, au centre du marais.","R","R","PIB-2   P-N du Boisé-de-l'Île-Bizard",2023-06-08T09:27:23,,"         16.4",270,8.1,"=",45,"          8.57","         88.00",0.7,28,40,,0.1,12,1.9,9,1.3,32200,0.1,0.1,0.4,2.4,43,178,11300,6.3,1,5280,0.3,0.2,0.5,0.5,1,0.2,0.2,0.3,7,0,3.7,0,3.7,-1,2,"45.5134702781","-73.8902867451",274306.272,5041579.71
"BER-1.2","Ruisseau Bertrand","Pierrefonds-Roxboro","Boul. Pitfield","Pierrefonds, PN Bois-de-Liesse, en amont du ponceau principal de la piste cyclable.","R","R","BER-1.2   Boul. Pitfield",2023-06-14T10:10:44,,"         16.1",1257,7.3,"=",5000,"          6.00","         62.00",6.8,52,540,,0.1,73,0.4,65,1.3,105000,0.1,0.5,1,2.9,769,3080,21000,135,2.2,116000,2.5,1,0.5,0.5,1,0.2,0.5,0.3,21,0,13.7,0,13.7,-1,2,"45.504964513","-73.7620128147",284325.434,5040593.75999999
"CEN-1","Bassin du parc Centenaire William Cosgrove","Dollard-des Ormeaux","Effluent du bassin","Parc du Centenaire, rive est, exutoire du bassin","R","R","CEN-1   Effluent du bassin",2023-06-14T14:16:05,,"         24.0",1041,8.2,"=",200,,,9.4,54,30,,0.1,110,0.6,47,1.3,73000,0.1,0.2,0.6,1.5,235,2910,21000,11.9,1.4,96800,1.9,0.4,0.5,0.5,1,0.2,0.9,0.3,7,0,13.7,0,13.7,-1,2,"45.488546377","-73.8106049054",280521.23,5038782.74
"DEN-2.6","Ruisseau Denis","Dorval","Av. Reverchon","Rue Reverchon, 100m à l'est du cr. Newman","R","R","DEN-2.6   Av. Reverchon",2023-06-14T13:06:18,,"         16.8",699,7.8,"=",370,"          9.60","         99.00",6.5,33,80,,0.1,117,0.2,30,1.3,57700,0.1,3.1,0.9,4.5,241,2470,11900,21.2,3,67500,1.6,0.5,0.5,0.5,1,0.2,0.3,0.3,13,0,13.7,0,13.7,-1,2,"45.4660700012","-73.7801656599",282891.839,5036276.2
"CAS-1","Lac aux Castors","Ville-Marie","Ch. Remembrance","Parc du Mont-Royal, effluent du lac des Castors, 100m à l'est de la rue Remembrance, près du chalet.","R","R","CAS-1   Ch. Remembrance",2023-06-13T10:44:33,,"         20.2",630,8.2,"=",63,"          9.60","        106.00",1.7,15,10,,0.1,9,0.2,44,1.3,52100,0.1,0.1,2,2.6,151,3850,14400,5.7,1.2,57000,1.7,0.2,0.5,0.5,1,0.2,0.7,0.3,7,13.3,0,0,13.3,0,2,"45.4987859127","-73.5988369105",297075.705,5039878.49
"CGO-0.0","Coulée Grou","Rivière-des-Prairies-Pointe-aux-Trembles","Embouchure de la coulée","Coulée Grou, 300m à l'est de l'A40 et 150m au sud du boul.Gouin","R","R","CGO-0.0   Embouchure de la coulée",2023-06-13T15:33:39,,"         17.8",469,7.5,"=",3500,"          6.50","         72.00",2.8,158,60,,0.1,96,0.4,27,1.3,47500,0.1,0.3,0.9,3.4,955,4260,15700,85,1.3,32300,1.8,0.8,0.5,0.5,1,0.2,0.5,0.3,7,13.7,0,0,13.7,0,2,"45.6973409611","-73.5046768769",304435.78,5061939.63999999
"IDS-1","Lac Lacoursière","Verdun","Rue Savoyanne","Île des Soeurs, chemin du Golf, rue de la Savoyane, lac du parc Lacoursière, muret près du garde fou .","R","R","IDS-1   Rue Savoyanne",2023-06-13T11:12:28,,"         21.2",750,7.8,"=",45,"          7.50","         85.00",0.7,20,30,,0.1,5,0.7,44,1.3,46900,0.1,0.1,0.5,0.6,30,75,27600,31.2,1,69100,1.1,0.2,0.5,0.5,1,0.2,0.3,0.3,7,13.7,0,0,13.7,0,2,"45.4652017939","-73.5499612987",300893.108,5036142.74
"IDS-2","Lac des Battures","Verdun","Boul. Forêt","Île des Soeurs, chemin de la Forêt, parc Adrien D-Archambault, sur la plate-forme de bois, lac des Battures.","R","R","IDS-2   Boul. Forêt",2023-06-13T11:30:15,,"         21.2",453,7.9,"=",210,"          8.40","         95.00",2.8,36,20,,0.1,18,0.6,39,1.3,58000,0.1,0.1,0.5,1,52,3330,13300,61.1,1,19900,0.7,0.2,0.5,0.5,1,0.2,0.4,0.3,7,13.7,0,0,13.7,0,2,"45.4561003757","-73.5538839661",300585.683,5035131.5
"LAF-1","Étang du parc Lafontaine","Le Plateau-Mont-Royal","Exutoire de l'étang","Intersection rue Cherrier et ave du Parc La Fontaine, sortie du bassin.","R","R","LAF-1   Exutoire de l'étang",2023-06-13T09:48:53,,"         20.8",313,8.1,"=",420,"          9.30","        104.00",2,28,20,,0.1,20,0.7,28,1.3,32500,0.1,0.1,0.5,1.8,61,1970,9450,46.8,1,18100,0.7,0.3,0.5,0.5,1,0.2,0.3,0.3,7,12.9,0,0,12.9,0,2,"45.5232984378","-73.5674130424",299533.827,5042600.04
"MON-0.0","Ruisseau De Montigny","Montréal-Nord","Embouchure du ruisseau","Boul. Gouin E., 250m à l'ouest de l'ave Ozias-Leduc, effluent à la rivière des Prairies.","R","R","MON-0.0   Embouchure du ruisseau",2023-06-13T13:54:56,,"         17.2",248,7.9,"=",3600,"          9.20","         96.00",129,321,180,,0.1,2590,1.1,54,1.3,61400,0.1,2.3,8.7,19.7,3120,3510,9500,124,1.4,59100,5.8,9,1.1,0.5,1,0.2,0.4,5.2,84,13.7,0,0,13.7,0,2,"45.6292967385","-73.6212094296",295349.158,5054384.76999999
"PAP-0.0","Marais du parc-nature de la Pointe-aux-Prairies","Rivière-des-Prairies-Pointe-aux-Trembles","Sortie du marais","Parc-nature de la Pointe-aux-Prairies, secteur de la rivière des Prairies, effluent vers la rivière des Prairies.","R","R","PAP-0.0   Sortie du marais",2023-06-13T15:15:18,,"         19.6",523,7.8,"=",1300,"          6.40","         70.00",18.2,456,120,,0.1,583,1.2,25,1.3,44400,0.1,0.5,1.8,1.9,890,4490,25400,172,1,37100,1.9,0.5,0.5,0.5,1,0.2,0.8,1.2,7,13.7,0,0,13.7,0,2,"45.6920285661","-73.522349053",303059.363,5061349.48
"PRO-2","Ruisseau Provost","Outremont","Ruisseau Provost","Av. Roskilde, 50m à l'est de l'av. Springgrove, parc Oakwood","R","R","PRO-2   Ruisseau Provost",2023-06-13T10:28:36,,"         15.2",441,7.9,"=",550,"          9.70","         97.00",26,101,60,,0.1,600,0.6,35,1.3,35400,0.1,0.6,2,7.8,835,2740,3860,28.1,1,54300,2.1,2.9,0.8,0.5,1,0.2,0.2,1.5,17,13.3,0,0,13.3,0,2,"45.5133281629","-73.6011948902",296893.46,5041494.80999999
"ANG-2","Étang du parc Angrignon","Le Sud-Ouest","Sortie du bassin principal","Montréal, parc Angrignon, bassin principal, à la sortie de l'étang.","R","R","ANG-2   Sortie du bassin principal",2023-06-12T14:29:59,,"         23.4",177,9.1,"<",10,"         12.00","        129.00",1.7,21,30,,0.1,12,1,17,1.3,35200,0.1,0.1,0.6,1.3,44,1290,18600,11,1,10700,0.7,0.2,0.5,0.5,1,0.2,0.8,0.3,7,0,0,0,0,1,2,"45.4440053939","-73.5952183078",297351.293,5033790.38999999
"BOU-0.0","Ruisseau Bouchard","Dorval","Embouchure du ruisseau","Amont ponceau de la rue Sévigny sortie du ruisseau au lac St-Louis.","R","R","BOU-0.0   Embouchure du ruisseau",2023-06-12T10:53:25,,"         18.1",1473,7.8,"=",210,"          4.90","         52.00",4.8,50,280,,0.1,64,0.6,72,1.3,97000,0.1,0.5,0.8,1.6,716,7530,27400,89.6,2.5,154000,2.8,0.4,0.5,0.5,1,0.2,0.8,0.3,7,0,0,0,0,1,2,"45.4390041953","-73.7254882114",287159.024,5033254.94
"BOU-1.0","Ruisseau Bouchard","Dorval","Boul. Bouchard","Ponceau du boul. Bouchard, 150m à l'ouest du boul. Galland.","R","R","BOU-1.0   Boul. Bouchard",2023-06-12T10:26:01,,"         18.5",1379,7.6,"=",360,"          3.00","         34.00",10.8,62,260,,0.1,151,0.7,71,1.3,92000,0.1,0.6,1.3,2.3,1040,7140,26500,143,2.8,149000,3,0.8,0.5,0.5,1,0.2,0.8,0.3,9,0,0,0,0,1,2,"45.4460077533","-73.7253003703",287175.9,5034033.2
"BOU-1.5P2","Ruisseau Bouchard","Dorval","Rue Guthrie","Rencontre des rues Lépine et Meloche, côté sud.","R","R","BOU-1.5P2   Rue Guthrie",2023-06-12T10:12:23,,"         16.2",2535,7.8,"=",1300,"          8.30","         85.00",4.4,39,220,,0.1,40,0.3,73,1.3,170000,0.1,0.9,0.8,2.2,558,6050,56400,71.1,2.3,281000,3.8,0.5,0.5,0.5,1,0.2,0.6,0.3,8,0,0,0,0,1,2,"45.4500566569","-73.7268568589",287055.414,5034483.49
"BOU-2.1","Ruisseau Bouchard","Dorval","Rue Orly","Aval du ponceau de la rue Orly, 100m au nord de l'ave Guthrie.","R","R","BOU-2.1   Rue Orly",2023-06-12T09:57:23,,"         18.0",1143,7.5,"=",330,"          3.10","         35.00",15.2,55,280,,0.1,316,0.9,76,1.3,78900,0.1,1.1,1.4,3.1,1340,6930,20500,133,2.7,119000,3.4,1,0.5,0.5,1,0.2,0.7,0.6,16,0,0,0,0,1,2,"45.4523992742","-73.7310770289",286726.063,5034744.76999999
"BOU-2.9","Ruisseau Bouchard","Dorval","Branche ouest venant d'ADM","Nord de l'ave.Marshall, embranchement ouest provenant de l'aéroport de Dorval.","R","R","BOU-2.9   Branche ouest venant d'ADM",2023-06-12T09:38:55,,"         16.3",1853,7.7,"=",360,"          5.00","         52.00",10.8,67,530,,0.1,126,0.8,140,1.3,123000,0.1,1,1.1,4,1670,13800,36100,192,3.2,213000,3.7,0.6,0.5,0.5,1,0.2,1.2,0.3,13,0,0,0,0,1,2,"45.4572489455","-73.7387149001",286130.259,5035285.45
"BOU-2.9P3","Ruisseau Bouchard","Dorval","Branche est, venant d'ADM","Nord de l'ave.Marshall, embranchement E. provenant de l'aéroport de Dorval.","R","R","BOU-2.9P3   Branche est, venant d'ADM",2023-06-12T09:44:37,,"         18.0",736,8.1,"=",130,"          9.40","         99.00",10.4,32,140,,0.1,260,0.4,43,1.3,58800,0.1,0.5,1.4,2.9,626,3330,14000,52.1,2,76600,2.8,0.8,0.5,0.5,1,0.2,0.6,0.3,14,0,0,0,0,1,2,"45.4573744838","-73.7379791186",286187.845,5035299.23
"BOU-4.3","Ruisseau Bouchard","Dorval","Rue Hervé-Saint-Martin","Ponceau vers aire de déglaçage, O rue Hervé Saint-Martin","R","R","BOU-4.3   Rue Hervé-Saint-Martin",2023-06-12T09:14:13,,"         17.9",2067,7.7,"=",170,"          8.40","         89.00",11.2,58,420,,0.1,199,0.9,98,1.3,99700,0.1,1.1,1.2,3,1150,9530,29400,140,3.1,263000,4.2,0.7,0.5,0.5,1,0.2,1.2,0.3,9,0,0,0,0,1,2,"45.4690351539","-73.7425587543",285833.586,5036596.15
"CLA-0.0","Canal de Lachine","Lachine","Ch. Iroquois","Amont du pont du Ch.du Musée, côté sud du canal, effluent du lac St-Louis vers le canal, en amont de l'écluse.","R","R","CLA-0.0   Ch. Iroquois",2023-06-12T13:47:26,,"         18.1",136,8.3,"<",10,"         10.10","        107.00",3.6,22,30,,0.1,104,0.5,22,1.3,25500,0.1,0.1,0.7,3.4,169,1320,6150,21.6,1,10400,1.2,0.3,0.5,0.5,1,0.2,0.3,0.3,8,0,0,0,0,1,2,"45.4310100179","-73.6686715567",291602.188,5032355.66
"CLA-6.6","Canal de Lachine","Le Sud-Ouest","Boul. Monk","Rue Saint-Patrick, 125m au nord-est de l'inters. avec boul. Monk, près de la rampe de mise à l'eau.","R","R","CLA-6.6   Boul. Monk",2023-06-12T14:46:32,,"         20.3",235,8.3,"<",10,"          9.40","        104.00",1.9,10,20,,0.1,85,0.5,22,1.3,26000,0.1,0.1,0.7,1.3,116,1320,6360,9.2,1,10800,0.7,0.2,0.5,0.5,1,0.2,0.3,0.3,7,0,0,0,0,1,2,"45.4648332478","-73.5960034778",297292.635,5036105.05999999
"JAM-0.0","Ruisseau Saint-James","Beaconsfield","Embouchure du ruisseau","Boul. St-Charles sud à l'intersection de la rue Lakeshore, exutoire au lac St-Louis.","R","R","JAM-0.0   Embouchure du ruisseau",2023-06-12T11:53:42,,"         14.8",1609,8,"=",820,"          9.40","         93.00",1.6,20,50,,0.1,17,0.2,52,1.3,110000,0.1,0.2,0.6,3.4,119,4450,29300,23.7,1.9,181000,1.4,0.2,0.5,0.5,1,0.2,0.8,0.3,10,0,0,0,0,1,2,"45.4297174266","-73.8452884793",277782.07,5032256.16999998
"JAM-1.3","Ruisseau Saint-James","Pointe-Claire","Rue Pointe-Claire","Extrémité nord de l'ave Pointe-Claire, 30m vers l'ouest, en aval du ponceau de l'autoroute 20.","R","R","JAM-1.3   Rue Pointe-Claire",2023-06-12T12:57:47,,"         16.6",373,8.1,"=",130,"          8.80","         91.00",3.1,21,20,,0.1,65,0.2,38,1.3,69300,0.1,0.2,0.7,3.2,173,2200,13400,16.4,1,43700,1.2,0.2,0.5,0.5,1,0.2,0.4,0.3,7,0,0,0,0,1,2,"45.4374504274","-73.8349651619",278593.422,5033112.12
"MEA-0.4","Ruisseau Meadowbrook","Beaconsfield","Av. Brookside","Beaconsfield, sur l'ave Brookeside, 60m au sud de l'allée Celtic dans le parc Brookside, en aval du ponceau piétonnier.","R","R","MEA-0.4   Av. Brookside",2023-06-12T11:38:43,,"         15.3",1014,7.9,"=",3400,"          8.90","         89.00",2,28,100,,0.1,31,0.2,53,1.3,90900,0.1,0.2,0.7,2.2,139,2900,24500,22.2,3.2,89800,1.6,0.2,0.5,0.5,1,0.2,1.1,0.3,7,0,0,0,0,1,2,"45.4251916856","-73.8703693824",275817.239,5031761.96
"SMI-0.8","Fossé Smith","Dorval","Fossé Smith","Boul. Montreal-Toronto, 150m à l'ouest de l'autoroute 520, entre le Terminus intermodal STM Dorval et le poste d'Hydro-Québec, près du rond-point et de la gare Dorval","R","R","SMI-0.8   Fossé Smith",2023-06-12T11:15:20,,"         16.9",1655,7.9,"=",510,"         10.60","        110.00",2.2,9,40,,0.1,14,0.2,105,1.3,190000,0.1,0.6,0.7,1.6,300,7060,36500,67.7,1.9,132000,1.7,0.2,0.5,0.5,1,0.2,0.5,0.3,7,0,0,0,0,1,2,"45.4478971799","-73.744202809",285697.897,5034247.48
"TER-0.6","Ruisseau Terra-Cotta","Pointe-Claire","Rue Glanlynn","Parc Terra-Cotta,  extrémité nord de la rue Glanlynn","R","R","TER-0.6   Rue Glanlynn",2023-06-12T13:21:02,,"         16.4",2412,7.8,"=",230,"          8.00","         82.00",11,68,20,,0.2,196,0.4,77,1.3,174000,0.1,0.3,1.1,2.6,274,6780,46400,26.7,3.9,259000,3,0.5,0.5,0.5,1,0.2,2,0.3,11,0,0,0,0,1,2,"45.4511030275","-73.8041862862",281007.2,5034619.75
"CLA-6.6","Canal de Lachine","Le Sud-Ouest","Boul. Monk","Rue Saint-Patrick, 125m au nord-est de l'inters. avec boul. Monk, près de la rampe de mise à l'eau.","R","R","CLA-6.6   Boul. Monk",2023-07-17T14:28:45,,"         25.3",269,8.5,"=",170,"          9.10","        110.00",2.4,15,20,,0.1,64,0.7,23,1.3,27700,0.1,0.1,0.9,1.5,82,1520,6940,9.6,1,14500,0.6,0.2,0.5,0.5,1,0.2,0.3,0.3,7,0,12.6,0,12.6,-1,3,"45.4648332478","-73.5960034778",297292.635,5036105.05999999
"JAM-0.0","Ruisseau Saint-James","Beaconsfield","Embouchure du ruisseau","Boul. St-Charles sud à l'intersection de la rue Lakeshore, exutoire au lac St-Louis.","R","R","JAM-0.0   Embouchure du ruisseau",2023-07-17T11:48:58,,"         19.0",1622,8.1,"=",2000,"          8.70","         95.00",5.8,35,30,,0.1,101,0.4,60,1.3,120000,0.1,0.2,1.1,3.2,242,4400,30400,24.3,2,171000,1.8,0.4,0.5,0.5,1,0.2,1,0.3,8,0,12.6,0,12.6,-1,3,"45.4297174266","-73.8452884793",277782.07,5032256.16999998
"JAM-1.3","Ruisseau Saint-James","Pointe-Claire","Rue Pointe-Claire","Extrémité nord de l'ave Pointe-Claire, 30m vers l'ouest, en aval du ponceau de l'autoroute 20.","R","R","JAM-1.3   Rue Pointe-Claire",2023-07-17T12:52:31,,"         20.7",1187,8.1,"=",420,"          8.30","         93.00",2.2,21,20,,0.1,51,0.3,62,1.3,122000,0.1,0.1,0.8,1.9,141,2910,24100,12.4,1,95600,1.2,0.2,0.5,0.5,1,0.2,1,0.3,7,0,12.6,0,12.6,-1,3,"45.4374504274","-73.8349651619",278593.422,5033112.12
"MEA-0.4","Ruisseau Meadowbrook","Beaconsfield","Av. Brookside","Beaconsfield, sur l'ave Brookeside, 60m au sud de l'allée Celtic dans le parc Brookside, en aval du ponceau piétonnier.","R","R","MEA-0.4   Av. Brookside",2023-07-17T11:33:25,,"         19.3",916,7.9,"=",640,"          8.20","         90.00",1.6,26,50,,0.1,43,0.3,53,1.3,83900,0.1,0.1,0.7,1.6,117,2900,22100,14.1,3,77800,1.5,0.3,0.5,0.5,1,0.2,1,0.3,7,0,12.6,0,12.6,-1,3,"45.4251916856","-73.8703693824",275817.239,5031761.96
"SMI-0.8","Fossé Smith","Dorval","Fossé Smith","Boul. Montreal-Toronto, 150m à l'ouest de l'autoroute 520, entre le Terminus intermodal STM Dorval et le poste d'Hydro-Québec, près du rond-point et de la gare Dorval","R","R","SMI-0.8   Fossé Smith",2023-07-17T11:13:50,,"         22.0",1469,7.8,"=",540,"          8.80","        101.00",4.8,155,120,,0.1,53,0.5,81,1.3,127000,0.1,0.3,0.7,1.5,634,6550,25600,108,2.6,147000,1.9,0.5,0.5,0.5,1,0.2,0.5,0.3,12,0,12.6,0,12.6,-1,3,"45.4478971799","-73.744202809",285697.897,5034247.48
"BRU-1","Bassin de La Brunante","Saint-Laurent","Boulevard Poirier","Parc Marcel Laurin,  bassin de la Brunante, boul. Poirier,  S des Harfangs, au pied du gazébo.","R","R","BRU-1   Boulevard Poirier",2023-06-20T09:29:00,,"         21.5",558,8.4,"=",360,"         10.10","        115.00",24.4,104,20,,0.1,241,0.6,46,1.3,46700,0.1,0.3,1.1,1.5,389,4420,21200,35.4,1.1,38200,1.3,0.5,0.5,0.5,1,0.2,0.5,0.4,7,0,0,0,0,1,3,"45.5099765705","-73.7077803601",288564.782,5041138.36
"CEN-1","Bassin du parc Centenaire William Cosgrove","Dollard-des Ormeaux","Effluent du bassin","Parc du Centenaire, rive est, exutoire du bassin","R","R","CEN-1   Effluent du bassin",2023-06-20T14:37:13,,"         25.9",999,8.3,"=",100,,,16,66,20,,0.1,141,0.6,47,1.3,71200,0.1,0.8,3.7,1.9,297,3110,21100,13.2,1.4,95700,8.2,0.6,0.5,0.5,1,0.2,0.9,0.3,7,0,0,0,0,1,3,"45.488546377","-73.8106049054",280521.23,5038782.74
"DEN-0.0","Ruisseau Denis","Pointe-Claire","Embouchure du ruisseau","Embouchure du ruisseau à la Baie de Valois, face au boul. Des Sources.","R","R","DEN-0.0   Embouchure du ruisseau",2023-06-20T14:02:56,,"         20.0",675,8.8,"=",90,"          9.90","        109.00",9.2,39,30,,0.1,320,0.5,31,1.3,54300,0.1,0.7,1.3,3,650,3120,12200,15.3,2.3,66900,1.3,0.6,0.5,0.5,1,0.2,0.4,1.1,10,0,0,0,0,1,3,"45.4452824596","-73.7788021061",282990.453,5033965.71
"DEN-0.8P1","Ruisseau Denis","Dorval","Rue Belmont","Rue Belmont, 200m à l'est du boul. des Sources, branche secondaire provenant de dépôts à neige","R","R","DEN-0.8P1   Rue Belmont",2023-06-20T13:30:52,,"         26.9",324,8.6,"=",1100,"         10.80","        130.00",82,131,110,,0.1,2510,1.3,55,1.3,55500,0.1,1.8,4.5,6.2,3160,9690,13300,76.1,3.5,67300,5.1,3,0.5,0.5,1,0.2,1,5.7,33,0,0,0,0,1,3,"45.4571451324","-73.7798862479",282910.234,5035284.29999998
"DEN-3.2","Ruisseau Denis","Pointe-Claire","Ch. Aviation","Rue de l'Aviation, 300m à l'est du boul. des Sources","R","R","DEN-3.2   Ch. Aviation",2023-06-20T12:56:05,,"         16.8",625,7.7,"=",1500,"          8.90","         92.00",7.2,62,120,,0.1,61,0.4,33,1.3,63200,0.1,3.9,0.9,4.1,181,3400,13400,14.2,3.9,73000,1.5,0.3,0.5,0.5,1,0.2,0.3,0.3,9,0,0,0,0,1,3,"45.4699534797","-73.7861966608",282421.768,5036709.42999999
"PAQ-1","Étang du parc Dr-Bernard-Paquet","Saint-Laurent","Rue Jean-Gascon","Inters. Av. Félix-Leclerc et rue Jean-Gascon, parc du Dr.-B.-Paquet, sur la passerelle.","R","R","PAQ-1   Rue Jean-Gascon",2023-06-20T09:47:31,,"         18.9",328,7.7,"=",90,"          8.50","         91.00",1.6,11,20,,0.1,33,0.6,24,1.3,34700,0.1,0.1,0.6,1.2,87,1420,8090,6.1,1.1,19800,0.4,0.2,0.5,0.5,1,0.2,0.2,0.3,7,0,0,0,0,1,3,"45.5065149921","-73.7324652116",286634.882,5040758.96
"IDS-2","Lac des Battures","Verdun","Boul. Forêt","Île des Soeurs, chemin de la Forêt, parc Adrien D-Archambault, sur la plate-forme de bois, lac des Battures.","R","R","IDS-2   Boul. Forêt",2023-07-10T10:55:56,,"         25.6",434,7.7,"=",340,"          6.50","         79.00",3,34,20,,0.1,23,0.7,38,1.3,52000,0.1,0.1,0.7,1.1,62,3080,12700,103,1,19800,0.6,0.2,0.5,0.5,1,0.2,0.3,0.3,7,4.5,2.6,0,7.1,0,3,"45.4561003757","-73.5538839661",300585.683,5035131.5
"LAF-1","Étang du parc Lafontaine","Le Plateau-Mont-Royal","Exutoire de l'étang","Intersection rue Cherrier et ave du Parc La Fontaine, sortie du bassin.","R","R","LAF-1   Exutoire de l'étang",2023-07-10T09:19:10,,"         25.7",284,8,"=",91,"          8.40","        104.00",3.4,28,10,,0.1,34,0.8,22,1.3,24500,0.1,0.1,0.5,1.4,55,2110,8780,48.2,1,16800,0.6,0.3,0.5,0.5,1,0.2,0.2,0.3,7,4.3,2.6,0,6.9,0,3,"45.5232984378","-73.5674130424",299533.827,5042600.04
"MON-2.8","Ruisseau De Montigny","Rivière-des-Prairies-Pointe-aux-Trembles","Boul. Henri-Bourassa Est","Boul. Henri-Bourassa, 50m à l'ouest de la rue Renaude-Lapointe, sur le ponceau.","R","R","MON-2.8   Boul. Henri-Bourassa Est",2023-07-10T12:50:53,,"         20.6",435,7.6,"=",6000,"          6.80","         76.00",24.4,122,120,,0.1,568,0.5,29,1.3,37200,0.1,0.6,2.4,9.2,704,2340,5990,40.4,1.4,42100,2,3.7,0.8,0.5,1,0.2,0.2,1.7,30,5.1,2.6,0,7.7,0,3,"45.6136039672","-73.6000245598",296998.791,5052638.50999999
"MON-4.0","Ruisseau De Montigny","Anjou","Rue Bombardier","Près de l'intersection du boul. Galerie D'Anjou et de la rue Bombardier.","R","R","MON-4.0   Rue Bombardier",2023-07-10T11:56:39,,"         24.3",594,8,"=",5200,"          8.40","        100.00",16,141,30,,0.1,86,0.7,35,1.3,46200,0.1,0.2,0.8,2.6,278,3000,11000,38,1.2,56600,1.7,0.6,0.7,0.5,1,0.2,0.4,0.3,7,4.8,2.6,0,7.4,0,3,"45.6069163251","-73.5883539648",297908.196,5051894.21999999
"PAP-0.0","Marais du parc-nature de la Pointe-aux-Prairies","Rivière-des-Prairies-Pointe-aux-Trembles","Sortie du marais","Parc-nature de la Pointe-aux-Prairies, secteur de la rivière des Prairies, effluent vers la rivière des Prairies.","R","R","PAP-0.0   Sortie du marais",2023-07-10T14:17:16,,"         21.9",387,7.5,"=",1700,"          6.10","         71.00",8.8,255,100,,0.1,199,0.9,27,1.3,38900,0.1,0.3,1,1,452,2110,16500,206,1,21800,0.9,0.2,0.5,0.5,1,0.2,0.1,0.3,7,5.3,2.6,0,7.9,0,3,"45.6920285661","-73.522349053",303059.363,5061349.48
