point_echantillonnage,plan_eau,administration,nom,descrip_longue,programme,sous_prog,station_nom,date_heure,raison_annulation,temperature,conductivite,pH,signe,coliformes_fecaux,OD_concentration,OD_pourc,MES,phos_total,azote_total,cot,Ag,Al,As,Ba,Be,Ca,Cd,Co,Cr,Cu,Fe,K,Mg,Mn,Mo,Na,Ni,Pb,Sb,Se,Sn,Tl,U,V,Zn,prec_0_mm,prec_1_mm,prec_2_mm,prec_tot_60h,meteo,tournee,latitude,longitude,x,y
"BER-0.7P1","Ruisseau Bertrand","Ahuntsic-Cartierville","Rue Camille","Montréal, PN Bois-de-Liesse, O rue Camille, N  chemin de fer","R","R","BER-0.7P1   Rue Camille",2024-10-08T09:59:36,,"         16.4",1142,7.7,"=",540,"          8.70","         89.00",4.7,46,40,,0.1,68,0.5,34,1.3,53200,0.1,0.3,0.4,4.7,130,2830,13200,11.4,1.4,183000,1.3,0.2,0.5,0.5,1,0.2,0.5,0.3,7,0,3.7,1.4,5.1,-1,7,"45.5076747232","-73.7536315987",284981.322,5040892.84999999
"BER-1.2","Ruisseau Bertrand","Pierrefonds-Roxboro","Boul. Pitfield","Pierrefonds, PN Bois-de-Liesse, en amont du ponceau principal de la piste cyclable.","R","R","BER-1.2   Boul. Pitfield",2024-10-08T09:49:28,,"         12.7",810,7.5,"=",5100,"          8.50","         80.00",3.5,29,180,,0.1,36,0.2,57,1.3,95700,0.1,0.3,0.3,1.7,335,2960,18100,48.1,1.9,94400,1.5,0.5,0.5,0.5,1,0.2,0.4,0.3,9,0,3.7,1.4,5.1,-1,7,"45.504964513","-73.7620128147",284325.434,5040593.75999999
"BER-3.3","Ruisseau Bertrand","Dorval","Boul. St-Régis","Voie de service de l'A. 40 ouest, 400m à l'est de la rue Sunnybrook","R","R","BER-3.3   Boul. St-Régis",2024-10-08T10:35:15,,"         16.4",520,7.8,"<",100,"          9.40","         98.00",118,72,100,,0.1,560,0.7,41,1.3,83200,0.1,0.7,1.3,2.3,1040,2280,14200,76.5,1,48600,2.2,1.7,0.5,0.5,1,0.2,0.2,0.5,7,1,3.7,1.4,6.1,0,7,"45.4899301463","-73.769125548",283764.024,5038924.82
"BER-3.7","Ruisseau Bertrand","Dorval","voie d'accès A40","Boul. Hymus près voie d'accès A40, ponceau côté nord du boul. Hymus","R","R","BER-3.7   voie d'accès A40",2024-10-08T10:51:07,,"         12.0",826,7.8,"=",180,"          8.80","         82.00",9.2,39,40,,0.1,115,0.3,46,1.3,94700,0.1,0.4,0.5,2.1,321,4060,20700,38.8,2.2,97600,2.4,0.8,0.5,0.5,1,0.2,0.5,0.3,11,1,3.7,1.4,6.1,0,7,"45.4887623847","-73.7666005327",283960.959,5038794.38999999
"BER-4.5P8","Ruisseau Bertrand","Saint-Laurent","Conduite technoparc","Rue Frederick-Banting, 325m à l'est de l'avenue André.","R","R","BER-4.5P8   Conduite technoparc",2024-10-08T11:04:31,,"         15.7",766,7.8,"=",720,"          6.50","         66.00",18.4,59,240,,0.1,340,0.5,36,1.3,75700,0.1,0.7,0.9,4.6,545,4330,16300,48.6,1.8,90100,2.2,0.8,0.5,0.5,1,0.2,0.6,1.5,23,1,3.7,1.4,6.1,0,7,"45.4814698463","-73.7722743259",283514.717,5037985.46
"BER-4.6","Ruisseau Bertrand","Saint-Laurent","Bassin rétention","Nord du ch. St-François et 330 m à l'est de l'ave André, amont bassin de rétention","R","R","BER-4.6   Bassin rétention",2024-10-08T11:11:25,,"         14.9",342,7.6,"=",630,"          7.00","         47.00",8.5,79,150,,0.1,126,0.5,33,1.3,42600,0.1,0.4,0.8,5.6,380,2770,6840,38.6,3.2,29600,5.1,0.5,0.7,0.5,1,0.2,0.3,0.6,60,1,3.7,1.4,6.1,0,7,"45.4816607033","-73.7729858795",283459.162,5038006.86
"BRU-1","Bassin de La Brunante","Saint-Laurent","Boulevard Poirier","Parc Marcel Laurin,  bassin de la Brunante, boul. Poirier,  S des Harfangs, au pied du gazébo.","R","R","BRU-1   Boulevard Poirier",2024-10-08T08:52:01,,"         15.0",268,7.8,"=",3400,"         10.00","        100.00",14,43,20,,0.1,99,0.4,33,1.3,38000,0.1,0.3,0.3,0.9,213,3550,8700,18.1,1.2,14100,0.9,0.3,0.5,0.5,1,0.2,0.3,0.3,7,0,3.7,1.4,5.1,-1,7,"45.5099765705","-73.7077803601",288564.782,5041138.36
"CEN-1","Bassin du parc Centenaire William Cosgrove","Dollard-des Ormeaux","Effluent du bassin","Parc du Centenaire, rive est, exutoire du bassin","R","R","CEN-1   Effluent du bassin",2024-10-08T14:31:01,,"         16.3",718,8.6,"<",100,"         15.20","        130.00",22.8,74,40,,0.1,115,0.4,37,1.3,66300,0.1,0.4,0.5,1.9,358,3390,19800,19.4,1.3,81200,2.2,0.5,0.5,0.5,1,0.2,0.9,0.3,7,1.5,3.7,1.4,6.6,0,7,"45.488546377","-73.8106049054",280521.23,5038782.74
"DEN-0.0","Ruisseau Denis","Pointe-Claire","Embouchure du ruisseau","Embouchure du ruisseau à la Baie de Valois, face au boul. Des Sources.","R","R","DEN-0.0   Embouchure du ruisseau",2024-10-08T13:43:36,,"         14.9",613,8,"=",630,"         10.40","        103.00",19.2,52,40,,0.1,72,0.3,35,1.3,62700,0.1,0.6,0.5,2.2,244,3310,13700,19.4,2.6,66900,1.2,0.4,0.5,0.5,1,0.2,0.4,0.3,11,1.3,3.7,1.4,6.4,0,7,"45.4452824596","-73.7788021061",282990.453,5033965.71
"DEN-0.8P1","Ruisseau Denis","Dorval","Rue Belmont","Rue Belmont, 200m à l'est du boul. des Sources, branche secondaire provenant de dépôts à neige","R","R","DEN-0.8P1   Rue Belmont",2024-10-08T12:08:34,,"         11.5",675,8,"<",100,"         11.90","        110.00",60,91,90,,0.1,1320,0.8,106,1.3,99100,0.1,1.4,2.3,3.2,1880,21000,28800,210,5.8,50600,4.6,1.4,0.5,0.5,1,0.2,1.6,2.6,23,1,3.7,1.4,6.1,0,7,"45.4571451324","-73.7798862479",282910.234,5035284.29999998
"DEN-2.6","Ruisseau Denis","Dorval","Av. Reverchon","Rue Reverchon, 100m à l'est du cr. Newman","R","R","DEN-2.6   Av. Reverchon",2024-10-08T11:52:32,,"         16.0",566,7.8,"=",900,"          8.90","         91.00",4,46,80,,0.1,40,0.3,29,1.3,54500,0.1,1.6,0.4,2.4,160,2460,11500,17.3,3,62300,1.2,0.3,0.5,0.5,1,0.2,0.4,0.3,10,1,3.7,1.4,6.1,0,7,"45.4660700012","-73.7801656599",282891.839,5036276.2
"DEN-3.2","Ruisseau Denis","Pointe-Claire","Ch. Aviation","Rue de l'Aviation, 300m à l'est du boul. des Sources","R","R","DEN-3.2   Ch. Aviation",2024-10-08T11:28:09,,"         16.6",528,7.7,"=",630,"          9.20","         94.00",2.6,40,60,,0.1,29,0.2,26,1.3,48500,0.1,1.5,0.5,2.6,131,2140,10600,11.4,2.8,56500,1,0.2,0.5,0.5,1,0.2,0.2,0.3,8,1,3.7,1.4,6.1,0,7,"45.4699534797","-73.7861966608",282421.768,5036709.42999999
"PAQ-1","Étang du parc Dr-Bernard-Paquet","Saint-Laurent","Rue Jean-Gascon","Inters. Av. Félix-Leclerc et rue Jean-Gascon, parc du Dr.-B.-Paquet, sur la passerelle.","R","R","PAQ-1   Rue Jean-Gascon",2024-10-08T09:16:26,,"         15.7",160,7.6,"<",100,"          9.00","         91.00",2.8,15,10,,0.1,43,0.6,22,1.3,31800,0.1,0.2,0.3,1.1,63,1470,8400,5.1,1.1,13400,1.3,0.2,0.5,0.5,1,0.2,0.3,0.3,7,0,3.7,1.4,5.1,-1,7,"45.5065149921","-73.7324652116",286634.882,5040758.96
"AAO-0.0","Rivière à l'Orme","Pierrefonds-Roxboro","Embouchure de la rivière","Pierrefonds, boul. Gouin O, 40m au nord de la rue de l'Anse à l'Orme, exutoire au lac des Deux Montagnes.","R","R","AAO-0.0   Embouchure de la rivière",2024-10-03T11:06:46,,"         14.6",916,7.5,"=",2600,"          6.50","         66.00",6.8,44,120,,0.1,229,0.4,62,1.3,81200,0.1,0.5,1.2,3.3,463,4480,27000,38.8,3.2,105000,2.7,0.7,0.9,0.5,1,0.2,1.1,0.9,10,0,2.8,0,2.8,-1,7,"45.4502113278","-73.9370663453",270613.07,5034568.57
"AAO-3.3P6","Rivière à l'Orme","Kirkland","Rue Timberlea-Trail","Kirkland, 60m au sud de l'intersection des rues de l'Anse à l'Orme et de Timberley trail, derrière le dépôt à neige.","R","R","AAO-3.3P6   Rue Timberlea-Trail",2024-10-03T11:21:26,,"         16.1",452,7.6,"=",2900,"          7.70","         78.00",3.6,40,100,,0.1,74,0.4,54,1.3,93500,0.1,0.4,0.5,3.1,238,4430,28500,56.5,2,99400,2.2,0.2,0.6,0.5,1,0.2,1,0.8,10,0,2.8,0,2.8,-1,7,"45.4368858312","-73.901469758",273390.008,5033073.2
"AAO-3.5","Rivière à l'Orme","Sainte-Anne-de-Bellevue","Ch. Sainte-Marie","Sainte-Anne-de-Bellevue, 10m au nord du ch. Ste-Marie, 200m à l'ouest du ch. Anse à l'Orme.","R","R","AAO-3.5   Ch. Sainte-Marie",2024-10-03T11:26:44,,"         14.1",895,7.5,"=",5300,"          7.30","         71.00",9.1,32,70,,0.1,179,0.5,62,1.3,87600,0.1,0.6,1.4,3.7,599,4220,29900,55.5,4.1,96000,2.9,0.5,0.5,0.8,1,0.2,1.3,1.1,19,0,2.8,0,2.8,-1,7,"45.4356405523","-73.9014441318",273391.322,5032934.79999998
"AAO-3.6","Rivière à l'Orme","Baie d'Urfé","Av. Lee","Beaconsfield, 250m à l'est de la rue Lee et 25m au sud de l'autoroute 40, en amont du pluvial.","R","R","AAO-3.6   Av. Lee",2024-10-03T11:54:36,,"         14.7",794,7.7,"=",250,"          7.70","         77.00",10,30,30,,0.1,236,0.3,60,1.3,84000,0.1,0.5,0.8,2.3,404,3320,28100,41.5,3.8,82500,3.3,0.3,0.5,0.5,1,0.2,1.1,1,10,0,2.8,0,2.8,-1,7,"45.4346279405","-73.9012199472",273408.301,5032822.17999999
"AAO-6.4P12","Rivière à l'Orme","Baie d'Urfé","Boul. Morgan côté E","Baie d'Urfée, boul. Morgan côté est, 250m au sud de l'autoroute 40,  affluent provenant des zones résidentilelles de Baie d'Urfé.","R","R","AAO-6.4P12   Boul. Morgan côté E",2024-10-03T11:45:00,,"         14.2",1132,7.8,"=",200,"          8.90","         88.00",2.7,16,30,,0.1,50,0.2,58,1.3,119000,0.1,0.4,0.6,0.9,105,2790,38400,29.6,4.9,126000,3.3,0.2,0.5,0.5,1,0.2,1.7,0.4,7,0,2.8,0,2.8,-1,7,"45.4253538404","-73.915474789",272287.669,5031797.21999999
"AAO-6.5","Rivière à l'Orme","Baie d'Urfé","Boul. Morgan côté O","Baie d'Urfée, boul.Morgan côté ouest, 250m au sud de l'A40.","R","R","AAO-6.5   Boul. Morgan côté O",2024-10-03T11:35:57,,"         14.3",334,7.5,"=",4000,"          4.80","         47.00",11.8,102,250,,0.1,280,0.6,33,1.3,43100,0.1,0.5,0.9,3.3,509,3880,11200,165,3.1,22400,2.4,0.5,0.5,0.5,1,0.2,0.4,1.4,10,0,2.8,0,2.8,-1,7,"45.4254275852","-73.9156477354",272274.178,5031805.49
"CON-0.0","Ruisseau O'Connell","Pierrefonds-Roxboro","Embouchure du ruisseau","80m à l'est de la rue Morandière, en aval du boul.Gouin.","R","R","CON-0.0   Embouchure du ruisseau",2024-10-03T10:50:03,,"         17.0",649,7.7,"=",2000,"          6.80","         70.60",2.9,38,70,,0.1,72,0.8,81,1.3,85300,0.1,0.3,0.4,1,240,3250,33800,62.7,4.3,28400,2.7,0.2,0.5,0.5,1,0.2,1.3,0.6,7,0,2.8,0,2.8,-1,7,"45.4604326508","-73.9071136491",272961.694,5035692.16
"CPI-0.0","Ruisseau Château-Pierrefonds","Pierrefonds-Roxboro","Embouchure du fossé","Pierrefonds, boul.Gouin ouest, 450m à l'ouest de l'ave. Château-Pierrefonds, en aval du dépôt à neige.","R","R","CPI-0.0   Embouchure du fossé",2024-10-03T10:33:01,,"         15.0",297,7.4,"=",1400,"          3.40","         33.50",7.2,86,80,,0.1,315,0.4,23,1.3,35500,0.1,0.5,1,7.3,367,2250,7280,64.4,1,27600,2.8,0.4,0.5,0.5,1,0.2,0.2,1.4,15,0,2.8,0,2.8,-1,7,"45.4613786452","-73.900432332",273484.73,5035794.66
"PIB-2","Marécage du parc-nature du Bois-de-l'Île-Bizard","L'Île-Bizard-Sainte-Geneviève","P-N du Boisé-de-l'Île-Bizard","Parc-Nature de l'île-Bizard, secteur des observatoires, sur la passerelle, au centre du marais.","R","R","PIB-2   P-N du Boisé-de-l'Île-Bizard",2024-10-03T09:48:27,,"         15.6",299,7.4,"=",340,"          8.03","         80.70",0.8,29,30,,0.1,10,1,5,1.3,57300,0.1,0.2,0.3,1.7,33,582,11000,6.3,1,3640,0.4,0.2,0.5,0.5,1,0.2,0.2,0.3,7,0,2.8,0,2.8,-1,7,"45.5134702781","-73.8902867451",274306.272,5041579.71
"AAO-3.3P6","Rivière à l'Orme","Kirkland","Rue Timberlea-Trail","Kirkland, 60m au sud de l'intersection des rues de l'Anse à l'Orme et de Timberley trail, derrière le dépôt à neige.","R","R","AAO-3.3P6   Rue Timberlea-Trail",2024-09-05T10:50:03,,"         17.3",1028,7.9,"=",820,"          8.37","         87.60",2.5,27,80,,0.1,52,0.4,60,1.3,117000,0.1,0.5,0.4,1.3,175,4820,33800,42.6,3.1,95900,2.4,0.2,0.5,0.5,1,0.2,1.5,0.3,7,0,0,0,0,1,6,"45.4368858312","-73.901469758",273390.008,5033073.2
"AAO-3.5","Rivière à l'Orme","Sainte-Anne-de-Bellevue","Ch. Sainte-Marie","Sainte-Anne-de-Bellevue, 10m au nord du ch. Ste-Marie, 200m à l'ouest du ch. Anse à l'Orme.","R","R","AAO-3.5   Ch. Sainte-Marie",2024-09-05T10:55:56,,"         15.1",945,7.7,"=",36,"          8.50","         88.60",2.1,20,30,,0.1,62,0.3,78,1.3,106000,0.1,0.4,0.3,0.8,222,3950,35800,30.3,4.1,95700,2.5,0.2,0.5,0.5,1,0.2,1.7,0.3,7,0,0,0,0,1,6,"45.4356405523","-73.9014441318",273391.322,5032934.79999998
"AAO-6.5","Rivière à l'Orme","Baie d'Urfé","Boul. Morgan côté O","Baie d'Urfée, boul.Morgan côté ouest, 250m au sud de l'A40.","R","R","AAO-6.5   Boul. Morgan côté O",2024-09-05T11:08:18,,"         16.9",841,7.8,"=",200,"          6.30","         62.30",11,68,100,,0.1,217,0.7,69,1.3,98300,0.1,0.6,0.5,1.6,345,9140,30200,58.9,7,81000,3.1,0.4,0.5,0.5,1,0.2,1.7,0.8,7,0,0,0,0,1,6,"45.4254275852","-73.9156477354",272274.178,5031805.49
"CON-0.0","Ruisseau O'Connell","Pierrefonds-Roxboro","Embouchure du ruisseau","80m à l'est de la rue Morandière, en aval du boul.Gouin.","R","R","CON-0.0   Embouchure du ruisseau",2024-09-05T10:22:00,,"         19.6",631,7.6,"=",170,"          6.10","         67.00",1.7,38,50,,0.1,34,0.6,81,1.3,89700,0.1,0.3,0.3,0.7,118,3670,31400,18.5,3.9,23700,3,0.2,0.5,0.5,1,0.2,1.3,0.3,7,0,0,0,0,1,6,"45.4604326508","-73.9071136491",272961.694,5035692.16
"PIB-2","Marécage du parc-nature du Bois-de-l'Île-Bizard","L'Île-Bizard-Sainte-Geneviève","P-N du Boisé-de-l'Île-Bizard","Parc-Nature de l'île-Bizard, secteur des observatoires, sur la passerelle, au centre du marais.","R","R","PIB-2   P-N du Boisé-de-l'Île-Bizard",2024-09-05T09:26:36,,"         19.4",302,7,"=",27,"          5.46","         59.80",1.3,30,50,,0.1,7,0.7,42,1.3,57700,0.1,0.2,0.3,0.5,102,392,10400,30.4,1,2960,0.6,0.2,0.5,0.5,1,0.2,0.1,0.3,7,0,0,0,0,1,6,"45.5134702781","-73.8902867451",274306.272,5041579.71
"BOU-1.5P2","Ruisseau Bouchard","Dorval","Rue Guthrie","Rencontre des rues Lépine et Meloche, côté sud.","R","R","BOU-1.5P2   Rue Guthrie",2024-10-21T09:40:51,,"         13.8",1436,7.3,"=",120,"          6.40","         63.00",4.4,22,70,,0.1,54,0.3,61,1.3,119000,0.1,0.5,0.4,1.6,570,6210,41500,66.2,1.7,179000,2.5,0.7,0.5,0.5,1,0.2,0.5,0.3,9,0.6,3.6,3.1,7.3,0,7,"45.4500566569","-73.7268568589",287055.414,5034483.49
"BOU-2.1","Ruisseau Bouchard","Dorval","Rue Orly","Aval du ponceau de la rue Orly, 100m au nord de l'ave Guthrie.","R","R","BOU-2.1   Rue Orly",2024-10-21T09:32:18,,"         12.0",864,7.5,"<",10,"          5.30","         50.00",4.2,21,20,,0.1,63,0.4,56,1.3,89800,0.1,0.5,0.5,1.4,436,12200,27400,103,3.7,95700,2.6,0.4,0.5,0.5,1,0.2,1.4,0.3,11,0.6,3.6,3.1,7.3,0,7,"45.4523992742","-73.7310770289",286726.063,5034744.76999999
"BOU-2.9","Ruisseau Bouchard","Dorval","Branche ouest venant d'ADM","Nord de l'ave.Marshall, embranchement ouest provenant de l'aéroport de Dorval.","R","R","BOU-2.9   Branche ouest venant d'ADM",2024-10-21T09:18:32,,"         13.9",1214,7.4,"=",18,"          5.60","         55.00",5.6,28,70,,0.1,57,0.4,92,1.3,131000,0.1,0.6,0.6,1.3,1110,18700,44000,164,3.6,172000,2.6,0.4,0.5,0.5,1,0.2,1.8,0.3,17,0.6,3.6,3.1,7.3,0,7,"45.4572489455","-73.7387149001",286130.259,5035285.45
"BOU-4.3","Ruisseau Bouchard","Dorval","Rue Hervé-Saint-Martin","Ponceau vers aire de déglaçage, O rue Hervé Saint-Martin","R","R","BOU-4.3   Rue Hervé-Saint-Martin",2024-10-21T08:54:03,,"         12.2",1887,7.4,"=",54,"          8.50","         80.00",28,47,150,,0.1,407,0.7,99,1.3,129000,0.1,1.2,1.4,2.7,1570,16300,42500,240,5.9,315000,4.7,1.3,0.5,0.5,1,0.2,2.1,0.5,14,0,3.6,3.1,6.7,-1,7,"45.4690351539","-73.7425587543",285833.586,5036596.15
"CLA-0.0","Canal de Lachine","Lachine","Ch. Iroquois","Amont du pont du Ch.du Musée, côté sud du canal, effluent du lac St-Louis vers le canal, en amont de l'écluse.","R","R","CLA-0.0   Ch. Iroquois",2024-10-21T13:13:07,,"         13.6",95,7.8,"<",10,"         10.50","        100.00",3.5,24,20,,0.1,205,0.5,17,1.3,12700,0.1,0.2,0.8,1.6,329,1030,3020,14,1,5300,0.8,0.5,0.5,0.5,1,0.2,0.1,0.3,7,1.9,3.6,3.1,8.6,0,7,"45.4310100179","-73.6686715567",291602.188,5032355.66
"CLA-1.8","Canal de Lachine","Lachine","Av. Saint-Pierre","Inters. Saint-Patrick et av. Dollard, est du pont Gauron, près de la caboose, sur le quai.","R","R","CLA-1.8   Av. Saint-Pierre",2024-10-21T13:27:07,,"         13.0",89,7.8,"=",18,"         10.40","         99.00",3.5,20,40,,0.1,243,0.5,16,1.3,11700,0.1,0.3,0.9,1.7,374,971,2860,16.4,1,4930,0.9,0.6,0.5,0.5,1,0.2,0.1,0.4,7,1.9,3.6,3.1,8.6,0,7,"45.4414764604","-73.645099907",293448.665,5033515.19
"JAM-0.0","Ruisseau Saint-James","Beaconsfield","Embouchure du ruisseau","Boul. St-Charles sud à l'intersection de la rue Lakeshore, exutoire au lac St-Louis.","R","R","JAM-0.0   Embouchure du ruisseau",2024-10-21T11:25:00,,"         14.2",1741,8,"=",1700,"         10.00","         98.00",1.8,48,170,,0.1,30,0.3,52,1.3,101000,0.1,0.4,0.5,3.4,97,4940,29100,6.8,1.9,283000,1.4,0.2,0.5,0.5,1,0.2,0.8,0.3,7,1.3,3.6,3.1,8,0,7,"45.4297174266","-73.8452884793",277782.07,5032256.16999998
"JAM-1.3","Ruisseau Saint-James","Pointe-Claire","Rue Pointe-Claire","Extrémité nord de l'ave Pointe-Claire, 30m vers l'ouest, en aval du ponceau de l'autoroute 20.","R","R","JAM-1.3   Rue Pointe-Claire",2024-10-21T11:41:25,,"         13.8",1683,7.8,"=",3400,"          9.50","         93.00",2.4,24,170,,0.1,43,0.3,71,1.3,109000,0.1,0.3,0.3,28.4,163,3740,18600,20.3,1,217000,1.5,0.3,0.5,0.5,1,0.2,0.6,0.3,7,1.3,3.6,3.1,8,0,7,"45.4374504274","-73.8349651619",278593.422,5033112.12
"SMI-0.8","Fossé Smith","Dorval","Fossé Smith","Boul. Montreal-Toronto, 150m à l'ouest de l'autoroute 520, entre le Terminus intermodal STM Dorval et le poste d'Hydro-Québec, près du rond-point et de la gare Dorval","R","R","SMI-0.8   Fossé Smith",2024-10-21T10:25:51,,"         12.9",1365,7.8,"=",110,"          8.70","         93.00",10,23,,,0.1,114,0.4,93,1.3,171000,0.1,0.5,0.6,1.7,544,7570,36100,75.9,2.4,140000,1.9,1.2,0.5,0.5,1,0.2,0.5,0.3,14,0.8,3.6,3.1,7.5,0,7,"45.4478971799","-73.744202809",285697.897,5034247.48
"TER-0.6","Ruisseau Terra-Cotta","Pointe-Claire","Rue Glanlynn","Parc Terra-Cotta,  extrémité nord de la rue Glanlynn","R","R","TER-0.6   Rue Glanlynn",2024-10-21T12:03:45,,"         14.4",1473,7.7,"=",99,"          8.10","         80.00",15.2,70,150,,0.1,292,0.5,64,1.3,126000,0.1,0.6,1.5,7.2,433,8690,38900,27.6,5.1,166000,3.4,0.6,0.5,0.5,1,0.2,1.7,0.4,11,1.5,3.6,3.1,8.2,0,7,"45.4511030275","-73.8041862862",281007.2,5034619.75
"MON-i","Ruisseau De Montigny","Anjou","INDUSTRIEL ANJOU","350m au sud-est de l'inters. Renaude-Lapointe et du boul. Henri-Bourassa","R","R","MON-i   INDUSTRIEL ANJOU",2024-10-15T13:23:46,,"         13.2",606,7.6,"=",220,"          8.98","         86.00",11.6,153,130,,0.1,146,0.6,35,1.3,54600,0.1,0.5,1.2,4.3,351,3520,14500,35.8,2.3,77500,2.2,0.7,0.7,0.5,1,0.2,0.4,0.9,14,1.5,3.1,2.5,7.1,0,7,"45.6104555834","-73.5967252571",297255.692,5052288.29999998
"PAP-0.0","Marais du parc-nature de la Pointe-aux-Prairies","Rivière-des-Prairies-Pointe-aux-Trembles","Sortie du marais","Parc-nature de la Pointe-aux-Prairies, secteur de la rivière des Prairies, effluent vers la rivière des Prairies.","R","R","PAP-0.0   Sortie du marais",2024-10-15T14:51:27,,"         10.0",404,7.3,"=",54,"          7.10","         64.00",41.6,378,160,,0.1,1270,0.9,48,1.3,53000,0.1,1,3.3,3,2190,5820,23100,288,1,31400,3,1,0.5,0.8,1,0.2,0.5,2.9,9,1.5,3.1,2.5,7.1,0,7,"45.6920285661","-73.522349053",303059.363,5061349.48
