IDE_STRCT,No structure,Nom route,Nom obstacle,Groupe,Centre de services,Année de construction,Type structure,Charg. conception,Affichage sur place,Statut,Responsablilté de gestion,Role VM Inspection,ICG,Catégorie ICG,Date Insp. Générale Fermee,Superficie du tablier,Superficie du mur,latitude,longitude,X,Y
6033810,81-05467,Extrémité Ouest de l'Île Notre-Dame,Fleuve Saint-Laurent,,20 - Arrondissement Ville-Marie,1965,Pont à poutres-caissons en acier,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,99",4,2017/12/20,64,,45.495573893731,-73.5193411328033,303288,5039517
202591,81-05468,Rue Panet,Autoroute 720 Est,,20 - Arrondissement Ville-Marie,1986,Portique en béton armé,16-MS250,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2015/09/30,451,,45.5175549730151,-73.5495192389165,300931,5041961
202592,81-05469,Rue Amherst,Autoroute 720 Est,,20 - Arrondissement Ville-Marie,1986,Portique en béton armé,16-MS250,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2015/11/11,720,,45.5152019513639,-73.5520635268158,300732,5041699
6036830,81-05470,"Boul. Maurice-Duplessis, à l'Ouest de l'aut. 25",Ruisseau De Montigny,,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,1965,Ponceau arqué en acier,13-H20-S16,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"55,66",3,2017/07/19,,,45.6214183412733,-73.6066312987865,296485,5053508
6042162,81-05471,"CN, près de la 59ième avenue",Rue Sherbrooke Est,,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,2004,Pont à dalle pleine en béton précont.,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien National,Inspections annuelle et générale par la Ville Montréal,100,4,2017/04/03,515,,45.6753218945185,-73.5032182618919,304549,5059493
6065100,81-05472,Avenue Viger,Boulevard Saint-Laurent,,20 - Arrondissement Ville-Marie,1998,Pont couvert,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/11/17,61,,45.5075741386807,-73.5588775137416,300199,5040852
6065101,81-05473, Boulevard René-Lévesque,Boulevard Saint-Laurent,,20 - Arrondissement Ville-Marie,1998,Pont couvert,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/11/17,61,,45.5086942314703,-73.5613324626732,300008,5040977
6036833,81-05475,Stationnement au Nord du bassin d'anjou,Ruisseau De Montigny,,09 - Arrondissement Anjou,2001,Ponceau voûté en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,99",4,2017/05/11,,,45.6113802041889,-73.5981968807901,297141,5052391
202206,81-05476,Rue Bombardier,Autoroute 25,,09 - Arrondissement Anjou,1999,Pont à dalle pleine en béton précont.,17-QS660,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,"99,9",4,2016/04/19,1803,,45.6110612532653,-73.5812890903373,298460,5052354
6034641,81-05478,Avenue Einstein,Au Sud-Est du lac des Cygnes,,20 - Arrondissement Ville-Marie,1991,Pont à poutres en béton armé,17-QS660,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016/11/08,44,,45.5095222120329,-73.5330190989837,302220,5041067
6030335,81-05485,Boulevard Hymus,Boulevard Alfred-Nobel,,15 - Arrondissement Saint-Laurent,1999,Pont à dalle évidée en béton précont.,17-QS660,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"73,51",3,2017/10/26,675,,45.4890444306146,-73.7634412035823,284208,5038825
6015901,81-05488,Accès à l'Île Lapierre,Rivière-des-Prairies,,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,1981,Pont à poutres en acier,14-H25-S20,Pont fermé pour travaux,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,209,,45.6353623477192,-73.6111869779269,296132,5055058
6036939,81-05489,Aut. 10 Est sortie île des Soeurs,Piste multifonctionnelle,,12 - Arrondissement Verdun,2008,Ponceau voûté en béton armé,18-CL625,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016/02/23,,,45.4729486651587,-73.5434357636052,301404,5037003
6035469,81-05490A,Sortie aut.15 Sud vers chemin de la Pointe-Nord,Bretelle aut. 10 Est vers le pont Champlain,"Échangeur de la Pointe-Nord, Île-des-soeurs",12 - Arrondissement Verdun,2008,Pont à poutres en acier,18-CL625,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,621,,45.4694772596797,-73.5443823183982,301330,5036618
6035570,81-05490B,Sortie aut.15 Sud vers chemin de la Pointe-Nord,,"Échangeur de la Pointe-Nord, Île-des-soeurs",12 - Arrondissement Verdun,2008,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,,181,45.4693756363416,-73.5448838552197,301290,5036606
6035572,81-05490C,Sortie aut.15 Sud vers chemin de la Pointe-Nord,,"Échangeur de la Pointe-Nord, Île-des-soeurs",12 - Arrondissement Verdun,2008,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,,52,45.4694709955432,-73.5453035652218,301258,5036617
6042203,81-05491A,Entrée aut. 15 Nord et aut. 10 Ouest,,"Échangeur de la Pointe-Nord, Île-des-soeurs",12 - Arrondissement Verdun,2008,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,,278,45.4708297405404,-73.5396268200134,301702,5036768
6036861,81-05491B,Entrée aut. 15 Nord et aut. 10 Ouest,Aut. 15 Nord sortie Chemin de la Pointe-Nord,"Échangeur de la Pointe-Nord, Île-des-soeurs",12 - Arrondissement Verdun,2008,Pont à poutres en acier,18-CL625,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,733,,45.4710404418921,-73.5413228744139,301569,5036791
5017813,81-05492,Rue Tellier,Autoroute 25,,23 - Arrondissement Mercier-Hochelaga-Maisonneuve,2008,Pont à poutres en acier,18-CL625,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2016/04/19,1626,,45.588319714303,-73.5205961991748,303193,5049824
6036864,81-05493,boulevard Louis-H.-La Fontaine ,boulevard Louis-H.-La Fontaine ,,09 - Arrondissement Anjou,2009,Pont à poutres en acier,18-CL625,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,224,,45.6027912992776,-73.5641607081324,299795,5051434
202242,81-05494,Rue Hochelaga,Autoroute 25,,23 - Arrondissement Mercier-Hochelaga-Maisonneuve,2008,Pont à poutres en acier,18-CL625,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2015/09/28,3613,,45.5900460989706,-73.5260250771702,302769,5050016
6036867,81-05495,Boul. Gouin Ouest,"Ruisseau Bertrand, à l'Est de l'aut. 13",,24 - Arrondissement Ahuntsic-Cartierville,2009,Ponceau voûté en béton armé,18-CL625,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/07/19,,,45.5087086823027,-73.7581587820764,284628,5041009
5070483,81-05497B,Boulevard Gouin Est,Autoroute 19,P.S. Gouin / Aut. 19 - Prolongement de Papineau,24 - Arrondissement Ahuntsic-Cartierville,2009,Pont à poutres en acier,18-CL625,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,,,,451,,45.5709523974448,-73.660284078432,292290,5047906
5150344,81-05499,Place Curatteau,Autoroute 25,,23 - Arrondissement Mercier-Hochelaga-Maisonneuve,2011,Pont à poutres en acier,18-CL625,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2015/09/23,709,,45.5939116308843,-73.5403604433208,301651,5050446
5273613,81-05500,Boulevard Saint-Jean-Baptiste,Autoroute 40 Est,,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,2010,"Pont à pout. béton précont., préfabr.",18-CL625,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2015/09/28,2371,,45.6482577459124,-73.5282846086601,302595,5056485
6057322,81-05501,Piste cyclable du parc de la Pointe-aux-Prairies,Aut. 40 Dir. Est,,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,2011,Pont à poutres en acier,98-Autre,Tonnage réduit,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"73,15",3,2017/10/11,480,,45.6722096414293,-73.5192601184005,303299,5059147
6069705,81-05503A, Hochelaga,,P.S. Hochelaga / Aut. 25,23 - Arrondissement Mercier-Hochelaga-Maisonneuve,2010,Mur,,,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2017/10/13,,210,45.5878500708079,-73.5261256132424,302761,5049772
6036870,81-05503B,Piste cyclable rue Hochelaga vers Souligny Est,Bretelle autoroute 25  Sud vers Souligny Ouest,P.S. Hochelaga / Aut. 25,23 - Arrondissement Mercier-Hochelaga-Maisonneuve,2010,Pont à poutres en acier,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/10/13,150,,45.5881492643667,-73.525876593689,302781,5049805
6017360,81-05505,"Sentier pédestre, Parc environnemental St-Michel",Rue Michel Jurdant,,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,2005,"Pont à tablier supérieur, en acier",18-CL625,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016/07/12,236,,45.5575086135159,-73.6227673878218,295215,5046407
6023440,81-05507,Canadien National,Parc-nature du Bois-de-Liesse,,13 - Arrondissement Pierrefonds-Roxboro,1991,Pont à poutres en acier,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"95,4",4,2016/09/15,123,,45.5044114504307,-73.7619654997187,284329,5040532
6064389,81-05508A,"Aut. 15, côté Ouest, Entre rue de la Paix et rue Dudemaine",,"E.A. Écran antibruit Aut. 15, de la rue Sauvé O au pont Médé",24 - Arrondissement Ahuntsic-Cartierville,1995,Mur,,,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,,,,,874,45.5315145144264,-73.694915876318,289576,5043529
6064390,81-05508B,"Aut. 15, côté Ouest,Entre la rue Dudemaine et pl. Jean Massé",,"E.A. Écran antibruit Aut. 15, de la rue Sauvé O au pont Médé",24 - Arrondissement Ahuntsic-Cartierville,1995,Mur,,,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,,,,,2104,45.5342294112381,-73.6993485116066,289230,5043832
6064391,81-05508C,"Aut. 15, côté O, Entre Salaberry et Médéric Martin",,"E.A. Écran antibruit Aut. 15, de la rue Sauvé O au pont Médé",24 - Arrondissement Ahuntsic-Cartierville,1995,Mur,,,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,,,,,2233,45.5373747766532,-73.7068328475806,288647,5044183
6064392,81-05508D,"Aut. 15, côté Est / Entre Pt. Médéric Martin et De Salaberry",,"E.A. Écran antibruit Aut. 15, de la rue Sauvé O au pont Médé",24 - Arrondissement Ahuntsic-Cartierville,1995,Mur,,,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,,,,,2584,45.5376906114765,-73.706108341487,288703,5044218
6064393,81-05508E," Aut. 15, côté Est / Entre ter. Louisbourg et rue Dudemaine",,"E.A. Écran antibruit Aut. 15, de la rue Sauvé O au pont Médé",24 - Arrondissement Ahuntsic-Cartierville,1995,Mur,,,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,,,,,1616,45.5342715883026,-73.6983101289313,289311,5043836
6064397,81-05508F,Autoroute Laurentides,,"E.A. Écran antibruit Aut. 15, de la rue Sauvé O au pont Médé",24 - Arrondissement Ahuntsic-Cartierville,1995,Mur,,,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,,,,,4006,45.5316846838536,-73.6940538744787,289643,5043548
6083911,81-05508G,"Autoroute 15, côté Est",,,24 - Arrondissement Ahuntsic-Cartierville,2017,Mur,,,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2017/07/06,,2050,45.5316633944596,-73.6806588476651,290689,5043543
6036873,81-05509,Boulevard Gouin Est,Bassin à l'Ouest de Trefflé-Berthiaume,,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,2011,Ponceau voûté en béton armé,18-CL625,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/03/20,,,45.6764955136978,-73.5354281489919,302040,5059624
6041986,81-05511,Accès au Chemin de la Pointe-Nord Côté Sud,,,12 - Arrondissement Verdun,2008,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/10/16,,90,45.472528030142,-73.5436257109064,301389,5036957
6036913,81-05512A,"Ch. de la Côte-de-Liesse, dir. Est",Montée de Liesse,P.I. Montée de Liesse / Aut. 520,15 - Arrondissement Saint-Laurent,2013,Portique en béton armé,18-CL625,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/10/17,226,,45.4770758600982,-73.702852114031,288941,5037481
6036919,81-05512B,"Ch. de la Côte-de-Liesse, dir. Ouest",Montée de Liesse,P.I. Montée de Liesse / Aut. 520,15 - Arrondissement Saint-Laurent,2013,Portique en béton armé,18-CL625,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/10/17,226,,45.4772776118217,-73.7031801441305,288915,5037504
6075162,81-05513,Est de la rue Barr,Aut. 520 direction Est,,15 - Arrondissement Saint-Laurent,2016,"Pont de type Pony-Warren, en acier",98-Autre,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,86",4,2016/12/16,176,,45.4844229638903,-73.6932974293499,289690,5038296
6075161,81-05515,Est de la rue Isabey,Autoroute 520 direction Est,,15 - Arrondissement Saint-Laurent,2016,"Pont de type Pony-Warren, en acier",98-Autre,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Municipalité ,Inspections annuelle et générale par la Ville Montréal,"99,92",4,2016/11/04,174,,45.4914569141423,-73.6813799761829,290623,5039075
6070741,81-05516,Prolongement de la rue Lapierre,Canal de l'aqueduc,,18 - Arrondissement LaSalle,2016,Pont à poutres en acier,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/07/04,400,,45.4342427886367,-73.6022512982767,296800,5032706
6036933,81-05517,Entre Rue des Andes et Rue des Outardes,Lac E,,15 - Arrondissement Saint-Laurent,2013,"Pont de type Pony-Warren, en acier",98-Autre,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,98,,45.5113996723529,-73.7158006642909,287939,5041298
6086061,81-05520,"Aut. Bonaventure, dir Est, côté Sud",,,21 - Arrondissement Le Sud-Ouest,2017,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/10/10,,454,45.4943271122701,-73.5544979148187,300541,5039380
6086064,81-05521,"Aut. Bonaventure, dir Ouest, côté Nord",,,20 - Arrondissement Ville-Marie,2017,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/10/10,,741,45.4940144134896,-73.5539424210937,300584,5039345
6039414,81-05524,boulevard Saint-Joseph ,,,17 - Arrondissement Lachine,1951,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"51,71",3,2017/10/31,,139,45.4331228839497,-73.6886714290502,290038,5032594
6039415,81-05525,rue Richmond ,,,17 - Arrondissement Lachine,1987,Mur,,,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2015/11/26,,2263,45.4457151617309,-73.6424086987931,293660,5033986
6039416,81-05526,Chemin du pavillon des activités nautiques,Lac de l'île Notre-Dame,,20 - Arrondissement Ville-Marie,1970,Pont acier-bois,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,75,4,2015/04/29,20,,45.5002501723538,-73.5259640514722,302771,5040037
6039430,81-05527A,boulevard Marcel-Laurin ,,"P.I. Marcel-Laurin / CN, au Nord de l'aut. 40",15 - Arrondissement Saint-Laurent,1966,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"64,53",3,2017/11/07,,330,45.503174929217,-73.6703795990097,291486,5040376
6039428,81-05527B,boulevard Marcel-Laurin ,,"P.I. Marcel-Laurin / CN, au Nord de l'aut. 40",15 - Arrondissement Saint-Laurent,1966,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"98,57",4,2015/10/28,,279,45.5033728382798,-73.6711429709378,291426,5040398
