TITRE_ORIGINAL,TITRE_FRANCAIS,TITRE_ANGLAIS,PAYS_1,PAYS_2,PAYS_3,PAYS_4,PAYS_5,PAYS_6,ANNEE_PRODUCTION,GENRE,SOURCE,AUTEUR_1,AUTEUR_2,AUTEUR_3,AUTEUR_4,UUID_MEDIAFILM,UUID_IMDB,UUID_WIKIDATA 
"Stand, The","FlÃ©au, Le","Stand, The",US,,,,,,1994,Drame fantastique,Roman,Stephen King,,,,mf-tt-5766839003,,
Stand!,RÃ©sister!,Stand!,CA,,,,,,2019,ComÃ©die musicale,PiÃ¨ce,Danny Schur,Rick Chafe,,,mf-tt-3309332560,,
"Stanford Prison Experiment, The",,"Stanford Prison Experiment, The",US,,,,,,2015,Drame historique,Livre,Philip Zimbardo,,,,mf-tt-4061758706,tt0420293,Q3207253
Star Trek,Star Trek,Star Trek,US,,,,,,2009,Science-fiction,Oeuvre,Gene Roddenberry,,,,mf-tt-6133686392,tt0796366,Q15703567
Star Trek II: The Wrath of Khan,Star Trek II: La ColÃ¨re de Khan,Star Trek II: The Wrath of Khan,US,,,,,,1982,Science-fiction,Oeuvre,Gene Roddenberry,,,,mf-tt-9911228903,tt0084726,Q1551573
Star Trek III: The Search for Spock,Star Trek III: Ã la recherche de Spock,Star Trek III: The Search for Spock,US,,,,,,1984,Science-fiction,Oeuvre,Gene Roddenberry,,,,mf-tt-3303785849,tt0088170,Q3221287
Star Trek Into Darkness,Star Trek Vers les tÃ©nÃ¨bres,Star Trek Into Darkness,US,,,,,,2013,Science-fiction,Oeuvre,Gene Roddenberry,,,,mf-tt-7341674512,tt1408101,Q17633223
Star Trek IV: The Voyage Home,Star Trek 4: Retour sur Terre,Star Trek IV: The Voyage Home,US,,,,,,1986,Science-fiction,Oeuvre,Gene Roddenberry,,,,mf-tt-5545284154,tt0092007,Q3394029
Star Trek VI: The Undiscovered Country,Star Trek VI: Terre inconnue,Star Trek VI: The Undiscovered Country,US,,,,,,1991,Science-fiction,Oeuvre,Gene Roddenberry,,,,mf-tt-1914932477,tt0102975,
Star Trek: The Motion Picture,Star Trek - Le Film,Star Trek - The Motion Picture,US,,,,,,1979,Science-fiction,Oeuvre,Gene Roddenberry,,,,mf-tt-4998730472,tt0079945,
Star Wars - The Rise of Skywalker,Star Wars - L'ascension de Skywalker,Star Wars - The Rise of Skywalker,US,,,,,,2019,Science-fiction,Oeuvre,George Lucas,,,,mf-tt-4076062815,tt2527338,
Stars and Bars,"Anglais Ã  New York, Un",Stars and Bars,US,,,,,,1988,ComÃ©die de moeurs,Roman,William Boyd,,,,mf-tt-7295311151,tt0096166,Q45420274
"Stars Look Down, The",,"Stars Look Down, The",GB,,,,,,1939,Drame social,Roman,A.J. Cronin,,,,mf-tt-5000415728,tt0031976,
Starship Troopers - Invasion,"Patrouilleurs de l'espace - Invasion, Les",Starship Troopers - Invasion,JP,US,,,,,2012,Film d'animation,Roman,Robert A. Heinlein,,,,mf-tt-7092578999,tt2085930,
"Started Early, Took My Dog","Parti tÃ´t, pris mon chien","Started Early, Took My Dog",GB,,,,,,2013,Drame policier,Roman,Kate Atkinson,,,,mf-tt-7472585137,,Q7711956
State of Play,Jeux de pouvoir,State of Play,US,GB,,,,,2009,Drame politique,Oeuvre,Paul Abbott,,,,mf-tt-2851002826,tt0473705,Q60220922
Stay,,Stay,CA,,,,,,2012,Drame,Roman,Aislinn Hunter,,,,mf-tt-4484580787,tt2234032,Q956960
Steel Magnolias,Passions tourmentÃ©es,Steel Magnolias,US,,,,,,1989,ComÃ©die dramatique,PiÃ¨ce,Robert Harling,,,,mf-tt-8607251723,tt0098384,Q23780457
Stella Days,,Stella Days,IE,,,,,,2012,Drame,Roman,Michael Doorley,,,,mf-tt-3370647128,tt1773058,Q1768133
Step Up 3-D,Dansez dans les rues 3,Step Up 3,US,,,,,,2010,Drame musical,Oeuvre,Duane Adler,,,,mf-tt-6061424797,tt1193631,Q1505317
"Stepfather, The","Beau-PÃ¨re, Le","Stepfather, The",US,,,,,,2009,Thriller,Oeuvre,Donald E. Westlake,,,,mf-tt-5881389972,tt0814335,
"Stepford Children, The","Enfants de Stepford, Les","Stepford Children, The",US,,,,,,1987,Science-fiction,Roman,Ira Levin,,,,mf-tt-7950413779,tt0094036,Q162672
"Stepford Wives, The","Ãpouses modÃ¨les, Les","Stepford Wives, The",US,,,,,,1975,Thriller,Roman,Ira Levin,,,,mf-tt-1890532364,tt0073747,
"Stepford Wives, The","Femmes de Stepford, Les","Stepford Wives, The",US,,,,,,2004,ComÃ©die fantaisiste,Livre,Ira Levin,,,,mf-tt-1458238797,tt0327162,
Stephen King's Desperation,DÃ©solation,Stephen King's Desperation,US,,,,,,2006,Drame fantastique,Roman,Stephen King,,,,mf-tt-0635967518,,
Stephen King's Riding the Bullet,Riding the Bullet,Stephen King's Riding the Bullet,US,,,,,,2004,Drame d'horreur,Roman,Stephen King,,,,mf-tt-7589554667,tt0355954,
Stephen King's The Night Flier,"Ailes de la nuit, Les",Stephen King's The Night Flier,US,,,,,,1998,Drame d'horreur,Roman,Stephen King,,,,mf-tt-7008547910,,Q7447040
Stephen King's The Shining,,Stephen King's The Shining,US,,,,,,1997,Drame fantastique,Roman,Stephen King,,,,mf-tt-1772842912,,
Stephen King's Thinner,"Peau sur les os, La",Stephen King's Thinner,US,,,,,,1996,Drame fantastique,Roman,Stephen King,,,,mf-tt-2327630768,,Q4019255
Steve Jobs,Steve Jobs,Steve Jobs,US,,,,,,2015,Drame biographique,Livre,Walter Isaacson,,,,mf-tt-9636844592,tt2080374,Q65294195
Stick,"Stick, le justicier de Miami",Stick,US,,,,,,1985,Drame policier,Roman,Elmore Leonard,,,,mf-tt-6750895019,tt0090073,Q162037
Still Alice,Toujours Alice,Still Alice,US,,,,,,2014,Drame psychologique,Roman,Lisa Genova,,,,mf-tt-3170621843,tt3316960,Q211954
Stillwatch,Sur les traces du passÃ©,Stillwatch,US,,,,,,1986,Drame fantastique,Roman,Mary Higgins Clark,,,,mf-tt-7349412942,,Q3208390
"Stolen Airliner, The",Un Avion a disparu,"Stolen Airliner, The",GB,,,,,,1955,Aventures,Roman,John Pudney,,,,mf-tt-4084686363,tt0169270,
"Stone Killer, The","Cercle noir, Le","Stone Killer, The",US,,,,,,1973,Drame policier,Livre,John Gardner,,,,mf-tt-7622551810,tt0070736,Q15990877
Stone of Destiny,"Pierre du destin, La",Stone of Destiny,GB,,,,,,2008,Drame historique,Livre,Ian Hamilton,,,,mf-tt-6701710950,tt1037156,
Storie di ordinaria follia,Conte de la folie ordinaire,,IT,,,,,,1981,Drame de moeurs,Oeuvre,Charles Bukowski,,,,mf-tt-0142976563,tt0086410,Q1395971
Stories from a Flying Trunk,,Stories from a Flying Trunk,GB,,,,,,1979,Film Ã  sketches,Roman,Hans Christian Andersen,,,,mf-tt-1359002911,,
Straight from the Heart,Ã l'ombre des souvenirs,Straight from the Heart,US,,,,,,2003,Drame sentimental,Livre,Pamela Wallace,,,,mf-tt-0596657783,tt0340380,Q617117
Stranded,Famille Robinson - Seuls au bout du monde,Stranded,US,,,,,,2002,Aventures,Livre,Johann David Wyss,,,,mf-tt-1577242187,tt0286989,
Strange Interlude,,Strange Interlude,US,,,,,,1987,MÃ©lodrame,PiÃ¨ce,Eugene O'Neill,,,,mf-tt-9312800542,,
"Strange One, The",Demain ce seront des hommes,"Strange One, The",US,,,,,,1956,Drame,Roman,Calder Willingham,,,,mf-tt-5161667019,tt0051019,
Stranger With My Face,"Reflet de mon Ã¢me, Le",Stranger With My Face,US,,,,,,2009,Thriller,Roman,Lois Duncan,,,,mf-tt-0512335897,tt1375790,
"Stranger Within, The","Ãtranger, L'","Stranger Within, The",US,,,,,,1974,Drame fantastique,Roman,Richard Matheson,,,,mf-tt-4062866734,tt0072219,Q1312766
Strangers on a Train,"Inconnu du Nord-Express, L'",Strangers on a Train,US,,,,,,1951,Thriller,Roman,Patricia Highsmith,,,,mf-tt-2411493935,tt0044079,Q3212121
Straw Dogs,"Chiens de paille, Les",Straw Dogs,US,,,,,,2011,Thriller,Roman,Gordon Williams,,,,mf-tt-3267829113,tt0999913,Q3822372
Street Gang - How We Got to Sesame Street,,Street Gang - How We Got to Sesame Street,US,,,,,,2021,Documentaire,Livre,Michael Davis,,,,mf-tt-6926690383,tt5618690,
Street of No Return,Sans espoir de retour,Street of No Return,FR,PT,,,,,1989,Drame,Roman,David Goodis,,,,mf-tt-6681561369,tt0098396,
"Streetcar Named Desire, A","Tramway nommÃ© dÃ©sir, Un","Streetcar Named Desire, A",US,,,,,,1951,Drame psychologique,PiÃ¨ce,Tennessee Williams,,,,mf-tt-9840014800,tt0044081,Q1758363
"Streetcar Named Desire, A",,"Streetcar Named Desire, A",US,,,,,,1984,Drame psychologique,PiÃ¨ce,Tennessee Williams,,,,mf-tt-9769292029,tt0088193,Q27957941
"Streetcar Named Desire, A",Un Tramway nommÃ© dÃ©sir,"Streetcar Named Desire, A",US,,,,,,1995,Drame psychologique,PiÃ¨ce,Tennessee Williams,,,,mf-tt-7433421637,tt0114565,
"Streets of San Francisco, The","Rues de San Francisco, Les","Streets of San Francisco, The",US,,,,,,1972,Drame policier,Roman,Carolyn Weston,,,,mf-tt-9521020388,,Q63630439
Strike Back: Afghanistan,Strike Back: Mission Afghanistan,Strike Back: Afghanistan,GB,,,,,,2010,Aventures,Roman,Chris Ryan,,,,mf-tt-0523860341,,
Strike Back: Hoggar,Strike Back: Hoggar,Strike Back: Hoggar,GB,,,,,,2012,Drame de guerre,Livre,Chris Ryan,,,,mf-tt-7223250297,,Q4659588
Strike Back: Iraq,Strike Back: Mission Irak,Strike Back: Iraq,GB,,,,,,2010,Drame de guerre,Roman,Chris Ryan,,,,mf-tt-1876869984,,Q2437033
Strike Back: Project Dawn - Budapest,Strike Back: Budapest,Strike Back: Project Dawn - Budapest,GB,US,,,,,2011,Drame de guerre,Livre,Chris Ryan,,,,mf-tt-2956630349,,Q206461
Strike Back: Project Dawn - Cape Town,Strike Back: Un Irlandais en colÃ¨re,Strike Back: Project Dawn - Cape Town,GB,US,,,,,2011,Drame de guerre,Livre,Chris Ryan,,,,mf-tt-2493845630,,
Strike Back: Project Dawn - Darfour,Strike Back: Darfour,Strike Back: Project Dawn - Darfour,GB,US,,,,,2011,Drame de guerre,Livre,Chris Ryan,,,,mf-tt-6438314677,,
Strike Back: Project Dawn - Delhi,Strike Back: Delhi,Strike Back: Project Dawn - Delhi,GB,US,,,,,2011,Drame de guerre,Livre,Chris Ryan,,,,mf-tt-0471233544,,
Strike Back: Project Dawn - Kosovo,Strike Back: Kosovo,Strike Back: Project Dawn - Kosovo,GB,US,,,,,2011,Drame de guerre,Livre,Chris Ryan,,,,mf-tt-7990004211,,Q2352630
Strike Back: Somalia,Strike Back: Somalie,Strike Back: Somalia,GB,,,,,,2012,Drame de guerre,Livre,Chris Ryan,,,,mf-tt-1788616186,,
Strike Back: South Africa,Strike Back: Afrique du Sud,Strike Back: South Africa,GB,,,,,,2012,Drame de guerre,Livre,Chris Ryan,,,,mf-tt-8864946792,,
Strike Back: Zimbabwe,Strike Back: Zimbabwe,Strike Back: Zimbabwe,GB,,,,,,2012,Drame de guerre,Livre,Chris Ryan,,,,mf-tt-3346410272,,
Strike Back: Zimbabwe,Strike Back: Mission Zimbabwe,Strike Back: Zimbabwe,GB,,,,,,2010,Drame de guerre,Roman,Chris Ryan,,,,mf-tt-1659060372,,Q850522
Strike it Rich,,Strike it Rich,GB,,,,,,1989,ComÃ©die dramatique,Roman,Graham Greene,,,,mf-tt-6040139473,tt0100708,Q3589
Strip-Tease,Strip-Tease,,FR,,,,,,1986,Drame de moeurs,Roman,Georges Simenon,,,,mf-tt-6785439023,,Q3002085
Strogoff,Michel Strogoff,,IT,FR,DE,,,,1970,Aventures,Roman,Jules Verne,,,,mf-tt-8835164716,tt0065951,
Strong Medicine,MÃ©dicaments: danger,Strong Medicine,US,,,,,,1986,Drame,Roman,Arthur Hailey,,,,mf-tt-9250817156,tt0092023,Q471159
Stronger,Debout,Stronger,US,,,,,,2017,Drame biographique,Livre,Bret Witter,Jeff Bauman,,,mf-tt-6073378433,tt3881784,
"Stud, The",,"Stud, The",GB,,,,,,1977,Drame de moeurs,Roman,Jackie Collins,,,,mf-tt-0555039049,tt0078333,Q1199837
Studs Lonigan,Chronique irlandaise,Studs Lonigan,US,,,,,,1979,Drame de moeurs,Oeuvre,James T. Farrell,,,,mf-tt-6507657345,,
"Study in Pink, A","Ãtude en rose, Une","Study in Pink, A",GB,,,,,,2010,Drame policier,Oeuvre,Arthur Conan Doyle,,,,mf-tt-7291547268,,
"Study in Scarlet, A",,"Study in Scarlet, A",US,,,,,,1933,Drame policier,Roman,Arthur Conan Doyle,,,,mf-tt-2504445944,tt0024625,Q622742
Studyent,"Ãtudiant, L'",Student,KZ,,,,,,2012,,Roman,FÃ©dor DostoÃ¯evski,,,,mf-tt-1765723383,tt2369333,
Stupeur et tremblements,Stupeur et tremblements,,FR,JP,,,,,2003,ComÃ©die dramatique,Roman,AmÃ©lie Nothomb,,,,mf-tt-2132468364,tt0318725,Q3324447
Submarine,,Submarine,GB,,,,,,2010,ComÃ©die dramatique,Roman,Joe Dunthorne,,,,mf-tt-8411639188,tt1440292,
"Substance of Fire, The",Revers de fortune,"Substance of Fire, The",US,,,,,,1996,Drame psychologique,PiÃ¨ce,Jon Robin Baitz,,,,mf-tt-4186642355,tt0117773,
"Subterraneans, The","Rats de cave, Les","Subterraneans, The",US,,,,,,1960,Drame,Roman,Jack Kerouac,,,,mf-tt-3598338760,tt0054351,Q782913
Suburban Girl,Fille de banlieue,Suburban Girl,US,,,,,,2007,ComÃ©die sentimentale,Oeuvre,Melissa Banks,,,,mf-tt-8238529489,tt0428579,Q636906
Such a Long Journey,Un si long voyage,,CA,,,,,,1998,Drame de moeurs,Roman,Rohinton Mistry,,,,mf-tt-2956778658,tt0120848,Q4353019
Suddenly Last Summer,,Suddenly Last Summer,GB,,,,,,1992,Drame,PiÃ¨ce,Tennessee Williams,,,,mf-tt-5080704462,,
"Suddenly, Last Summer",Soudain l'Ã©tÃ© dernier,"Suddenly, Last Summer",US,,,,,,1959,Drame psychologique,PiÃ¨ce,Tennessee Williams,,,,mf-tt-9623722311,tt0053318,Q3527413
"Suicide Murders, The",Meurtres ou suicides,"Suicide Murders, The",CA,,,,,,1986,Drame policier,Roman,Howard Engel,,,,mf-tt-9493495895,,
"Suicide Squad, The","Escadron suicide - La mission, L'","Suicide Squad, The",US,,,,,,2021,Drame fantastique,Oeuvre,John Ostrander,,,,mf-tt-3244640809,tt6334354,
"Suicide's Wife, The","DÃ©sespoir, Le","Suicide's Wife, The",US,,,,,,1979,Drame psychologique,Roman,David Madden,,,,mf-tt-8034531740,,Q784181
Suite franÃ§aise,Suite franÃ§aise,Suite franÃ§aise,GB,FR,CA,BE,,,2014,Drame sentimental,Roman,IrÃ¨ne NÃ©mirovsky,,,,mf-tt-0085148062,tt0900387,Q17150575
"Suites d'un premier lit, Les","Suites d'un premier lit, Les",,FR,,,,,,1934,ComÃ©die,PiÃ¨ce,Marc Michel,EugÃ¨ne Labiche,,,mf-tt-7584214338,tt4448848,
Sully,Sully,Sully,US,,,,,,2016,Drame,Livre,Jeffrey Zaslow,Chesley Sullenberger,,,mf-tt-5101693093,tt3263904,
"Sultans, Les","Sultans, Les",,FR,IT,,,,,1965,ComÃ©die dramatique,Roman,Christine de Rivoyre,,,,mf-tt-0728969268,tt0061043,
Summer in the Vineyard,"Idylle d'Ã©tÃ©, Une",Summer in the Vineyard,US,,,,,,2017,ComÃ©die sentimentale,Livre,Marina Adair,,,,mf-tt-6973797716,tt7042586,
Summer Lightning,,Summer Lightning,GB,,,,,,1984,Drame sentimental,Roman,Ivan Tourgueniev,,,,mf-tt-3657056222,tt0168198,Q1026872
"Summer Story, A","Histoire d'Ã©tÃ©, Une","Summer Story, A",US,,,,,,1988,Drame sentimental,Roman,John Galsworthy,,,,mf-tt-2949390738,tt0096189,
Summertime,Vacances Ã  Venise,Summertime,GB,,,,,,1955,ComÃ©die sentimentale,PiÃ¨ce,Arthur Laurents,,,,mf-tt-2576166174,tt0048673,Q492089
"Sun Also Rises, The","Soleil se lÃ¨ve aussi, Le","Sun Also Rises, The",US,,,,,,1957,Drame psychologique,Roman,Ernest Hemingway,,,,mf-tt-6099990502,tt0051028,Q3233816
"Sun Also Rises, The","Soleil se lÃ¨ve aussi, Le","Sun Also Rises, The",US,,,,,,1984,Drame de moeurs,Roman,Ernest Hemingway,,,,mf-tt-2174803233,,
"Sun Is Also a Star, The","Soleil est aussi une Ã©toile, Le","Sun Is Also a Star, The",US,,,,,,2019,Drame sentimental,Roman,Nicola Yoon,,,,mf-tt-7712753328,tt6423362,Q3795189
"Sundowners, The",Horizons sans frontiÃ¨re,"Sundowners, The",GB,AU,,,,,1960,Drame de moeurs,Roman,Jon Cleary,,,,mf-tt-7811653890,tt0054353,Q7100775
"Sunset Limited, The","Sunset Limited, Le","Sunset Limited, The",US,,,,,,2010,Drame,PiÃ¨ce,Cormac McCarthy,,,,mf-tt-4397049475,,Q1082924
Sunset Song,,Sunset Song,GB,,,,,,2015,Drame,Roman,Lewis Grassic Gibbon,,,,mf-tt-1266841112,tt2262161,Q1170168
"Sunshine Boys, The",Al et Willie,"Sunshine Boys, The",US,,,,,,1995,ComÃ©die,PiÃ¨ce,Neil Simon,,,,mf-tt-9467913643,,Q1212650
Superstar,Superstar,,FR,,,,,,2012,ComÃ©die satirique,Oeuvre,Serge Joncour,,,,mf-tt-3882308919,tt1849111,
Sur la piste du Marsupilami,Sur la piste du Marsupilami,,FR,BE,,,,,2012,Aventures,Oeuvre,Franquin,,,,mf-tt-5150984743,tt1723642,Q469218
Sur le seuil,Sur le seuil,Evil Words,CA,QC,,,,,2003,Drame fantastique,Roman,Patrick SenÃ©cal,,,,mf-tt-9824155698,tt0380732,Q478579
Surabaya Conspiracy,,Surabaya Conspiracy,PH,,,,,,1969,Aventures,Roman,James M. Fox,,,,mf-tt-8439595999,,
Surprise Package,Un Cadeau pour le patron,Surprise Package,US,,,,,,1960,ComÃ©die satirique,Livre,Art Buchwald,,,,mf-tt-5229140720,tt0054355,Q3807732
"Surprises d'une nuit de noces, Les","Surprises d'une nuit de noces, Les",,FR,,,,,,1952,ComÃ©die,PiÃ¨ce,Paul Van Stalle,,,,mf-tt-3698000951,,
Surrogates,Clones,Surrogates,US,,,,,,2009,Drame policier,Oeuvre,Brett Weldele,Robert Venditti,,,mf-tt-0446085294,tt0986263,Q1242727
Surveillance,Surveillance,,FR,,,,,,2013,Drame,Roman,RÃ©gis Serange,,,,mf-tt-5511530573,tt2614370,Q3348509
Surviving Progress,Survivre au progrÃ¨s,Surviving Progress,CA,QC,,,,,2011,Documentaire,Livre,Ronald Wright,,,,mf-tt-8352996035,tt1462014,Q129873
"Survivor, The","Survivant d'un monde parallÃ¨le, Le","Survivor, The",AU,,,,,,1981,Drame fantastique,Roman,James Herbert,,,,mf-tt-7679055994,tt0083144,
Suske en Wiske: De Texas rakkers,Bob et Bobette - Les Diables du Texas,,BE,,,,,,2009,Film d'animation,Oeuvre,Willy Vandersteen,,,,mf-tt-7180989988,,Q785087
"Suspects, Les","Suspects, Les","Suspects, The",FR,IT,,,,,1974,Drame policier,Roman,Paul AndrÃ©ota,,,,mf-tt-3773123008,tt0072230,
Suspicion,SoupÃ§ons,Suspicion,US,,,,,,1941,Thriller,Roman,Anthony Berkeley,,,,mf-tt-6958791254,tt0034248,
Suspicious River,,Suspicious River,CA,,,,,,2000,Drame de moeurs,Roman,Laura Kasischke,,,,mf-tt-2524582126,tt0219333,Q1406680
Sutter's Gold,,Sutter's Gold,US,,,,,,1936,Drame,Roman,Blaise Cendrars,,,,mf-tt-3976673455,tt0028329,Q18222213
Suzanna Andler,Suzanna Andler,,FR,,,,,,2020,Drame,PiÃ¨ce,Marguerite Duras,,,,mf-tt-7151554723,tt11530778,Q1472322
Suzy,Suzy,Suzy,US,,,,,,1936,Drame sentimental,Roman,Herbert Gorman,,,,mf-tt-2980721092,tt0028330,
Svecenikova djeca,,"Priest's Children, The",HR,,,,,,2013,ComÃ©die satirique,PiÃ¨ce,Mate Matisic,,,,mf-tt-7685903557,,
Svengali,,Svengali,GB,,,,,,1954,Drame,Roman,George L. Du Maurier,,,,mf-tt-8511119242,tt0048680,Q83301231
Swamp Thing,"CrÃ©ature des marais, La",Swamp Thing,US,,,,,,1981,Drame fantastique,Oeuvre,Bernie Wrightson,Len Wein,,,mf-tt-9386659173,tt0084745,Q1760956
"Swan, The","Cygne, Le","Swan, The",US,,,,,,1955,ComÃ©die dramatique,PiÃ¨ce,Ferenc MolnÃ¡r,,,,mf-tt-5357604510,tt0049815,
Sweet Bird of Youth,Ambitions d'amour,Sweet Bird of Youth,US,,,,,,1989,Drame de moeurs,Roman,Tennessee Williams,,,,mf-tt-9688222968,tt0098418,Q16994014
Sweet Bird of Youth,Doux Oiseau de jeunesse,Sweet Bird of Youth,US,,,,,,1962,Drame psychologique,PiÃ¨ce,Tennessee Williams,,,,mf-tt-6561790023,tt0056541,Q425904
Sweet Charity,Sweet Charity,Sweet Charity,US,,,,,,1968,ComÃ©die musicale,PiÃ¨ce,Neil Simon,,,,mf-tt-7692850995,tt0065054,Q20751341
"Sweet Hereafter, The",De beaux lendemains,"Sweet Hereafter, The",CA,,,,,,1996,Drame psychologique,Roman,Russell Banks,,,,mf-tt-0772531295,tt0120255,
Sweet Hostage,Douce Captive,Sweet Hostage,US,,,,,,1976,Drame psychologique,Roman,Nathaniel Benchley,,,,mf-tt-8023732783,,Q5370580
Sweet Killing,Meurtre en douceur,Sweet Killing,CA,FR,GB,,,,1992,ComÃ©die policiÃ¨re,Roman,Angus Hall,,,,mf-tt-8348808087,tt0108264,Q3222592
Sweet William,,Sweet William,GB,,,,,,1979,ComÃ©die de moeurs,Roman,Beryl Bainbridge,,,,mf-tt-5651789528,tt0081585,
Swept From the Sea,BalayÃ©s par la mer,Swept From the Sea,GB,US,,,,,1997,Drame sentimental,Roman,Joseph Conrad,,,,mf-tt-1607208223,tt0120257,Q7716518
"Swimmer, The","Swimmer, The","Swimmer, The",US,,,,,,1967,Drame psychologique,Roman,John Cheever,,,,mf-tt-8853797842,tt0063663,Q18354827
"Swing High, Swing Low",,"Swing High, Swing Low",US,,,,,,1937,ComÃ©die musicale,PiÃ¨ce,George Manker Watters,Arthur Hopkins,,,mf-tt-1112576493,tt0029626,
Swiss Family Robinson,"Robinson des mers du sud, Les",Swiss Family Robinson,US,,,,,,1960,Aventures,Roman,Johann David Wyss,,,,mf-tt-3472169948,tt0054357,
"Swiss Family Robinson, The",,"Swiss Family Robinson, The",US,,,,,,1975,Aventures,Roman,Johann David Wyss,,,,mf-tt-2182342431,tt0073775,
"Switch, The","Ãchange, L'","Switch, The",US,,,,,,2010,ComÃ©die sentimentale,Oeuvre,Jeffrey Eugenides,,,,mf-tt-2709175028,tt0889573,Q3210105
Switching Channels,Scoop,Switching Channels,US,,,,,,1987,ComÃ©die,PiÃ¨ce,Charles MacArthur,Ben Hecht,,,mf-tt-1194372358,tt0096203,Q7506481
"Sword and the Rose, The","Rose et l'Ã©pÃ©e, La","Sword and the Rose, The",US,,,,,,1953,Drame historique,Roman,Charles Major,,,,mf-tt-4259890588,tt0046387,Q15220568
Sword of Gideon,Vengeance,Sword of Gideon,GB,CA,,,,,1986,Drame d'espionnage,Roman,George Jonas,,,,mf-tt-4563023118,tt0092038,Q2588951
"Sword of Guillaume, The","ÃpÃ©e de Guillaume, L'","Sword of Guillaume, The",GB,,,,,,2010,Drame policier,Oeuvre,Caroline Graham,,,,mf-tt-2937121640,,
"Sword of Monte-Cristo, The","ÃpÃ©e de Monte-Cristo, L'","Sword of Monte-Cristo, The",US,,,,,,1951,Aventures,Oeuvre,Alexandre Dumas,,,,mf-tt-7000188016,tt0044094,
Sylvie et le fantÃ´me,Sylvie et le fantÃ´me,,FR,,,,,,1945,ComÃ©die fantaisiste,PiÃ¨ce,Alfred Adam,,,,mf-tt-1600770764,tt0038146,
"Symphonie pastorale, La","Symphonie pastorale, La",,FR,,,,,,1946,Drame sentimental,Roman,AndrÃ© Gide,,,,mf-tt-4321009708,tt0039004,Q1395728
Symphonie pour un massacre,Symphonie pour un massacre,Symphony for a Massacre,FR,IT,,,,,1964,Drame policier,Roman,Alain Reynaud-Fourton,,,,mf-tt-5353576408,tt0057549,Q55603322
Symphony of Six Million,"Ãme du ghetto, L'",Symphony of Six Million,US,,,,,,1932,MÃ©lodrame,Roman,Fannie Hurst,,,,mf-tt-7230446615,tt0023545,
"Syndicate, The",,"Syndicate, The",GB,,,,,,1968,Aventures,Roman,Denys Rhodes,,,,mf-tt-8293712664,tt0189131,
Syngue Sabour,Pierre de patience,"Patience Stone, The",AF,,,,,,2012,Drame de moeurs,Roman,Atiq Rahimi,,,,mf-tt-6068120556,tt1638353,Q20649347
Syriana,Syriana,Syriana,US,,,,,,2005,Drame,Livre,Robert Baer,,,,mf-tt-2484328862,tt0365737,Q3988967
Syrup,,Syrup,US,,,,,,2013,ComÃ©die,Roman,Max Barry,,,,mf-tt-3775158828,tt0762138,Q623443
SyskonbÃ¤dd 1782,"Ma Soeur, mon amour",,SE,,,,,,1966,Drame,PiÃ¨ce,John Ford,,,,mf-tt-8863198835,tt0061055,Q3283268
Szaffi,"TrÃ©sor des marÃ©cages, Les","Treasure Of Swamp Castle, The",HU,,,,,,1986,Film d'animation,Oeuvre,MÃ³r JÃ³kai,,,,mf-tt-5425774894,,Q1586983
T'empÃªches tout le monde de dormir!,T'empÃªches tout le monde de dormir!,,FR,,,,,,1982,ComÃ©die,PiÃ¨ce,GÃ©rard Lauzier,,,,mf-tt-9831398626,,
T2 - Trainspotting,F2 - Ferrovipathes,T2 - Trainspotting,GB,,,,,,2017,ComÃ©die de moeurs,Roman,Irvine Welsh,,,,mf-tt-5053489613,tt2763304,
Tabarin,Tabarin,,FR,IT,,,,,1958,ComÃ©die musicale,Oeuvre,AndrÃ© Legrand,,,,mf-tt-5267582695,tt0051043,Q3367161
"Table-aux-crevÃ©s, La","Table-aux-crevÃ©s, La","Hunting Ground, The",FR,,,,,,1952,Drame,Roman,Marcel AymÃ©,,,,mf-tt-9768052577,,Q1141582
Tai-Pan,Tai-Pan,Tai-Pan,US,,,,,,1986,Aventures,Roman,James Clavell,,,,mf-tt-6026067798,tt0092042,
"Tailor of Panama, The","Tailleur de Panama, Le","Tailor of Panama, The",US,,,,,,2001,Drame d'espionnage,Roman,John Le CarrÃ©,,,,mf-tt-9844563820,tt0236784,
Taking Chance,"Honneur d'un Marine, L'",Taking Chance,US,,,,,,2009,Drame,Oeuvre,Michael R. Strobl,,,,mf-tt-0607662841,tt1019454,
