NO_PERMISPUBLIC,NO_PERMISPARCEDIFICE,NO_ID_PRO,TITRE_PRODUCTION,ANNULATION,TYPE_EMPLACEMENT,EMPLACEMENT,RUE_DE,RUE_A,NOM_PARC,RAISON_OCCUPATION,DUREE_DE,DUREE_A,NOM_ARROND,X,Y,LATITUDE,LONGITUDE
109806,,25927,GHOSTS S1,No,rue,Fortune,Wellington,de Paris,,Utilisation comme plateau de tournage,2021-08-16,2021-08-17,Le Sud-Ouest,300138.5757408254,5037567.792205174,45.47802902210356,-73.55962551019779
109843,,25927,GHOSTS S1,No,rue,Saint-Ambroise,Saint-Augustin,Louis-Cyr,,Stationnement pour véhicules de production,2021-09-13,2021-09-14,Le Sud-Ouest,,,,
109803,,25927,GHOSTS S1,No,rue,Fortune,Wellington,de Paris,,Utilisation comme plateau de tournage,2021-08-17,2021-08-17,Le Sud-Ouest,300138.5757408254,5037567.792205174,45.47802902210356,-73.55962551019779
109810,,25927,GHOSTS S1,No,rue,Fortune,Hall,Wellington,,Utilisation comme plateau de tournage,2021-08-16,2021-08-17,Le Sud-Ouest,300232.2028403511,5037549.859007887,45.477868272573495,-73.5584277776014
109817,,25927,GHOSTS S1,No,Rue,de Paris,Charon,Fortune,,Utilisation comme plateau de tournage,2021-08-16,2021-08-16,Le Sud-Ouest,300110.77001,5037641.636,45.47869331005399,-73.5599818714967
109819,,25927,GHOSTS S1,No,Rue,de Paris,Charon,Fortune,,Stationnement pour véhicules de production,2021-08-17,2021-08-17,Le Sud-Ouest,300110.77001,5037641.636,45.47869331005399,-73.5599818714967
109822,,25927,GHOSTS S1,No,rue,Charon,Wellington,de Coleraine,,Utilisation comme plateau de tournage,2021-08-16,2021-08-17,Le Sud-Ouest,,,,
109844,,25927,GHOSTS S1,No,rue,Louis-Cyr,Saint-Ambroise,Louis-Cyr,,Stationnement pour véhicules de production,2021-09-13,2021-09-13,Le Sud-Ouest,298451.068995,5037247.1635,45.475130518385996,-73.5812057750235
109845,,25927,GHOSTS S1,No,rue,Louis-Cyr,Louis-Cyr,Saint-Ferdinand,,Stationnement pour véhicules de production,2021-09-12,2021-09-13,Le Sud-Ouest,298416.8344975,5037234.8565,45.475019453399895,-73.58164347486787
109825,,25927,GHOSTS S1,No,rue,Wellington,Charon,Fortune,,Utilisation comme plateau de tournage,2021-08-16,2021-08-17,Le Sud-Ouest,,,,
109840,,25927,GHOSTS S1,No,rue,Saint-Ambroise,Saint-Augustin,Louis-Cyr,,Stationnement pour véhicules de production,2021-09-12,2021-09-13,Le Sud-Ouest,,,,
109828,,25927,GHOSTS S1,No,rue,Wellington,Fortune,du Parc-Marguerite-Bourgeoys,,Utilisation comme plateau de tournage,2021-08-16,2021-08-17,Le Sud-Ouest,,,,
109799,,25927,GHOSTS S1,No,Rue,de Dublin,Hall,Wellington,,Utilisation comme plateau de tournage,2021-08-17,2021-08-17,Le Sud-Ouest,300196.09600250004,5037464.8705,45.47710327427999,-73.55888881754845
109831,,25927,GHOSTS S1,No,rue,Pitt,boulevard De La Vérendrye,Saint-Patrick,,Utilisation comme plateau de tournage,2021-08-26,2021-08-26,Le Sud-Ouest,,,,
109835,,25927,GHOSTS S1,No,rue,Saint-Ambroise,Saint-Augustin,Louis-Cyr,,Stationnement pour véhicules de production,2021-09-12,2021-09-12,Le Sud-Ouest,,,,
111122,,25928,Manuel de la vie sauvage,No,Rue,De La Gauchetière Ouest,Saint-Alexandre,côte du Beaver Hall,,Utilisation comme plateau de tournage,2021-08-31,2021-09-01,Ville-Marie,,,,
111128,,25928,Manuel de la vie sauvage,No,Rue,de la Cathédrale,De La Gauchetière Ouest,boulevard René-Lévesque Ouest,,Stationnement pour véhicules de production,2021-09-26,2021-09-27,Ville-Marie,,,,
111132,,25928,Manuel de la vie sauvage,No,place,Jean-Paul-Riopelle,Saint-Ambroise Ouest,avenue Viger Ouest,,Stationnement pour véhicules de production,2021-10-02,2021-10-03,Ville-Marie,,,,
111140,,25928,Manuel de la vie sauvage,No,chemin,Hudson,avenue de Kent,avenue Barclay,,Stationnement pour véhicules de production,2021-10-12,2021-10-13,Côte-des-Neiges-Notre-Dame-de-Grâce,,,,
111141,,25928,Manuel de la vie sauvage,No,avenue,Gatineau,avenue Maréchal,avenue Lacombe,,Stationnement pour véhicules de production,2021-10-12,2021-10-13,Côte-des-Neiges-Notre-Dame-de-Grâce,295240.2410075,5039726.309,45.49740153785418,-73.62232140575138
111139,,25928,Manuel de la vie sauvage,No,avenue,Lacombe,avenue Decelles,avenue Gatineau,,Stationnement pour véhicules de production,2021-10-13,2021-10-13,Côte-des-Neiges-Notre-Dame-de-Grâce,295252.55850499996,5039814.088500001,45.498191578850616,-73.62216548428086
111136,,25928,Manuel de la vie sauvage,No,avenue,Gatineau,avenue Maréchal,avenue Lacombe,,Stationnement pour véhicules de production,2021-10-10,2021-10-11,Côte-des-Neiges-Notre-Dame-de-Grâce,295240.2410075,5039726.309,45.49740153785418,-73.62232140575138
111135,,25928,Manuel de la vie sauvage,No,chemin,Hudson,avenue de Kent,avenue Appleton,,Stationnement pour véhicules de production,2021-10-09,2021-10-11,Côte-des-Neiges-Notre-Dame-de-Grâce,294635.3914825,5040713.126499999,45.50627299097469,-73.63008081472279
111134,,25928,Manuel de la vie sauvage,No,avenue,Lacombe,avenue Decelles,avenue Gatineau,,Stationnement pour véhicules de production,2021-10-09,2021-10-11,Côte-des-Neiges-Notre-Dame-de-Grâce,295252.55850499996,5039814.088500001,45.498191578850616,-73.62216548428086
111133,,25928,Manuel de la vie sauvage,No,Rue,de Nazareth,de la Commune Ouest,Brennan,,Stationnement pour véhicules de production,2021-10-02,2021-10-03,Ville-Marie,300611.11038962007,5039430.541581787,45.49479374329135,-73.55359680792951
111130,,25928,Manuel de la vie sauvage,No,rue,Mansfield,Belmont,boulevard René-Lévesque Ouest,,Stationnement pour véhicules de production,2021-09-27,2021-09-27,Ville-Marie,299454.9469925,5039988.3295,45.49980494600297,-73.56839557890794
111129,,25928,Manuel de la vie sauvage,No,rue,Mansfield,De La Gauchetière Ouest,Belmont,,Stationnement pour véhicules de production,2021-09-27,2021-09-27,Ville-Marie,299544.1289875,5039927.2495,45.499255997179695,-73.56725376140473
111127,,25928,Manuel de la vie sauvage,No,rue,De Bleury,De La Gauchetière Ouest,Dowd,,Stationnement pour véhicules de production,2021-09-22,2021-09-22,Ville-Marie,299863.164995,5040511.1815,45.5045127372456,-73.56317724456565
111126,,25928,Manuel de la vie sauvage,No,rue,De Bleury,place Jean-Paul-Riopelle,De La Gauchetière Ouest,,Stationnement pour véhicules de production,2021-09-22,2021-09-22,Ville-Marie,299937.0034975,5040460.824999999,45.504060117344075,-73.56223184616725
111125,,25928,Manuel de la vie sauvage,No,rue,De La Gauchetière,De Bleury,Hermine,,Stationnement pour véhicules de production,2021-09-22,2021-09-22,Ville-Marie,299881.6745,5040450.8245,45.50396974421886,-73.56293977924146
111123,,25928,Manuel de la vie sauvage,No,Rue,Duluth Est,Saint-Denis,Rivard,,Utilisation comme plateau de tournage,2021-09-13,2021-09-13,Le Plateau-Mont-Royal,298892.4043086858,5042347.817805368,45.52103190093509,-73.57562228011611
111121,,25928,Manuel de la vie sauvage,No,rue,Sainte-Madeleine,Le Ber,Favard,,Stationnement pour véhicules de production,2021-08-30,2021-08-30,Le Sud-Ouest,300531.346985,5037852.1325,45.48059011434858,-73.55460402963313
,18138,25928,Manuel de la vie sauvage,No,Parc,"Tournage au Parc des Cheminots, à l'extrémité sud du parc.",,,Parc Parcs de Montréal,Tournage - 10 Personnes,,,Le Sud-Ouest,,,,
111119,,25928,Manuel de la vie sauvage,No,rue,Saint-Alexandre,avenue Viger Ouest,De La Gauchetière,,Stationnement pour véhicules de production,2021-08-31,2021-08-31,Ville-Marie,299879.35351000004,5040350.5145,45.50306707619867,-73.56296852718306
,18155,25928,Manuel de la vie sauvage,No,parc,Sentiers autour du Lac Aux Castors. Stationnement 20 voitures+5 camions dans le Snowtubing Parking. 1 golf cart accepté dans les sentiers.,,,Parc Mont-Royal,Tournage,,,Ville-Marie,297595.4662500005,5040160.590440773,45.50133809812691,-73.59219181094399
111120,,25928,Manuel de la vie sauvage,No,rue,Rose-de-Lima,Sainte-Émilie,Notre-Dame Ouest,,Stationnement pour véhicules de production,2021-08-22,2021-08-22,Le Sud-Ouest,298558.5168931772,5037723.79114851,45.47942032190305,-73.57983752648302
111124,,25928,Manuel de la vie sauvage,No,avenue,Duluth Ouest,avenue de l'Esplanade,avenue du Parc,,Stationnement pour véhicules de production,2021-09-12,2021-09-13,Le Plateau-Mont-Royal,298416.865,5041616.323,45.51444549863829,-73.58170016216066
111118,,25928,Manuel de la vie sauvage,No,rue,De La Gauchetière Ouest,Saint-Alexandre,côte du Beaver Hall,,Stationnement pour véhicules de production,2021-08-31,2021-08-31,Ville-Marie,,,,
,18105,25930,Métamorphose,No, ,En général dans la ville de Montréal sans nuire aux activités régulières.,,,"Parc Trottoirs, parcs et espaces publics de Montréal",Prises de vues de personnages qui dansent.Équipe réduite et équipement léger.,,,Indéfini,,,,
,18106,25932,ALDO,No, ,Griffintown et Petite-Bourgogne,,,"Édifice Rues, ruelles & trottoirs de Montréal",PHOTOGRAPHIE,,,Indéfini,,,,
110194,,25933,Les Mecs II,No,Rue,Ontario Est,Alexandre-DeSève,De Champlain,,Stationnement pour véhicules de production,2021-09-08,2021-09-08,Ville-Marie,300098.4495025,5042752.5895,45.52468313976892,-73.56018793616362
110188,,25933,Les Mecs II,No,Rue,Rachel Ouest,Clark,Saint-Urbain,,Stationnement pour véhicules de production,2021-09-03,2021-09-03,Le Plateau-Mont-Royal,298355.02950249997,5041918.669,45.517165549106565,-73.5824954545671
109572,,25933,Les Mecs II,No,rue,Paris,Charon,Liverpool,,,2021-08-10,2021-08-18,Indéfini,,,,
110186,,25933,Les Mecs II,No,avenue,Émile-Duployé,Sherbrooke Est,Marquette,,Stationnement pour véhicules de production,2021-08-29,2021-08-30,Le Plateau-Mont-Royal,299551.11551250005,5043168.3100000005,45.52841998490234,-73.56719891291583
110184,,25933,Les Mecs II,No,Rue,Sherbrooke Ouest,Clark,Saint-Urbain,,Stationnement pour véhicules de production,2021-08-30,2021-08-30,Le Plateau-Mont-Royal,299342.60149000003,5041294.495,45.51155735508268,-73.56984788900297
110183,,25933,Les Mecs II,No,Rue,Clark,Evans,Sherbrooke Ouest,,Stationnement pour véhicules de production,2021-08-30,2021-08-30,Ville-Marie,299425.37066384364,5041298.175615591,45.51159111348806,-73.5687885755345
110182,,25933,Les Mecs II,No,Avenue,Laurier Ouest,avenue de l'Esplanade,Jeanne-Mance,,Stationnement pour véhicules de production,2021-09-03,2021-09-03,Le Plateau-Mont-Royal,297384.94274092605,5042308.708675433,45.52066562010862,-73.59491797213258
110181,,25933,Les Mecs II,No,Rue,Jeanne-Mance,avenue Laurier Ouest,avenue Fairmount Ouest,,Stationnement pour véhicules de production,2021-09-03,2021-09-03,Le Plateau-Mont-Royal,297291.31452500005,5042316.056,45.52073073743097,-73.59611657906711
110185,,25933,Les Mecs II,No,rue,Marmier,avenue de Gaspé,avenue de Gaspé,,Stationnement pour véhicules de production,2021-08-23,2021-08-26,Rosemont-La Petite-Patrie,,,,
110178,,25933,Les Mecs II,No,rue,Jeanne-Mance,boulevard Saint-Joseph Ouest,avenue Laurier Ouest,,Stationnement pour véhicules de production,2021-09-03,2021-09-03,Le Plateau-Mont-Royal,297415.76763167937,5042237.659254785,45.52002661745283,-73.59452232411083
110177,,25933,Les Mecs II,No,Rue,Jeanne-Mance,boulevard Saint-Joseph Ouest,avenue Laurier Ouest,,Stationnement pour véhicules de production,2021-08-24,2021-08-26,Le Plateau-Mont-Royal,297415.76763167937,5042237.659254785,45.52002661745283,-73.59452232411083
110176,,25933,Les Mecs II,No,Avenue,Laurier Ouest,avenue de l'Esplanade,Jeanne-Mance,,Stationnement pour véhicules de production,2021-08-24,2021-08-26,Le Plateau-Mont-Royal,297384.94274092605,5042308.708675433,45.52066562010862,-73.59491797213258
110175,,25933,Les Mecs II,No,rue,Jeanne-Mance,avenue Laurier Ouest,avenue Fairmount Ouest,,Stationnement pour véhicules de production,2021-08-24,2021-08-26,Le Plateau-Mont-Royal,297291.31452500005,5042316.056,45.52073073743097,-73.59611657906711
110174,,25933,Les Mecs II,No,avenue,Seymour,boulevard René-Lévesque Ouest,rue Tupper,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production",2021-08-17,2021-08-17,Ville-Marie,298517.9005710492,5038927.660039891,45.490252759945065,-73.5803723786493
110173,,25933,Les Mecs II,No,rue,Saint-Urbain,Roy Ouest,Saint-Cuthbert,,Stationnement pour véhicules de production,2021-08-19,2021-08-19,Le Plateau-Mont-Royal,298731.845995,5041621.6865,45.5144965507105,-73.57766877263786
110172,,25933,Les Mecs II,No,rue,Masson,Fullum,avenue Louis-Hébert,,Stationnement pour véhicules de production,2021-08-04,2021-08-05,Rosemont-La Petite-Patrie,298606.461505,5044698.566,45.542182002705275,-73.57931206881939
110198,,25933,Les Mecs II,No,Rue,Notre-Dame Est,Papineau,Notre-Dame Est,,Stationnement pour véhicules de production,2021-09-08,2021-09-08,Ville-Marie,301069.27066241816,5042120.160142874,45.51899820101959,-73.54775527036706
110210,,25933,Les Mecs II,No,avenue,Letourneux,Boulianne,Ontario Est,,Stationnement pour véhicules de production,2021-09-12,2021-09-12,Mercier-Hochelaga-Maisonneuve,301726.07699,5045829.602,45.552380116816,-73.5393713143546
110191,,25933,Les Mecs II,No,rue,De Champlain,Ontario Est,Sherbrooke Est,,Stationnement pour véhicules de production,2021-09-08,2021-09-08,Ville-Marie,299949.9172638931,5042902.883795208,45.526034492638104,-73.56209076440744
109571,,25933,Les Mecs II,No,rue,Parc-Marguerite-Bourgeoys,Filles-du-Roy,Favard,,,2021-08-09,2021-08-18,Le Sud-Ouest,300346.16806544503,5037227.279276078,45.47496630006534,-73.55696713724578
110189,,25933,Les Mecs II,No,Rue,Dufresne,Ontario Est,place Larivière,,Stationnement pour véhicules de production,2021-09-07,2021-09-08,Ville-Marie,,,,
110187,,25933,Les Mecs II,No,rue,Marmier,avenue De Gaspé,avenue de Gaspé,,Stationnement pour véhicules de production,2021-09-02,2021-09-03,Rosemont-La Petite-Patrie,,,,
109556,,25933,Les Mecs II,No,rue,Fullum,Dandurand,Masson,,Stationnement pour véhicules de production,2021-08-05,2021-08-05,Indéfini,,,,
109555,,25933,Les Mecs II,No,rue,Fullum,Masson,Dandurand,,Stationnement pour véhicules de production,2021-08-05,2021-08-05,Indéfini,,,,
109554,,25933,Les Mecs II,No,rue,Fullum,Masson,Dandurand,,Stationnement pour véhicules de production,2021-08-04,2021-08-04,Indéfini,,,,
109557,,25933,Les Mecs II,No,Avenue,002e,Rosemont,Bellechasse,,Utilisation comme plateau de tournage,2021-08-05,2021-08-05,Rosemont-La Petite-Patrie,298129.08539246913,5045455.594077418,45.54898993147511,-73.58543568548477
109553,,25933,Les Mecs II,No,rue,Dandurand,Fullum,Érables,,Stationnement pour véhicules de production,2021-08-04,2021-08-05,Rosemont-La Petite-Patrie,298323.5890025,5044700.3440000005,45.54219542988634,-73.58293441062365
110213,,25933,Les Mecs II,No,Rue,Sherbrooke Ouest,avenue Connaught,Sherbrooke Ouest,,Stationnement pour véhicules de production,2021-09-10,2021-09-10,Côte-des-Neiges-Notre-Dame-de-Grâce,293657.9400075,5034881.2105,45.45378014117341,-73.64245731477298
110212,,25933,Les Mecs II,No,Avenue,Connaught,Sherbrooke Ouest,Portland,,Stationnement pour véhicules de production,2021-09-10,2021-09-10,Côte-des-Neiges-Notre-Dame-de-Grâce,293527.28751,5034978.159,45.45465045613518,-73.6441299083348
110211,,25933,Les Mecs II,No,rue,Aylwin,Hochelaga,Sherbrooke Est,,Stationnement pour véhicules de production,2021-09-13,2021-09-13,Mercier-Hochelaga-Maisonneuve,300617.8432053046,5045208.142533236,45.54678220821067,-73.55355985525097
110209,,25933,Les Mecs II,No,avenue,Letourneux,Guimond,La Fontaine,,Stationnement pour véhicules de production,2021-09-12,2021-09-12,Mercier-Hochelaga-Maisonneuve,301900.27699499996,5045749.841499999,45.55166321284598,-73.53713980926793
110208,,25933,Les Mecs II,No,Avenue,De La Salle,Ontario Est,de Rouen,,Stationnement pour véhicules de production,2021-09-12,2021-09-12,Mercier-Hochelaga-Maisonneuve,301517.8942223478,5045830.604147293,45.55238813057854,-73.54203757905256
110207,,25933,Les Mecs II,No,Rue,Saint-Clément,Adam,La Fontaine,,Stationnement pour véhicules de production,2021-09-11,2021-09-11,Mercier-Hochelaga-Maisonneuve,302229.54641658376,5046398.865335048,45.55750452831583,-73.53292612464128
110206,,25933,Les Mecs II,No,avenue,De Gaspé,Villeray,Gounod,,Stationnement pour véhicules de production,2021-09-09,2021-09-09,Villeray-Saint-Michel-Parc-Extension,294987.2039925,5044391.568,45.53937842329628,-73.62565251675373
110204,,25933,Les Mecs II,No,avenue,De Gaspé,Villeray,Gounod,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production",2021-09-09,2021-09-09,Villeray-Saint-Michel-Parc-Extension,294987.2039925,5044391.568,45.53937842329628,-73.62565251675373
110203,,25933,Les Mecs II,No,Avenue,de l'Esplanade,Jarry Ouest,Guizot Ouest,,Stationnement pour véhicules de production,2021-09-08,2021-09-09,Villeray-Saint-Michel-Parc-Extension,294283.9985,5044060.729,45.536391013567574,-73.63464964274705
110201,,25933,Les Mecs II,No,avenue,Émile-Journault,avenue Marcel-Cadieux,avenue Christophe-Colomb,,Stationnement pour véhicules de production,2021-09-06,2021-09-07,Ahuntsic-Cartierville,293975.7415125,5045939.8445,45.5532953908775,-73.63863827014268
110195,,25933,Les Mecs II,No,rue,De Champlain,Ontario Est,Sherbrooke Est,,Stationnement pour véhicules de production,2021-09-08,2021-09-08,Ville-Marie,299949.9172638931,5042902.883795208,45.526034492638104,-73.56209076440744
109544,,25934,Les fourchettes III,No,rue,Fleury,Chambord,De La Roche,,,2021-08-01,2021-08-01,Ahuntsic-Cartierville,292435.4602276391,5046622.575616338,45.55941308310434,-73.65838319311794
109545,,25934,Les fourchettes III,No,rue,Fleury,Georges-Baril,De La Roche,,,2021-08-01,2021-08-01,Ahuntsic-Cartierville,292404.2625403972,5046547.625988071,45.55873811314583,-73.65878089849882
109586,,25934,Les fourchettes III,No,avenue,Waverley,Bernard,Saint-Viateur,,,2021-08-07,2021-08-08,Indéfini,,,,
109547,,25934,Les fourchettes III,No,rue,Chambord,Fleury,Prieur,,,2021-08-01,2021-08-01,Ahuntsic-Cartierville,292331.10805309156,5046709.593133757,45.56019422067935,-73.65972212690987
109546,,25934,Les fourchettes III,No,rue,Fleury,Saint-Charles,Georges-Baril,,,2021-08-01,2021-08-01,Ahuntsic-Cartierville,292373.0811768996,5046473.163432636,45.558067524232165,-73.65917840191143
109582,,25934,Les fourchettes III,No,boulevard,Saint-Laurent,Arcade,Bernard,,,2021-08-06,2021-08-06,Indéfini,,,,
109583,,25934,Les fourchettes III,No,rue,Saint-Dominique,Bernard,Saint-Viateur,,,2021-08-06,2021-08-06,Indéfini,,,,
109584,,25934,Les fourchettes III,No,rue,Clark,Arcade,cul-de-sac,,,2021-08-06,2021-08-06,Indéfini,,,,
109540,,25934,Les fourchettes III,No,rue,Saint-Ambroise,Saint-Rémi,Philippe-Lebon,,,2021-07-30,2021-07-30,Indéfini,,,,
109587,,25934,Les fourchettes III,No,rue,Clark,Bernard,Saint-Viateur,,,2021-08-07,2021-08-07,Le Plateau-Mont-Royal,296906.39813664596,5042904.490555902,45.52602144786717,-73.60105338482951
