Numéro,Département/Collection,Collection  ,Catégorie,Objet,Artiste,Titre,Date,Lieu de production,Culture,Matériaux,Dimensions,Nombre objets,Sujet,description,Lien web vers image 
2009.196.14,Art ancien (des origines à 1900),Collection permanente,Photographie,Photographie (album),"Henderson, Alexander","La Façade de l'église Notre-Dame de Montréal, de l'album du révérend William M. Black",vers 1870,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à l'albumine argentique,"21 x 15,5 cm",1,Architecture,"Architecture et génie aménagements extérieurs lampadaire monument, commerciale ou résidentielle édifices en rangée, religieuse église Notre-Dame (de style néogothique construite entre 1824-1829 par l’architecte new-yorkais d’origine irlandaise James O’Donnell, pour remplacer celle qui fut démolie en 1830; clochers complétés en 1841 et 1843; elle sera élevée au rang de basilique mineure le 21 avril 1982), détails architecturaux baptistère (à droite) clochers avec pinacles et tour Tempérance à droite et tour Persévérance à gauche, créneaux, faux contreforts polygonaux des façades latérales couronnés de pinacles, paires de cordons, escalier, façade principale et latérale, façades fenêtres, fenêtres en ogive, grand portique avec arcs brisés, murs coupe-feu, oculi ou rosaces, volets, toitures pignons, travaux publics parvis place d’Armes rue Notre-Dame, ville; Plantes arbres feuillus; Objets façonnés représentations objets d'art religieux croix statues (1864-1865) : la sainte Vierge Marie ou l’Immaculée Conception entre saint Joseph et saint Jean-Baptiste, protecteurs du Canada et des Canadiens français, le monogramme AM, cher aux sulpiciens, rappelle la devise Auspice Maria qui signifie « sous les auspices de Marie » (http://www.vieux.montreal.qc.ca/inventaire/fiches); Localisation : Vieux-Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2009.196.14_IN1.JPG
2009.196.15,Art ancien (des origines à 1900),Collection permanente,Photographie,Photographie (album),"Henderson, Alexander","L'Intérieur de l'église du Gesù, Montréal, de l'album du révérend William M. Black",vers 1870,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à l'albumine argentique,"21,5 x 16,3 cm",1,Architecture,"Architecture et génie détails architecturaux arcade arc et fenêtres en ogive boiseries colonnes chaire chapiteaux galerie maître-autel voûte, architecture religieuse nef transept et choeur de l'église du Gesù en référence à l’église principale des jésuites à Rome, style néo-renaissance; Objets façonnés mobilier meubles bancs, représentations objets d'art fresques du peintre Daniel Müller de New York (voûte), tableaux des frères Gagliardi de Rome, statues, reliefs dont un Christ en croix ou calvaire à multiples personnages; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2009.196.15_IN1.JPG
2009.196.16,Art ancien (des origines à 1900),Collection permanente,Photographie,Photographie (album),"Henderson, Alexander","La Coupe de la glace sur le Saint-Laurent, Montréal, de l'Album du révérend William M. Black",vers 1870,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à l'albumine argentique,"15 x 20,6 cm",1,Scène de genre,"Costumes civils accessoires gants chaussures bottes couvre-chefs tuque chapeaux, vêtements chemises gilets pantalons vestons, de dessus manteaux; Architecture et génie travaux publics pont Victoria; Transports terrestres voitures à traction animale traîneaux; Personnages groupes humains enfant garçon hommes; Animaux mammifères chevaux; Activités et événements commerciales et industrielles coupe de la glace; Géographie physique accidents géographiques rive, phénomènes naturels brouillard pont de glace, phénomènes aquatiques fleuve Saint-Laurent, saison : hiver; Outils et équipement professionnels couteaux et crochets à glace, instruments aratoires attelages d'animaux; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2009.196.16_IN1.JPG
2009.196.17,Art ancien (des origines à 1900),Collection permanente,Photographie,Photographie (album),"Henderson, Alexander","Le Pont Victoria, Montréal, de l'album du révérend William M. Black",vers 1870,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à l'albumine argentique,"18,8 x 24,2 cm",1,Architecture; Paysage,"Costumes civils accessoires chaussures souliers, vêtements chemise complet pantalon veston; Architecture et génie travaux publics pont Victoria pont ferroviaire couvert (1860-1897), sur la voie de la ligne de chemin de fer américaine du Grand Trunk; Personnages groupes humains jeune homme, portrait en pied assis, groupes ethniques Écossais; Plantes produits végétaux madriers; Géographie physique accidents géographiques rives roches, phénomènes aquatiques fleuve Saint-Laurent; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2009.196.17_IN1.JPG
2009.196.18,Art ancien (des origines à 1900),Collection permanente,Photographie,Photographie (album),"Henderson, Alexander","Le Port de Montréal et la rue des Commissaires, de l'album du révérend William M. Black",vers 1870,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à l'albumine argentique,"11,6 x 19,3 cm",1,Scène urbaine,"Architecture et génie détails architecturaux façades fenêtres frontons murs coupe-feu portes rampes toitures cheminées clochers coupole ou dôme lucarnes pignons, commerciale et industrielle commerces entrepôts, gouvernementale hôtel de ville localisé à cette époque (1852-1878) dans l’actuel marché Bonsecours (édifice néoclassique construit entre 1844-1852 par William Footner), religieuse église Notre-Dame, résidentielle édifices en rangée, travaux publics port quai rue des Commissaires, ville; Transports maritimes barques ou péniches bateaux à voiles voiliers trois-mâts navire ou bateau à vapeur « Québec » de la Compagnie Richelieu; Géographie physique phénomènes aquatiques fleuve Saint-Laurent; Outils et équipement de navigation ancres câbles mâts; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2009.196.18_IN1.JPG
2009.196.19,Art ancien (des origines à 1900),Collection permanente,Photographie,Photographie (album),"Henderson, Alexander","Bateaux à vapeur de la Compagnie Richelieu dans le port de Montréal, de l'album du révérend William M. Black",vers 1870,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à l'albumine argentique,"11,5 x 19 cm",1,Scène urbaine,"Costumes civils accessoires couvre-chefs chapeaux chaussures ombrelles, vêtements chemises complets gilet robes longues, de dessus manteaux; Architecture et génie aménagements extérieurs cabines clôture hangars, travaux publics port quai des traversiers trottoir, ville; Transports maritimes navires ou bateaux à vapeur de la Compagnie Richelieu dont « Chambly » et « Québec », terrestres voitures à traction animale charrettes; Personnages groupes humains femmes hommes passagers en attente; Animaux mammifères chevaux; Activités carrefour de la navigation; Géographie physique phénomènes aquatiques fleuve Saint-Laurent, phénomènes naturels nuages; Objets façonnés contenants barils sacs; Outils et équipement instruments aratoires attelages d'animaux; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2009.196.19_IN1.JPG
2009.196.20,Art ancien (des origines à 1900),Collection permanente,Photographie,Photographie (album),"Henderson, Alexander","L'Université McGill, Montréal, de l'album du révérend William M. Black",vers 1870,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à l'albumine argentique,"11,5 x 19,3 cm",1,Architecture; Paysage,"Costumes civils accessoires couvre-chef chapeau, vêtements; Architecture et génie détails architecturaux balcon façades fenêtres frontons portique tour toitures cheminées coupoles ou dômes pignons, architecture civile Université McGill (style néoclassique, selon les plans de John Ostell, entre 1839 et 1843), ville; Personnages groupes humains homme; Animaux mammifères cheval; Plantes arbres feuillus, herbes et graminées; Géographie physique accidents géographiques mont Royal, phénomènes naturels nuages; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2009.196.20_IN1.JPG
2009.196.21,Art ancien (des origines à 1900),Collection permanente,Photographie,Photographie (album),"Henderson, Alexander","Le Parc de l'Île Sainte-Hélène, Montréal, de l'album du révérend William M. Black",vers 1870,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à l'albumine argentique,"11,5 x 19,2 cm",1,Paysage,"Costumes civils accessoires couvre-chef chapeau, vêtements chemise pantalon; Architecture et génie aménagements extérieurs parc, ville; Personnages groupes humains homme assis contre un arbre; Activités personnelles contemplation de la nature repos; Plantes arbres feuillus, herbes et graminées; Localisation : Île Sainte-Hélène, Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2009.196.21_IN1.JPG
2009.196.22,Art ancien (des origines à 1900),Collection permanente,Photographie,Photographie (album),"Henderson, Alexander","Le Marché de la rue Saint-Paul et l'hôtel de ville (marché Bonsecours), Montréal, de l'album du révérend William M. Black",vers 1870,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à l'albumine argentique,"11,5 x 19,2 cm",1,Scène urbaine,"Costumes civils accessoires couvre-chefs chapeaux chaussures, vêtements pantalons, de dessus manteaux; Architecture et génie aménagements extérieurs lampadaire, détails architecturaux arche auvents façades fenêtres frises frontons murs coupe-feu pinacle portails vitrines toitures coupole ou dôme cheminées clocher lucarnes, commerciale et industrielle commerces hôtel Rasco, hôtel Québec et hôtel City Hall (tous deux détruits vers 1915), le Richelieu, hôtel de l'Industrie auberge du Canada marché, gouvernementale hôtel de ville localisé à cette époque (1852-1878) dans l’actuel marché Bonsecours (édifice néoclassique construit entre 1844-1852 par William Footner), religieuse église, résidentielle édifices en rangée, travaux publics rue Saint-Paul trottoirs, ville; Transports terrestres voitures à traction animale carriole charrettes; Personnages groupes humains hommes; Animaux mammifères chevaux; Activités commerciales marché; Objets façonnés de communication publicitaires enseignes; Outils et équipement instruments aratoires attelages d'animaux; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2009.196.22_IN1.JPG
2009.196.23,Art ancien (des origines à 1900),Collection permanente,Photographie,Photographie (album),"Henderson, Alexander","Le Port de Montréal et le pont Victoria vus de l'église Notre-Dame, de l'album du révérend William M. Black",vers 1870,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à l'albumine argentique,"11,5 x 19 cm",1,Scène urbaine,"Architecture et génie détails architecturaux campanile façades fenêtres fronton murs coupe-feu portes toitures cheminées lucarnes pignons, commerciale et industrielle commerces entrepôts, gouvernementale édifice de la douane ou ancien édifice de la Royal Insurance Company construit en 1857 par l’architecte John William Hopkins (style néo-Renaissance italienne), acquis par le gouvernement fédéral pour la douane (1871-1917); il sera endommagé par le feu en 1947 et démoli en 1951, résidentielle édifices maison maisons en rangée, travaux publics port et pont Victoria vus de l'église Notre-Dame vers le sud-ouest, quai, ville; Transports maritimes barques bateaux à voiles voiliers trois-mâts, Géographie physique accidents géographiques rives, phénomènes aquatiques fleuve Saint-Laurent, phénomènes naturels nuages; Localisation : Vieux-Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2009.196.23_IN1.JPG
2009.196.24,Art ancien (des origines à 1900),Collection permanente,Photographie,Photographie (album),"Henderson, Alexander","Le Bateau à vapeur « Québec », Montréal, de l'album du révérend William M. Black",vers 1870,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à l'albumine argentique,"10,4 x 9,2 cm",1,Scène urbaine,"Costumes civils accessoires couvre-chefs chapeaux chaussures, vêtements pantalons, de dessus manteaux; Architecture et génie travaux publics port quai des traversiers, ville; Transports maritimes barques navire ou bateau à vapeur « Québec » de la Compagnie Richelieu, terrestres voitures à traction animale charrettes; Personnages groupes humains hommes; Animaux mammifères chevaux; Géographie physique phénomènes aquatiques fleuve Saint-Laurent; Outils et équipement instruments aratoires attelages d'animaux; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/2009.196.24_IN1.JPG
