NOM DE L'ORGANISME,RÉPARTITION,SERVICE,DIRECTION,NUMÉRO DE DOSSIER,OBJET,NUMÉRO DÉCISION,DATE SIGNATURE,CONTRIBUTION MONÉTAIRE,ÉCART VERSUS VALEUR MARCHANCE DU LOYER,SOUTIEN TECHNIQUE,VALEUR TOTALE
PARTENARIAT DU QUARTIER DES SPECTACLES,100% VILLE,SERVICE DE LA CULTURE,DIRECTION,1238781001,ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT DE 200 000 $ À L'ORGANISME PARTENARIAT DU QUARTIER DES SPECTACLES AFIN DE SOUTENIR LA RÉALISATION DU PROJET LUMINOTHÉRAPIE ET APPROUVER UN PROJET DE CONVENTION À CET EFFET,CM23 0286,2023-03-23,200000,,,
UNIVERSITÉ DE MONTRÉAL,100% VILLE,SERVICE DE LA STRATÉGIE IMMOBILIÈRE,DIRECTION,1230222004,"AUTORISER LE VERSEMENT ADDITIONNEL D'UNE SUBVENTION DE 45 920,12 $ À L'UNIVERSITÉ DE MONTRÉAL CONFORMÉMENT À L'ARTICLE 8 PARAGRAPHE 5 DE L'ENTENTE INTERVENUE ENTRE LES PARTIES LE 27 OCTOBRE 2022, RELATIVE À UN ÉCHANGE DE TERRAINS DANS LE CADRE DU PROJET MIL MONTRÉAL, ANCIENNEMENT CONNU COMME ÉTANT LE PROJET DU CAMPUS OUTREMONT. MANDAT 18-0422 - 31H12-0005-0761-03 ET 31H12-0005-0761-02.",CM23 0716,2023-06-15,45920,,,
PRODUCTIONS NUITS D'AFRIQUE INC.,100% VILLE,SERVICE DE LA CULTURE,DIRECTION CINÉMA-FESTIVALS-ÉVÉNEMENTS,1231204004,"ACCORDER UN SOUTIEN FINANCIER DE 165 000 $ POUR LES ANNÉES 2023, 2024 ET 2025 TOTALISANT 495 000 $ AINSI QU'UN SOUTIEN TECHNIQUE ESTIMÉ À 100 000 $ À L'ORGANISME PRODUCTIONS NUITS D'AFRIQUE INC. POUR LES 37E, 38E ET 39E ÉDITIONS DU FESTIVAL INTERNATIONAL NUITS D'AFRIQUE DU 11 AU 23 JUILLET 2023 / APPROUVER LE PROJET DE CONVENTION À CET EFFET.",CM23 0717,2023-06-15,495000,,,
FRANCOFOLIES DE MONTRÉAL INC.,100% VILLE,SERVICE DE LA CULTURE,DIRECTION CINÉMA-FESTIVALS-ÉVÉNEMENTS,1237317001,"ACCORDER UN SOUTIEN FINANCIER DE 325 000 $ POUR LES ANNÉES 2023, 2024 ET 2025 TOTALISANT 975 000 $ AINSI QU'UN SOUTIEN TECHNIQUE ESTIMÉ À 980 000 $ PAR ANNÉE À L'ORGANISME FRANCOFOLIES DE MONTRÉAL INC. POUR LES 34E, 35E ET 36E ÉDITIONS DU FESTIVAL LES FRANCOS DE MONTRÉAL / APPROUVER LE PROJET DE CONVENTION À CET EFFET",CM23 0718,2023-06-15,325000,,,
FESTIVAL INTERNATIONAL DE JAZZ DE MONTRÉAL INC.,100% VILLE,SERVICE DE LA CULTURE,DIRECTION CINÉMA-FESTIVALS-ÉVÉNEMENTS,1237317002,"ACCORDER UN SOUTIEN FINANCIER DE 600 000 $ POUR LES ANNÉES 2023, 2024 ET 2025 TOTALISANT 1 800 000 $ AINSI QU'UN SOUTIEN TECHNIQUE ESTIMÉ À 1 000 000 $ PAR ANNÉE À L'ORGANISME FESTIVAL INTERNATIONAL DE JAZZ DE MONTRÉAL INC. POUR LES 43E, 44E ET 45E ÉDITIONS DU FESTIVAL INTERNATIONAL DE JAZZ DE MONTRÉAL / APPROUVER LE PROJET DE CONVENTION À CET EFFET",CM23 0719,2023-06-15,600000,,,
FESTIVAL M.A.D. MONTRÉAL,100% VILLE,SERVICE DE LA CULTURE,DIRECTION CINÉMA-FESTIVALS-ÉVÉNEMENTS,1237883011,ACCORDER UN SOUTIEN FINANCIER TOTALISANT 135 000 $ AINSI QU'UN SOUTIEN TECHNIQUE ESTIMÉ À 50 000 $ À L'ORGANISME FESTIVAL M.A.D. MONTRÉAL POUR LA TENUE DE LA 23E ÉDITION DU FESTIVAL M.A.D. MONTRÉAL QUI AURA LIEU DU 24 AU 27 AOÛT 2023 / APPROUVER LE PROJET DE CONVENTION À CET EFFET,CM23 0702,2023-06-15,135000,,,
LE FESTIVAL JUSTE POUR RIRE/JUST FOR LAUGHS,100% VILLE,SERVICE DE LA CULTURE,DIRECTION CINÉMA-FESTIVALS-ÉVÉNEMENTS,1238372002,ACCORDER UN SOUTIEN FINANCIER TOTALISANT 600 000 $ AINSI QU'UN SOUTIEN TECHNIQUE ESTIMÉ À 690 000 $ À L'ORGANISME LE FESTIVAL JUSTE POUR RIRE/JUST FOR LAUGHS POUR LA TENUE DE LA 41E ÉDITION DU FESTIVAL JUSTE POUR RIRE QUI AURA LIEU DU 14 AU 29 JUILLET 2023 / APPROUVER LE PROJET DE CONVENTIONS À CET EFFET,CM23 0687,2023-06-15,600000,,,
TERRITOIRES INNOVANTS EN ÉCONOMIE SOCIALE ET SOLIDAIRE (TIESS),100% VILLE,SERVICE DE LA PLANIFICATION STRATÉGIQUE ET DE LA PERFORMANCE ORGANISATIONNELLE,DIRECTION INNOVATION URBAINE ET AMÉLIORATION CONTINUE,1238793001,"ACCORDER UNE CONTRIBUTION FINANCIÈRE MAXIMALE DE 463 622 $ À L'ORGANISME TERRITOIRES INNOVANTS EN ÉCONOMIE SOCIALE ET SOLIDAIRE (TIESS) POUR LA POURSUITE DU  PROJET D’ÉVALUATION ET TRANSFERT DE CONNAISSANCE EN APPUI AU PROGRAMME MONTRÉAL EN COMMUN, LE VOLET MONTRÉALAIS DU DÉFI DES VILLES INTELLIGENTES DU CANADA / APPROUVER UN PROJET DE CONVENTION À CET EFFET.",CM23 0731,2023-06-15,463622,,,
FESTIVAL DU NOUVEAU CINÉMA,100% VILLE,SERVICE DE LA CULTURE,DIRECTION CINÉMA-FESTIVALS-ÉVÉNEMENTS,1239576002,ACCORDER UN SOUTIEN FINANCIER TOTALISANT 180 000 $ AINSI QU'UN SOUTIEN TECHNIQUE ESTIMÉ  À 10 000 $ À L'ORGANISME FESTIVAL DU NOUVEAU CINÉMA POUR LA TENUE DE LA 52E ÉDITION DU FESTIVAL DU NOUVEAU CINÉMA (FNC) QUI AURA LIEU DU 4 AU 15 OCTOBRE 2023 / APPROUVER LE PROJET DE CONVENTIONS À CET EFFET,CM23 0720,2023-06-15,180000,,,
MUSÉE DES HOSPITALIÈRES DE L'HÔTEL-DIEU DE MONTRÉAL,100% VILLE,SERVICE DE LA CULTURE,DIRECTION DU DÉVELOPPEMENT CULTUREL,1227233008,"ACCORDER UN SOUTIEN FINANCIER DE 175 000 $ PAR ANNÉE AU MUSÉE DES HOSPITALIÈRES DE L'HÔTEL-DIEU DE MONTRÉAL POUR SON FONCTIONNEMENT ET LE MAINTIEN DE SES ACTIVITÉS POUR LES ANNÉES 2023, 2024 ET 2025, TOTALISANT LA SOMME DE 525 000 $. APPROUVER LA CONVENTION À CET EFFET. ",CM23 0928,2023-08-24,525000,,,
COMITÉ DE LA FÊTE NATIONALE DE LA ST-JEAN INC.,100% VILLE,SERVICE DE LA CULTURE,DIRECTION CINÉMA-FESTIVALS-ÉVÉNEMENTS,1231204005,ACCORDER UN SOUTIEN FINANCIER TOTALISANT 50 000 $ À L'ORGANISME COMITÉ DE LA FÊTE NATIONALE DE LA ST-JEAN INC. POUR LA TENUE DE LA 189E ÉDITION DE LA FÊTE NATIONALE DU QUÉBEC À MONTRÉAL QUI AURA LIEU LE 24 JUIN 2023 MODIFIANT LE SOUTIEN FINANCIER 2023 DE 105 000 $ À 155 000 $ / APPROUVER LE PROJET DE CONVENTION À CET EFFET. AUTORISER UN VIREMENT BUDGÉTAIRE DE 50 000 $ EN PROVENANCE DES DÉPENSES CONTINGENTES VERS LE BUDGET DE FONCTIONNEMENT DU SERVICE DE LA CULTURE.,CM23 0882,2023-08-24,50000,,,
ALI ET LES PRINCES DE LA RUE (FAISANT AUSSI AFFAIRES SOUS ÉCOLE DE LA RELÈVE),100% VILLE,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1236535001,"ACCORDER UN SOUTIEN FINANCIER DE 276 547 $ À ALI ET LES PRINCES DE LA RUE, FAISANT AUSSI AFFAIRES SOUS ÉCOLE DE LA RELÈVE, POUR LA PÉRIODE ALLANT DE JUIN 2023 À DÉCEMBRE 2025, POUR LA PÉRENNISATION DE SON OFFRE DE SERVICES AUPRÈS DES JEUNES EN SITUATION DE VULNÉRABILITÉ / AUTORISER UN VIREMENT BUDGÉTAIRE POUR 2023 EN PROVENANCE DU SERVICE DE LA STRATÉGIE IMMOBILIÈRE (SSI) VERS LE SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE (SDIS) AU MONTANT DE 132 261 $ ET PRÉVOIR L'AJUSTEMENT DES ENVELOPPES BUDGÉTAIRE DU SSI AINSI QUE DU SDIS POUR 2024 ET 2025 / APPROUVER UN PROJET DE CONVENTION À CET EFFET / CF.O-SDIS-23-020",CM23 0916,2023-08-24,276547,,,
SOCIÉTÉ DU MUSÉE D'ARCHÉOLOGIE ET D'HISTOIRE DE MONTRÉAL POINTE-À-CALLIÈRE,100% VILLE,SERVICE DE LA CULTURE,DIRECTION DU DÉVELOPPEMENT CULTUREL,1237233002,"ACCORDER UN SOUTIEN FINANCIER MAXIMAL DE 3 223 989 $ INCLUANT L'UTILISATION DU SOLDE DE 1 468 989$ DES FOUILLES ARCHÉOLOGIQUES (CM17 0456) À LA SOCIÉTÉ DU MUSÉE D'ARCHÉOLOGIE ET D'HISTOIRE DE MONTRÉAL POINTE-À-CALLIÈRE POUR LE RENOUVELLEMENT DES EXPOSITIONS ET DES ÉQUIPEMENTS AINSI QUE LA CONSERVATION DES VESTIGES EN 2023, 2024 ET 2025.  APPROUVER LA CONVENTION À CET EFFET",CM23 0915,2023-08-24,3223989,,,
PARTENARIAT DU QUARTIER DES SPECTACLES,100% VILLE,SERVICE DU DÉVELOPPEMENT ÉCONOMIQUE,DIRECTION MISE EN VALEUR DES PÔLES ÉCONOMIQUES,1237796008,ACCORDER UNE CONTRIBUTION FINANCIÈRE NON-RÉCURRENTE DE 500 000 $ AU PARTENARIAT DU QUARTIER DES SPECTACLES POUR LE DÉPLOIEMENT D'UN PROJET DE MITIGATION DU CHANTIER SAINTE-CATHERINE OUEST EN 2023 ET 2024/ APPROUVER UN PROJET DE CONVENTION À CET EFFET.,CM23 0927,2023-08-24,500000,,,
PAUSE FAMILLE INC.,100% VILLE,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1238119001,"APPROUVER UN PROJET ADDENDA 1 ACCORDANT UN SOUTIEN FINANCIER ADDITIONNEL À PAUSE-FAMILLE INC. DE 42 000 $, MAJORANT LE MONTANT DU SOUTIEN ACCORDÉ DE 120 000 $ (CE22 0426) À 162 000 $ ET PERMETTANT DE PROLONGER LA DURÉE DU PROJET ARTÉGRATION 2 DU 16 SEPTEMBRE 2023 AU 31 MARS 2024, DANS LE CADRE DU PROGRAMME TERRITOIRES D'INCLUSION PRIORITAIRES DU BUREAU D'INTÉGRATION DES NOUVEAUX ARRIVANTS À MONTRÉAL (BINAM) DU SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE (SDIS), DANS LE CADRE DE L'ENTENTE 2021-2024 ENTRE LE MINISTÈRE DE L'IMMIGRATION, DE LA FRANCISATION ET DE L'INTÉGRATION (MIFI) ET LA VILLE DE MONTRÉAL",CM23 0914,2023-08-24,42000,,,
CENTRAIDE DU GRAND MONTRÉAL,100% VILLE,SERVICE DU DÉVELOPPEMENT ÉCONOMIQUE,DIRECTION MISE EN VALEUR DES PÔLES ÉCONOMIQUES,1239575003,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT DE 200 000 $ À CENTRAIDE DU GRAND MONTRÉAL POUR LA RÉALISATION DES ACTIVITÉS DU GROUPE D'ACCÉLÉRATION POUR L'OPTIMISATION DU PROJET DE L'HIPPODROME (GALOPH), DE JUILLET 2023 À MARS 2024 / APPROUVER UN PROJET DE CONVENTION À CET EFFET.",CM23 0883,2023-08-24,200000,,,
UTILE,100% VILLE,SERVICE DE L'HABITATION,DIRECTION DÉVELOPPEMENT RÉSIDENTIEL,1229286002,"AUTORISER UNE AIDE FINANCIÈRE DE 6 300 000 $ À UTILE MCGILL (UTILE), SOUS FORME DE CONTRIBUTION FINANCIÈRE GARANTIE PAR UNE HYPOTHÈQUE DE 3E RANG POUR LA CONSTRUCTION D’UN IMMEUBLE SITUÉ AU 1635 BOUL. SAINT-LAURENT , DANS L’ARRONDISSEMENT DE VILLE-MARIE; APPROUVER LA CONVENTION DE CONTRIBUTION FINANCIÈRE ENTRE LA VILLE DE MONTRÉAL ET UTILE; AUTORISER LA DIRECTRICE DU SERVICE DE L’HABITATION À SIGNER L'ACTE DE GARANTIE HYPOTHÉCAIRE EN FAVEUR  DE LA VILLE DE MONTRÉAL, CONFORMÉMENT AUX PARAMÈTRES ÉNONCÉS DANS LA CONVENTION DE CONTRIBUTION FINANCIÈRE; AUTORISER LA DIRECTRICE DU SERVICE DE L’HABITATION À CONSENTIR ET À SIGNER AU NOM DE LA VILLE, À TITRE DE CRÉANCIER HYPOTHÉCAIRE DE UTILE MCGILL, TOUT ACTE DE CESSION DE RANG HYPOTHÉCAIRE SUR LE LOT FAISANT L’OBJET DE L’HYPOTHÈQUE DE LA VILLE, EN AUTANT QUE TEL ACTE RESPECTE LES PARAMÈTRES ÉNONCÉS DANS LA CONVENTION DE CONTRIBUTION FINANCIÈRE;  AUTORISER L'AUGMENTATION DES BUDGETS REVENUS ET DÉPENSES DU SERVICE DE L'HABITATION POUR 2023 POUR UN MONTANT DE 3 000 000$ PROVENANT DU SURPLUS AFFECTÉ DE 2018 DE 10M$ ET DE 3 300 000$, PROVENANT DU SURPLUS AFFECTÉ 2021 DE 40 M$ ",CM23 1044,2023-09-21,6300000,,,
ALTERGO,100% VILLE,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1236367003,"ACCORDER UN SOUTIEN FINANCIER DE 187 500 $ À ALTERGO, SOIT 37 500$ EN 2023 ET 75 000$ EN 2024 ET EN 2025, POUR LA RÉALISATION DU PROJET « CONCERTATION EN ACCESSIBILITÉ UNIVERSELLE EN LOISIR - INCLUSION DANS LES CAMPS DE JOUR», DANS LE CADRE DU BUDGET DU SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE / APPROUVER UN PROJET DE CONVENTION À CET EFFET/ CF.O-SDIS-23-022 ",CM23 1039,2023-09-21,187500,,,
UN ITINÉRAIRE POUR TOUS,100% VILLE,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1236794002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 513 332 $ SOIT 256 666 $ À L'ORGANISME UN ITINÉRAIRE POUR TOUS ET 256 666 $ À ÉQUIPE RDP, POUR LA PÉRIODE DU 1ER SEPTEMBRE 2023 AU 31 DÉCEMBRE 2025, AFIN DE RÉALISER DES INTERVENTIONS CIBLÉES DE PRÉVENTION DE LA VIOLENCE ARMÉE ET DE MOBILISATION CITOYENNE DANS MONTRÉAL-NORD ET RIVIÈRE-DES-PRAIRIES, DANS LE CADRE DU PROJET PIVOT / IMPUTER LA DÉPENSE DANS LE BUDGET PROVENANT DE L'ENTENTE FINANCIÈRE ENTRE LA VILLE DE MONTRÉAL ET LE MINISTÈRE DE LA SÉCURITÉ PUBLIQUE DANS LE CADRE DU FONDS BÂTIR DES COMMUNAUTÉS SÉCURITAIRES DU GOUVERNENT FÉDÉRAL (CF.O-SDIS-23-024) / APPROUVER LES PROJETS DE CONVENTION À CET EFFET",CM23 1037,2023-09-21,256666,,,
ÉQUIPE RDP,100% VILLE,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1236794002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 513 332 $ SOIT 256 666 $ À L'ORGANISME UN ITINÉRAIRE POUR TOUS ET 256 666 $ À ÉQUIPE RDP, POUR LA PÉRIODE DU 1ER SEPTEMBRE 2023 AU 31 DÉCEMBRE 2025, AFIN DE RÉALISER DES INTERVENTIONS CIBLÉES DE PRÉVENTION DE LA VIOLENCE ARMÉE ET DE MOBILISATION CITOYENNE DANS MONTRÉAL-NORD ET RIVIÈRE-DES-PRAIRIES, DANS LE CADRE DU PROJET PIVOT / IMPUTER LA DÉPENSE DANS LE BUDGET PROVENANT DE L'ENTENTE FINANCIÈRE ENTRE LA VILLE DE MONTRÉAL ET LE MINISTÈRE DE LA SÉCURITÉ PUBLIQUE DANS LE CADRE DU FONDS BÂTIR DES COMMUNAUTÉS SÉCURITAIRES DU GOUVERNENT FÉDÉRAL (CF.O-SDIS-23-024) / APPROUVER LES PROJETS DE CONVENTION À CET EFFET",CM23 1037,2023-09-21,256666,,,
ÉCOLE DE TECHNOLOGIE SUPÉRIEURE ETS,100% VILLE,SERVICE DE L'EAU,DIRECTION DE LA GESTION DES ACTIFS,1234341001,"APPROUVER UN PROJET DE CONVENTION ENTRE LA VILLE DE MONTRÉAL, LA VILLE DE LAVAL ET L'ÉCOLE DE TECHNOLOGIE SUPÉRIEURE POUR LA RÉALISATION DES TRAVAUX DE RECHERCHE INTITULÉ ""INFLUENCE DES INFRASTRUCTURES VERTES SUR LES CONDITIONS D'EAU SOUTERRAINE"" ET ACCORDER UNE CONTRIBUTION FINANCIÈRE TOTALE DE 183 687,80 $ (CONTRIBUTION FINANCIÈRE DE 49 187,80 $ + CONTRIBUTION EN BIENS ET SERVICES DE 134 500 $)",CM23 1148,2023-10-19,183687,,,
LA FONDATION PAUL GÉRIN-LAJOIE POUR LA COOPÉRATION INTERNATIONALE,100% VILLE,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1238121003,"ACCORDER UN SOUTIEN FINANCIER DE 180 000 $ À LA FONDATION PAUL GÉRIN-LAJOIE POUR LA COOPÉRATION INTERNATIONALE, POUR LE PROJET « DICTÉE DES MUNICIPALITÉS », DANS LE CADRE DE L'ENTENTE ENTRE LE MINISTÈRE DE LA LANGUE FRANÇAISE ET LA VILLE DE MONTRÉAL / AUTORISER UN VIREMENT BUDGÉTAIRE POUR 2023 EN PROVENANCE DU BUREAU DES RELATIONS GOUVERNEMENTALES ET MUNICIPALES DE LA DIRECTION GÉNÉRALE VERS LE BUREAU D'INTÉGRATION DES NOUVEAUX ARRIVANTS À MONTRÉAL DU SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE / APPROUVER UN PROJET DE CONVENTION À CET EFFET - CF-SDIS-23-033",CM23 1149,2023-10-19,180000,,,
RÉSEAU DE LA COMMUNAUTÉ AUTOCHTONE DE MONTRÉAL,100% VILLE,SERVICE DE LA PLANIFICATION STRATÉGIQUE ET DE LA PERFORMANCE ORGANISATIONNELLE,DIRECTION INNOVATION URBAINE ET AMÉLIORATION CONTINUE,1238793002,"ACCORDER UNE CONTRIBUTION FINANCIÈRE MAXIMALE DE 439 583 $ À L'ORGANISME RÉSEAU DE LA COMMUNAUTÉ AUTOCHTONE À MONTRÉAL POUR UN PROJET DE GOUVERNANCE URBAINE AUTOCHTONE QUI S'INSCRIT DANS LE CADRE DE MONTRÉAL EN COMMUN, LE VOLET MONTRÉALAIS DU DÉFI DES VILLES INTELLIGENTES DU CANADA. APPROUVER UN PROJET DE CONVENTION À CET EFFET. ",CM23 1153,2023-10-19,439583,,,
L'AUGUSTE THÉÂTRE,60% VILLE 40% ARR,SERVICE DE LA CULTURE,DIRECTION CINÉMA-FESTIVALS-ÉVÉNEMENTS,1239576003,ACCORDER UN SOUTIEN FINANCIER TOTALISANT 215 000 $ AINSI QU'UN SOUTIEN TECHNIQUE ESTIMÉ À 100 000 $ À L'ORGANISME L'AUGUSTE THÉÂTRE POUR LA TENUE DE LA 29E ÉDITION DU FESTIVAL NOËL DANS LE PARC QUI AURA LIEU DU 8 AU 31 DÉCEMBRE  2023 / APPROUVER LE PROJET DE CONVENTIONS À CET EFFET ,CM23 1261,2023-11-23,215000,,,
CENTRAIDE DU GRAND MONTRÉAL,100% VILLE,DIRECTION GÉNÉRALE,CABINET DU DIRECTEUR GÉNÉRAL,1232988002,FAIRE UN DON DE DEUX CENT QUATRE VINGT CINQ MILLE DOLLARS (285 000 $) À L'ORGANISME CENTRAIDE DU GRAND MONTRÉAL DANS LE CADRE DE SA CAMPAGNE DE FINANCEMENT 2023. ,CM23 1439,2023-12-21,285000,,,
VITRINE CULTURELLE DE MONTRÉAL,100% VILLE,SERVICE DE LA CULTURE,DIRECTION DU DÉVELOPPEMENT CULTUREL,1237233004,ACCORDER UN SOUTIEN FINANCIER DE 200 000$ À LA VITRINE CULTURELLE DE MONTRÉAL POUR LA RÉALISATION DU PLAN D’ACTION 2023-2024 / APPROUVER UNE CONVENTION À CET EFFET.,CM23 1438,2023-12-21,200000,,,
PARTENARIAT DU QUARTIER DES SPECTACLES,100% VILLE,SERVICE DE LA CULTURE,DIRECTION,1238781002,"ACCORDER UN SOUTIEN FINANCIER AU MONTANT TOTAL DE 27 037 000 $ AU PARTENARIAT DU QUARTIER DES SPECTACLES POUR UNE DURÉE DE 5 ANS, COUVRANT LES ANNÉES 2024 À 2028, POUR LA RÉALISATION DE SA MISSION DANS LE QUARTIER DES SPECTACLES. APPROUVER UN PROJET DE CONVENTION ENTRE LA VILLE DE MONTRÉAL ET CET ORGANISME, ÉTABLISSANT LES MODALITÉS ET CONDITIONS DE VERSEMENT DE CE SOUTIEN FINANCIER. AUTORISER UN AJUSTEMENT RÉCURRENT À LA BASE BUDGÉTAIRE DE 800 000 $ POUR LES ANNÉES 2025 À 2028 EN PROVENANCE DU SERVICE DU DÉVELOPPEMENT ÉCONOMIQUE VERS LE SERVICE DE LA CULTURE.",CM23 1447,2023-12-21,27037000,,,
SOLON,100% VILLE,SERVICE DE LA PLANIFICATION STRATÉGIQUE ET DE LA PERFORMANCE ORGANISATIONNELLE,DIRECTION INNOVATION URBAINE ET AMÉLIORATION CONTINUE,1239473008,"ACCORDER UNE CONTRIBUTION FINANCIÈRE MAXIMALE DE 2 305 421 $ À L'ORGANISME SOLON, POUR UN PROJET DE MOBILITÉ DE QUARTIER QUI S'INSCRIT DANS LE CADRE DE MONTRÉAL EN COMMUN, LE VOLET MONTRÉALAIS DU DÉFI DES VILLES INTELLIGENTES DU CANADA. APPROUVER LE PROJET DE CONVENTION À CET EFFET. ",CM23 1454,2023-12-21,2305421,,,
LA PUCE RESSOURCE INFORMATIQUE,100% VILLE,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1236535002,"ACCORDER UN SOUTIEN FINANCIER, POUR 2024, TOTALISANT LA SOMME DE 7 200 000 $ À 46 ORGANISMES, POUR LA PÉRIODE DU 1ER JANVIER 2024 AU 31 DÉCEMBRE 2025, DANS LE CADRE DU BUDGET DU SERVICE DE LA DIVERSITÉ ET DE L’INCLUSION SOCIALE POUR LE PROGRAMME PRÉVENTION MONTRÉAL - VOLET RÉGIONAL ET DE L’ENTENTE FINANCIÈRE ENTRE LA VILLE DE MONTRÉAL ET LE MINISTÈRE DE LA SÉCURITÉ PUBLIQUE RELATIVEMENT AU FONDS BÂTIR DES COMMUNAUTÉS SÉCURITAIRES DU GOUVERNEMENT FÉDÉRAL / APPROUVER 46 PROJETS DE CONVENTION À CET EFFET - CF-SDIS-23-005",CM24 0074,2024-01-25,175000,,,
CORPORATION L'ESPOIR,100% VILLE,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1236535002,"ACCORDER UN SOUTIEN FINANCIER, POUR 2024, TOTALISANT LA SOMME DE 7 200 000 $ À 46 ORGANISMES, POUR LA PÉRIODE DU 1ER JANVIER 2024 AU 31 DÉCEMBRE 2025, DANS LE CADRE DU BUDGET DU SERVICE DE LA DIVERSITÉ ET DE L’INCLUSION SOCIALE POUR LE PROGRAMME PRÉVENTION MONTRÉAL - VOLET RÉGIONAL ET DE L’ENTENTE FINANCIÈRE ENTRE LA VILLE DE MONTRÉAL ET LE MINISTÈRE DE LA SÉCURITÉ PUBLIQUE RELATIVEMENT AU FONDS BÂTIR DES COMMUNAUTÉS SÉCURITAIRES DU GOUVERNEMENT FÉDÉRAL / APPROUVER 46 PROJETS DE CONVENTION À CET EFFET - CF-SDIS-23-005",CM24 0074,2024-01-25,73814,,,
LES ATELIERS SPEECH,100% VILLE,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1236535002,"ACCORDER UN SOUTIEN FINANCIER, POUR 2024, TOTALISANT LA SOMME DE 7 200 000 $ À 46 ORGANISMES, POUR LA PÉRIODE DU 1ER JANVIER 2024 AU 31 DÉCEMBRE 2025, DANS LE CADRE DU BUDGET DU SERVICE DE LA DIVERSITÉ ET DE L’INCLUSION SOCIALE POUR LE PROGRAMME PRÉVENTION MONTRÉAL - VOLET RÉGIONAL ET DE L’ENTENTE FINANCIÈRE ENTRE LA VILLE DE MONTRÉAL ET LE MINISTÈRE DE LA SÉCURITÉ PUBLIQUE RELATIVEMENT AU FONDS BÂTIR DES COMMUNAUTÉS SÉCURITAIRES DU GOUVERNEMENT FÉDÉRAL / APPROUVER 46 PROJETS DE CONVENTION À CET EFFET - CF-SDIS-23-005",CM24 0074,2024-01-25,120000,,,
LE REGROUPEMENT POUR LA TRISOMIE 21,100% VILLE,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1236535002,"ACCORDER UN SOUTIEN FINANCIER, POUR 2024, TOTALISANT LA SOMME DE 7 200 000 $ À 46 ORGANISMES, POUR LA PÉRIODE DU 1ER JANVIER 2024 AU 31 DÉCEMBRE 2025, DANS LE CADRE DU BUDGET DU SERVICE DE LA DIVERSITÉ ET DE L’INCLUSION SOCIALE POUR LE PROGRAMME PRÉVENTION MONTRÉAL - VOLET RÉGIONAL ET DE L’ENTENTE FINANCIÈRE ENTRE LA VILLE DE MONTRÉAL ET LE MINISTÈRE DE LA SÉCURITÉ PUBLIQUE RELATIVEMENT AU FONDS BÂTIR DES COMMUNAUTÉS SÉCURITAIRES DU GOUVERNEMENT FÉDÉRAL / APPROUVER 46 PROJETS DE CONVENTION À CET EFFET - CF-SDIS-23-005",CM24 0074,2024-01-25,9124,,,
CIRQUE HORS PISTE,100% VILLE,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1236535002,"ACCORDER UN SOUTIEN FINANCIER, POUR 2024, TOTALISANT LA SOMME DE 7 200 000 $ À 46 ORGANISMES, POUR LA PÉRIODE DU 1ER JANVIER 2024 AU 31 DÉCEMBRE 2025, DANS LE CADRE DU BUDGET DU SERVICE DE LA DIVERSITÉ ET DE L’INCLUSION SOCIALE POUR LE PROGRAMME PRÉVENTION MONTRÉAL - VOLET RÉGIONAL ET DE L’ENTENTE FINANCIÈRE ENTRE LA VILLE DE MONTRÉAL ET LE MINISTÈRE DE LA SÉCURITÉ PUBLIQUE RELATIVEMENT AU FONDS BÂTIR DES COMMUNAUTÉS SÉCURITAIRES DU GOUVERNEMENT FÉDÉRAL / APPROUVER 46 PROJETS DE CONVENTION À CET EFFET - CF-SDIS-23-005",CM24 0074,2024-01-25,125000,,,
