NOM DE L'ORGANISME,RÉPARTITION,SERVICE,DIRECTION,NUMÉRO DE DOSSIER,OBJET,NUMÉRO DÉCISION,DATE SIGNATURE,CONTRIBUTION MONÉTAIRE,ÉCART VERSUS VALEUR MARCHANDE DU LOYER,SOUTIEN TECHNIQUE,VALEUR TOTALE 
CTS SANTÉ,100% AGGLO,SERVICE DU DÉVELOPPEMENT ÉCONOMIQUE,DIRECTION ENTREPRENEURIAT,1237952001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT À QUATRE ORGANISMES, REPRÉSENTANT UNE SOMME MAXIMALE TOTALE DE 1 500 000 $, SUR TROIS ANS (MAI 2023 À JUIN 2026) DANS LE CADRE DE L’APPEL À PROJETS POUR SOUTENIR LES INCUBATEURS ET ACCÉLÉRATEURS D'ENTREPRISES / ",CG23 0334,2023-06-16,375000,,,
HEC MONTRÉAL,100% AGGLO,SERVICE DU DÉVELOPPEMENT ÉCONOMIQUE,DIRECTION ENTREPRENEURIAT,1237952001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT À QUATRE ORGANISMES, REPRÉSENTANT UNE SOMME MAXIMALE TOTALE DE 1 500 000 $, SUR TROIS ANS (MAI 2023 À JUIN 2026) DANS LE CADRE DE L’APPEL À PROJETS POUR SOUTENIR LES INCUBATEURS ET ACCÉLÉRATEURS D'ENTREPRISES / ",CG23 0334,2023-06-16,375000,,,
MTLAB,100% AGGLO,SERVICE DU DÉVELOPPEMENT ÉCONOMIQUE,DIRECTION ENTREPRENEURIAT,1237952001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT À QUATRE ORGANISMES, REPRÉSENTANT UNE SOMME MAXIMALE TOTALE DE 1 500 000 $, SUR TROIS ANS (MAI 2023 À JUIN 2026) DANS LE CADRE DE L’APPEL À PROJETS POUR SOUTENIR LES INCUBATEURS ET ACCÉLÉRATEURS D'ENTREPRISES / ",CG23 0334,2023-06-16,375000,,,
ZÙ,100% AGGLO,SERVICE DU DÉVELOPPEMENT ÉCONOMIQUE,DIRECTION ENTREPRENEURIAT,1237952001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT À QUATRE ORGANISMES, REPRÉSENTANT UNE SOMME MAXIMALE TOTALE DE 1 500 000 $, SUR TROIS ANS (MAI 2023 À JUIN 2026) DANS LE CADRE DE L’APPEL À PROJETS POUR SOUTENIR LES INCUBATEURS ET ACCÉLÉRATEURS D'ENTREPRISES / ",CG23 0334,2023-06-16,375000,,,
OFFICE DES CONGRÈS ET DU TOURISME DU GRAND MONTRÉAL (OCTGM),100% AGGLO,SERVICE DU DÉVELOPPEMENT ÉCONOMIQUE,DIRECTION MISE EN VALEUR DES PÔLES ÉCONOMIQUES,1237956002,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT DE 930 000 $, POUR UNE PÉRIODE ALLANT DE 2023 À 2024, À L'OFFICE DES CONGRÈS ET DU TOURISME DU GRAND MONTRÉAL AFIN D'OFFRIR UNE PROGRAMMATION D'ÉVÉNEMENTS D'AFFAIRES, DE DÉPLOYER UN PROJET DE MURELLES AU CENTRE-",CG23 0321,2023-06-16,930000,,,
MICROCREDIT MONTRÉAL,100% AGGLO,SERVICE DU DÉVELOPPEMENT ÉCONOMIQUE,DIRECTION ENTREPRENEURIAT,1238298002,ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT DE 1 000 000 $ À MICROCRÉDIT MONTRÉAL AFIN DE RÉALISER SON PROJET PROPULSER L'ENTREPRENEURIAT MONTRÉALAIS INCLUSIF DANS LE CADRE DE L’ENTENTE DE 150 M$ MEIE 2022-2025 - RÉFLEXE / APPROUVER UN CONVENTION À CET EF,CG23 0339,2023-06-16,1000000,,,
ÉCOLE DES ENTREPRENEURS DU QUÉBEC,100% AGGLO,SERVICE DU DÉVELOPPEMENT ÉCONOMIQUE,DIRECTION ENTREPRENEURIAT,1238379002,ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT DE 208 799 $ À L'ÉCOLE DES ENTREPRENEURS DU QUÉBEC POUR LE DÉPLOIEMENT DU PROJET PILOTE S'OUTILLER POUR ASSURER LA CROISSANCE DURABLE / APPROUVER UN PROJET DE CONVENTION À CET EFFET,CG23 0323,2023-06-16,208799,,,
LESPACEMAKER,100% AGGLO,SERVICE DU DÉVELOPPEMENT ÉCONOMIQUE,DIRECTION MISE EN VALEUR DES PÔLES ÉCONOMIQUES,1238383003,ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT DE 5 021 931 $ À LESPACEMAKER ET DE 4 799 203 $ À ATELIERS BELLEVILLE DANS LE CADRE DE L'APPEL À PROJETS AUX VOLETS 2 ET 3-A) DU PROGRAMME DE SOUTIEN À LA RÉNOVATION DE BÂTIMENTS ACCUEILLANT DES ATELIERS D'ARTIS,CG23 0342,2023-06-16,5021931,,,
ATELIERS BELLEVILLE,100% AGGLO,SERVICE DU DÉVELOPPEMENT ÉCONOMIQUE,DIRECTION MISE EN VALEUR DES PÔLES ÉCONOMIQUES,1238383003,ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT DE 5 021 931 $ À LESPACEMAKER ET DE 4 799 203 $ À ATELIERS BELLEVILLE DANS LE CADRE DE L'APPEL À PROJETS AUX VOLETS 2 ET 3-A) DU PROGRAMME DE SOUTIEN À LA RÉNOVATION DE BÂTIMENTS ACCUEILLANT DES ATELIERS D'ARTIS,CG23 0342,2023-06-16,4799203,,,
ATELIERS ANGUS,100% AGGLO,SERVICE DU DÉVELOPPEMENT ÉCONOMIQUE,DIRECTION MISE EN VALEUR DES PÔLES ÉCONOMIQUES,1238383003,ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT DE 5 021 931 $ À LESPACEMAKER ET DE 4 799 203 $ À ATELIERS BELLEVILLE DANS LE CADRE DE L'APPEL À PROJETS AUX VOLETS 2 ET 3-A) DU PROGRAMME DE SOUTIEN À LA RÉNOVATION DE BÂTIMENTS ACCUEILLANT DES ATELIERS D'ARTIS,CG23 0342,2023-06-16,294393,,,
COMITÉ JEUNESSE NOTRE-DAME-DE-GRACE,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1238438001,"ACCORDER UN SOUTIEN FINANCIER DE 80 193 $ AU COMITÉ JEUNESSE NOTRE-DAME-DE-GRÂCE POUR LA PROLONGATION DU PROJET LUTTE CONTRE LA PAUVRETÉ CÔTE-SAINT-LUC 2023 JUSQU'AU 31 MARS 2024, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS",CG23 0333,2023-06-16,80193,,,
TRIATHLON INTERNATIONAL DE MONTRÉAL,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1238475003,"ACCORDER UN SOUTIEN TOTAL DE 845 533 $ À TRIATHLON INTERNATIONAL DE MONTRÉAL, SOIT UN SOUTIEN FINANCIER DE 430 000 $ DANS LE CADRE DU BUDGET DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS ET UN SOUTIEN EN BIENS ET SERVICES D'UNE VALEUR MAXIMALE ",CG23 0320,2023-06-16,430000,,,
ASSOCIATION D'ENTRAIDE LE CHAÎNON,100% AUTRE,SERVICE DE L'HABITATION,DIRECTION DÉVELOPPEMENT RÉSIDENTIEL,1239499004,AUTORISER L’OCTROI D’UN PRÊT SANS INTÉRÊT DE 13 797 000  $ POUR UNE PÉRIODE MAXIMALE D’UN AN À L’ASSOCIATION D’ENTRAIDE LE CHAÎNON INC. (L’ORGANISME) POUR FAIRE L'ACQUISITION D’UN IMMEUBLE DANS L’ARRONDISSEMENT LE PLATEAU MONT-ROYAL ; APPROUVER LA CONVENT,CG23 0346,2023-06-16,13797000,,,
ACCUEIL BONNEAU INC,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,271484,,,
ASSOCIATION D'ENTRAIDE LE CHAÎNON,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,389248,,,
CARREFOUR D'ALIMENTATION ET DE PARTAGE ST-BARNABÉ,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,244772,,,
CENTRE D'AMITIÉ AUTOCHTONE DE MONTRÉAL,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,372430,,,
CENTRE D'AMITIÉ AUTOCHTONE DE MONTRÉAL,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,298828,,,
CIRQUE HORS PISTE,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,154592,,,
CLINIQUE DROITS DEVANT,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,218409,,,
DÎNERS ST-LOUIS,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,142328,,,
EN MARGE 12-17,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,133348,,,
FOYER POUR FEMMES AUTOCHTONES DE MONTRÉAL,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,392625,,,
GROUPE COMMUNAUTAIRE L'ITINÉRAIRE,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,311498,,,
GROUPE COMMUNAUTAIRE L'ITINÉRAIRE,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,152079,,,
GROUPE INFORMATION TRAVAIL INC,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,374427,,,
INTER-ACTION DU QUARTIER PETER-MCGILL,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,283380,,,
L'AMOUR EN ACTION SYL DAN,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,337129,,,
L'AMOUR EN ACTION SYL DAN,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,300428,,,
L'ANONYME U.I.M.,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,755990,,,
LA CAFÉTÉRIA COMMUNAUTAIRE MULTICAF,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,274000,,,
LA FONDATION DU REFUGE POUR FEMMES CHEZ DORIS INC,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,305206,,,
LA MAISON BENOÎT LABRE,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,455305,,,
LA MAISON DU PÈRE,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,385239,,,
LA PORTE OUVERTE MONTRÉAL,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,600200,,,
LA RUE DES FEMMES MONTRÉAL,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,666405,,,
LE SAC À DOS (ACTION-RÉINSERTION),100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,116748,,,
LES MAISONS DE L'ANCRE INC.,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,286597,,,
LES MAISONS DE L'ANCRE INC.,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,213020,,,
MISSION OLD BREWERY,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,289277,,,
MISSION ST-MICHAEL,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,157126,,,
MISSIONS EXEKO,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,200000,,,
PLEIN MILIEU,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,470827,,,
PROJET ADO-COMMUNAUTAIRE EN TRAVAIL DE RUE,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,549555,,,
PROJETS AUTOCHTONES DU QUÉBEC,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,210230,,,
RÉSEAU D'AIDE AUX PERSONNES SEULES ET ITINÉRANTES DE MONTRÉAL,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,75000,,,
RÉSEAU DE LA COMMUNAUTÉ AUTOCHTONE À MONTRÉAL,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1239665006,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 13 486 123 $ À 36 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE DU 1ER JUILLET 2023 AU 31 DÉCEMBRE 2025, AFIN DE SOUTENIR LES PROJETS ET MONTANTS INDIQUÉS POUR LA RÉALISATION DE 41 PROJETS DE L'APPEL À ",CG23 0345,2023-06-16,744645,,,
