NOM DE L'ORGANISME,RÉPARTITION,SERVICE,DIRECTION,NUMÉRO DE DOSSIER,OBJET,NUMÉRO DÉCISION,DATE SIGNATURE,CONTRIBUTION MONÉTAIRE,ÉCART VERSUS VALEUR MARCHANDE DU LOYER,SOUTIEN TECHIQUE,VALEUR TOTALE
CLUB DE COURSE À PIED LACHINE-DORVAL,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1246549002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME MAXIMALE DE 149 550 $ RÉPARTIE ENTRE 15 ORGANISMES POUR L'ORGANISATION DE 14 ÉVÉNEMENTS PRÉSENTÉS EN 2024 ET 1 SOUTIEN À LA CANDIDATURE POUR LA TENUE D'UN ÉVÉNEMENT PRÉSENTÉ EN 2031 DANS LE CADRE DU DEUXIÈME DÉPÔT DU PROGRAMME DE SOUTIEN AUX ÉVÉNEMENTS SPORTIFS INTERNATIONAUX, NATIONAUX ET MÉTROPOLITAINS 2024 DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS ",CE24 0954,2024-06-14,15000,,,
RSEQ MONTRÉAL,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1246549002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME MAXIMALE DE 149 550 $ RÉPARTIE ENTRE 15 ORGANISMES POUR L'ORGANISATION DE 14 ÉVÉNEMENTS PRÉSENTÉS EN 2024 ET 1 SOUTIEN À LA CANDIDATURE POUR LA TENUE D'UN ÉVÉNEMENT PRÉSENTÉ EN 2031 DANS LE CADRE DU DEUXIÈME DÉPÔT DU PROGRAMME DE SOUTIEN AUX ÉVÉNEMENTS SPORTIFS INTERNATIONAUX, NATIONAUX ET MÉTROPOLITAINS 2024 DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS ",CE24 0954,2024-06-14,6000,,,
L'OFFICE DES CONGRÈS ET DU TOURISME DU GRAND MONTRÉAL INC (TOURISME MONTRÉAL),100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1246549002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME MAXIMALE DE 149 550 $ RÉPARTIE ENTRE 15 ORGANISMES POUR L'ORGANISATION DE 14 ÉVÉNEMENTS PRÉSENTÉS EN 2024 ET 1 SOUTIEN À LA CANDIDATURE POUR LA TENUE D'UN ÉVÉNEMENT PRÉSENTÉ EN 2031 DANS LE CADRE DU DEUXIÈME DÉPÔT DU PROGRAMME DE SOUTIEN AUX ÉVÉNEMENTS SPORTIFS INTERNATIONAUX, NATIONAUX ET MÉTROPOLITAINS 2024 DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS ",CE24 0954,2024-06-14,20000,,,
MUTEK,100% VILLE,SERVICE DE LA CULTURE,DIRECTION CINÉMA-FESTIVALS-ÉVÉNEMENTS,1247317012,ACCORDER UN SOUTIEN FINANCIER TOTALISANT 80 000 $ AINSI QU'UN SOUTIEN TECHNIQUE ESTIMÉ À 50 000 $ À L'ORGANISME MUTEK POUR LA TENUE DE LA 25E ÉDITION DU FESTIVAL MUTEK QUI AURA LIEU DU 20 AU 25 AOÛT 2024 / APPROUVER LE PROJET DE CONVENTION À CET EFFET,CE24 0880,2024-06-07,80000,,,
S.P.A.G,50% VILLE 50% AUTRE,SERVICE DE LA CULTURE,DIRECTION DU DÉVELOPPEMENT CULTUREL,1247722001,ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT 113 478 $  À DIFFÉRENTS ORGANISMES DANS LE CADRE DU PROGRAMME D'ART MURAL 2024 - VOLET 1 / APPROUVER LES PROJETS DE CONVENTION À CET EFFET,CE24 0877,2024-06-07,12545,,,
MU,50% VILLE 50% AUTRE,SERVICE DE LA CULTURE,DIRECTION DU DÉVELOPPEMENT CULTUREL,1247722001,ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT 113 478 $  À DIFFÉRENTS ORGANISMES DANS LE CADRE DU PROGRAMME D'ART MURAL 2024 - VOLET 1 / APPROUVER LES PROJETS DE CONVENTION À CET EFFET,CE24 0877,2024-06-07,29250,,,
MURAL,50% VILLE 50% AUTRE,SERVICE DE LA CULTURE,DIRECTION DU DÉVELOPPEMENT CULTUREL,1247722001,ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT 113 478 $  À DIFFÉRENTS ORGANISMES DANS LE CADRE DU PROGRAMME D'ART MURAL 2024 - VOLET 1 / APPROUVER LES PROJETS DE CONVENTION À CET EFFET,CE24 0877,2024-06-07,24038,,,
SDC DISTRICT CENTRAL,50% VILLE 50% AUTRE,SERVICE DE LA CULTURE,DIRECTION DU DÉVELOPPEMENT CULTUREL,1247722001,ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT 113 478 $  À DIFFÉRENTS ORGANISMES DANS LE CADRE DU PROGRAMME D'ART MURAL 2024 - VOLET 1 / APPROUVER LES PROJETS DE CONVENTION À CET EFFET,CE24 0877,2024-06-07,47645,,,
RÉSEAU RÉUSSITE MONTRÉAL,100% VILLE,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION TERRITOIRES ET INTERVENTIONS DE PROXIMITÉ,1248121001,"ACCORDER UN SOUTIEN FINANCIER DE 49 800 $, POUR L'ANNÉE 2024, À RÉSEAU RÉUSSITE MONTRÉAL, POUR LE PROJET « INCLUSION DES JEUNES IMMIGRANTS EN CAMP DE JOUR : VALORISATION DU FRANÇAIS PAR LE LOISIR ET LE SPORT », DANS LE CADRE DE L'ENTENTE ENTRE LE MINISTÈRE DE LA LANGUE FRANÇAISE ET LA VILLE DE MONTRÉAL / AUTORISER UN VIREMENT BUDGÉTAIRE POUR 2024 EN PROVENANCE DU BUREAU DES RELATIONS GOUVERNEMENTALES ET MUNICIPALES DE LA DIRECTION GÉNÉRALE VERS LE BUREAU D'INTÉGRATION DES NOUVEAUX ARRIVANTS À MONTRÉAL DU SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION / APPROUVER UN PROJET DE CONVENTION À CET EFFET - CF-SDIS-24-009",CE24 0879,2024-06-07,49800,,,
ACTION JEUNESSE DE L'OUEST-DE-ÎLE (AJOI),100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION DÉVELOPPEMENT_PROGRAMMES ET ACTIVITÉS,1248377002,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 77 756 $, À QUATRE DIFFÉRENTS ORGANISMES, POUR LA RECONDUCTION DE QUATRE PROJETS, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2024), POUR LES VILLES LIÉES DORVAL ET WESTMOUNT / APPROUVER LES PROJETS DE CONVENTION À CET EFFET - CF-SDIS-24-011",CE24 1070,2024-07-04,10620,,,
CAMP DE JOUR DORVAL,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION DÉVELOPPEMENT_PROGRAMMES ET ACTIVITÉS,1248377002,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 77 756 $, À QUATRE DIFFÉRENTS ORGANISMES, POUR LA RECONDUCTION DE QUATRE PROJETS, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2024), POUR LES VILLES LIÉES DORVAL ET WESTMOUNT / APPROUVER LES PROJETS DE CONVENTION À CET EFFET - CF-SDIS-24-011",CE24 1070,2024-07-04,13709,,,
L'ÉQUIPE ENTREPRISE,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION DÉVELOPPEMENT_PROGRAMMES ET ACTIVITÉS,1248377002,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 77 756 $, À QUATRE DIFFÉRENTS ORGANISMES, POUR LA RECONDUCTION DE QUATRE PROJETS, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2024), POUR LES VILLES LIÉES DORVAL ET WESTMOUNT / APPROUVER LES PROJETS DE CONVENTION À CET EFFET - CF-SDIS-24-011",CE24 1070,2024-07-04,6648,,,
RÉSILIENCE MONTRÉAL,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION DÉVELOPPEMENT_PROGRAMMES ET ACTIVITÉS,1248377002,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 77 756 $, À QUATRE DIFFÉRENTS ORGANISMES, POUR LA RECONDUCTION DE QUATRE PROJETS, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2024), POUR LES VILLES LIÉES DORVAL ET WESTMOUNT / APPROUVER LES PROJETS DE CONVENTION À CET EFFET - CF-SDIS-24-011",CE24 1070,2024-07-04,46779,,,
FONDATION ÉMERGENCE INC.,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1248444002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 1 912 879 $, À 28 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LES MONTANTS INDIQUÉS EN REGARD DE CHACUN D’EUX ET LA RECONDUCTION DE 29 PROJETS, DU 1ER AVRIL 2024 AU 31 MARS 2025, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2024) / APPROUVER LES 29 PROJETS DE CONVENTION À CET EFFET - CF.O-SDIS-24-007",CE24 0959,2024-06-14,30000,,,
SERVICE D'AIDE ET DE LIAISON POUR IMMIGRANTS LA MAISONNÉE,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1248444002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 1 912 879 $, À 28 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LES MONTANTS INDIQUÉS EN REGARD DE CHACUN D’EUX ET LA RECONDUCTION DE 29 PROJETS, DU 1ER AVRIL 2024 AU 31 MARS 2025, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2024) / APPROUVER LES 29 PROJETS DE CONVENTION À CET EFFET - CF.O-SDIS-24-007",CE24 0959,2024-06-14,47375,,,
FORUM DES CITOYENS AÎNÉS DE MONTRÉAL,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1248444002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 1 912 879 $, À 28 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LES MONTANTS INDIQUÉS EN REGARD DE CHACUN D’EUX ET LA RECONDUCTION DE 29 PROJETS, DU 1ER AVRIL 2024 AU 31 MARS 2025, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2024) / APPROUVER LES 29 PROJETS DE CONVENTION À CET EFFET - CF.O-SDIS-24-007",CE24 0959,2024-06-14,25000,,,
LES YMCA DU QUÉBEC,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1248444002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 1 912 879 $, À 28 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LES MONTANTS INDIQUÉS EN REGARD DE CHACUN D’EUX ET LA RECONDUCTION DE 29 PROJETS, DU 1ER AVRIL 2024 AU 31 MARS 2025, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2024) / APPROUVER LES 29 PROJETS DE CONVENTION À CET EFFET - CF.O-SDIS-24-007",CE24 0959,2024-06-14,35000,,,
L'ÉTOILE DE PACHO - RÉSEAU D'ENTRAIDE POUR PARENT D'ENFANT HANDICAPÉ,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1248444002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 1 912 879 $, À 28 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LES MONTANTS INDIQUÉS EN REGARD DE CHACUN D’EUX ET LA RECONDUCTION DE 29 PROJETS, DU 1ER AVRIL 2024 AU 31 MARS 2025, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2024) / APPROUVER LES 29 PROJETS DE CONVENTION À CET EFFET - CF.O-SDIS-24-007",CE24 0959,2024-06-14,19524,,,
Y DES FEMMES DE MONTRÉAL,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1248444002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 1 912 879 $, À 28 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LES MONTANTS INDIQUÉS EN REGARD DE CHACUN D’EUX ET LA RECONDUCTION DE 29 PROJETS, DU 1ER AVRIL 2024 AU 31 MARS 2025, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2024) / APPROUVER LES 29 PROJETS DE CONVENTION À CET EFFET - CF.O-SDIS-24-007",CE24 0959,2024-06-14,25000,,,
CARI ST-LAURENT,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1248444002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 1 912 879 $, À 28 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LES MONTANTS INDIQUÉS EN REGARD DE CHACUN D’EUX ET LA RECONDUCTION DE 29 PROJETS, DU 1ER AVRIL 2024 AU 31 MARS 2025, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2024) / APPROUVER LES 29 PROJETS DE CONVENTION À CET EFFET - CF.O-SDIS-24-007",CE24 0959,2024-06-14,40000,,,
CENTRE COMMUNAUTAIRE DES FEMMES SUD-ASIATIQUE,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1248444002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 1 912 879 $, À 28 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LES MONTANTS INDIQUÉS EN REGARD DE CHACUN D’EUX ET LA RECONDUCTION DE 29 PROJETS, DU 1ER AVRIL 2024 AU 31 MARS 2025, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2024) / APPROUVER LES 29 PROJETS DE CONVENTION À CET EFFET - CF.O-SDIS-24-007",CE24 0959,2024-06-14,42500,,,
CENTRE DES FEMMES DE MONTRÉAL,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1248444002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 1 912 879 $, À 28 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LES MONTANTS INDIQUÉS EN REGARD DE CHACUN D’EUX ET LA RECONDUCTION DE 29 PROJETS, DU 1ER AVRIL 2024 AU 31 MARS 2025, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2024) / APPROUVER LES 29 PROJETS DE CONVENTION À CET EFFET - CF.O-SDIS-24-007",CE24 0959,2024-06-14,30000,,,
MÈRES AVEC POUVOIR (MAP) MONTRÉAL,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1248444002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 1 912 879 $, À 28 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LES MONTANTS INDIQUÉS EN REGARD DE CHACUN D’EUX ET LA RECONDUCTION DE 29 PROJETS, DU 1ER AVRIL 2024 AU 31 MARS 2025, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2024) / APPROUVER LES 29 PROJETS DE CONVENTION À CET EFFET - CF.O-SDIS-24-007",CE24 0959,2024-06-14,24500,,,
PETITES-MAINS,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1248444002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 1 912 879 $, À 28 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LES MONTANTS INDIQUÉS EN REGARD DE CHACUN D’EUX ET LA RECONDUCTION DE 29 PROJETS, DU 1ER AVRIL 2024 AU 31 MARS 2025, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2024) / APPROUVER LES 29 PROJETS DE CONVENTION À CET EFFET - CF.O-SDIS-24-007",CE24 0959,2024-06-14,43000,,,
ALI ET LES PRINCES DE LA RUE,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1248444002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 1 912 879 $, À 28 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LES MONTANTS INDIQUÉS EN REGARD DE CHACUN D’EUX ET LA RECONDUCTION DE 29 PROJETS, DU 1ER AVRIL 2024 AU 31 MARS 2025, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2024) / APPROUVER LES 29 PROJETS DE CONVENTION À CET EFFET - CF.O-SDIS-24-007",CE24 0959,2024-06-14,50000,,,
"CITÉ DES ARTS DU CIRQUE, FAISANT AUSSI AFFAIRES SOUS TOHU",100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1248444002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 1 912 879 $, À 28 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LES MONTANTS INDIQUÉS EN REGARD DE CHACUN D’EUX ET LA RECONDUCTION DE 29 PROJETS, DU 1ER AVRIL 2024 AU 31 MARS 2025, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2024) / APPROUVER LES 29 PROJETS DE CONVENTION À CET EFFET - CF.O-SDIS-24-007",CE24 0959,2024-06-14,30000,,,
CLINIQUE JURIDIQUE DE SAINT-MICHEL,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1248444002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 1 912 879 $, À 28 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LES MONTANTS INDIQUÉS EN REGARD DE CHACUN D’EUX ET LA RECONDUCTION DE 29 PROJETS, DU 1ER AVRIL 2024 AU 31 MARS 2025, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2024) / APPROUVER LES 29 PROJETS DE CONVENTION À CET EFFET - CF.O-SDIS-24-007",CE24 0959,2024-06-14,40000,,,
POUR 3 POINTS,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1248444002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 1 912 879 $, À 28 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LES MONTANTS INDIQUÉS EN REGARD DE CHACUN D’EUX ET LA RECONDUCTION DE 29 PROJETS, DU 1ER AVRIL 2024 AU 31 MARS 2025, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2024) / APPROUVER LES 29 PROJETS DE CONVENTION À CET EFFET - CF.O-SDIS-24-007",CE24 0959,2024-06-14,25000,,,
RÉSEAU CITOYEN DE SOLIDARITÉ ICIÉLA,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1248444002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 1 912 879 $, À 28 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LES MONTANTS INDIQUÉS EN REGARD DE CHACUN D’EUX ET LA RECONDUCTION DE 29 PROJETS, DU 1ER AVRIL 2024 AU 31 MARS 2025, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2024) / APPROUVER LES 29 PROJETS DE CONVENTION À CET EFFET - CF.O-SDIS-24-007",CE24 0959,2024-06-14,50000,,,
INTÉGRATION JEUNESSE DU QUÉBEC,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1248444002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 1 912 879 $, À 28 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LES MONTANTS INDIQUÉS EN REGARD DE CHACUN D’EUX ET LA RECONDUCTION DE 29 PROJETS, DU 1ER AVRIL 2024 AU 31 MARS 2025, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2024) / APPROUVER LES 29 PROJETS DE CONVENTION À CET EFFET - CF.O-SDIS-24-007",CE24 0959,2024-06-14,50000,,,
SANTROPOL ROULANT INC.,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1248444002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 1 912 879 $, À 28 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LES MONTANTS INDIQUÉS EN REGARD DE CHACUN D’EUX ET LA RECONDUCTION DE 29 PROJETS, DU 1ER AVRIL 2024 AU 31 MARS 2025, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2024) / APPROUVER LES 29 PROJETS DE CONVENTION À CET EFFET - CF.O-SDIS-24-007",CE24 0959,2024-06-14,25000,,,
CYCLISTES SOLIDAIRES,100% AGGLO,SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE,DIRECTION,1248444002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 1 912 879 $, À 28 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LES MONTANTS INDIQUÉS EN REGARD DE CHACUN D’EUX ET LA RECONDUCTION DE 29 PROJETS, DU 1ER AVRIL 2024 AU 31 MARS 2025, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2024) / APPROUVER LES 29 PROJETS DE CONVENTION À CET EFFET - CF.O-SDIS-24-007",CE24 0959,2024-06-14,30000,,,
ACCUEIL AUX IMMIGRANTS DE L'EST DE MONTRÉAL,100% VILLE,SERVICE DE LA CULTURE,DIRECTION DU DÉVELOPPEMENT CULTUREL,1248488004,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 591 036,16 $ À 37 ORGANISMES DE LOISIRS, COMMUNAUTAIRES  OU  CULTURELS, AINSI  QU’UNE  DÉPENSE  DE  17 000  $  EN  SERVICES  TECHNIQUES  À L’ARRONDISSEMENT DE VERDUN POUR LE MONTANT INDIQUÉ À CHACUN D’EUX, DANS LE CADRE DU PROGRAMME LA PRATIQUE ARTISTIQUE  AMATEUR : VERS UNE CITOYENNETÉ CULTURELLE DANS LES QUARTIERS 2023-2024 DE L'ENTENTE SUR LE DÉVELOPPEMENT CULTUREL DE LA VILLE DE MONTRÉAL MCC/VILLE 2021-2024 (EDCM)   ",CE24 0887,2024-06-07,18500,,,
ACCUEIL POUR IMMIGRANTS ET RÉFUGIÉS DU SUD-OUEST DE MONTRÉAL / CENTRE PRISME (AIR-SOM / CENTRE PRISME),100% VILLE,SERVICE DE LA CULTURE,DIRECTION DU DÉVELOPPEMENT CULTUREL,1248488004,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 591 036,16 $ À 37 ORGANISMES DE LOISIRS, COMMUNAUTAIRES  OU  CULTURELS, AINSI  QU’UNE  DÉPENSE  DE  17 000  $  EN  SERVICES  TECHNIQUES  À L’ARRONDISSEMENT DE VERDUN POUR LE MONTANT INDIQUÉ À CHACUN D’EUX, DANS LE CADRE DU PROGRAMME LA PRATIQUE ARTISTIQUE  AMATEUR : VERS UNE CITOYENNETÉ CULTURELLE DANS LES QUARTIERS 2023-2024 DE L'ENTENTE SUR LE DÉVELOPPEMENT CULTUREL DE LA VILLE DE MONTRÉAL MCC/VILLE 2021-2024 (EDCM)   ",CE24 0887,2024-06-07,19100,,,
