Gentile_no;Toponyme;Type_entite;Gentile;Prononciation;Variante;Commentaire;bibliographie;Toponyme_red 
1607;Témiscamingue;Réserve indienne;Voir Timiskaming (Réserve indienne);;;;;Témiscamingue
1608;Témiscamingue;Région;Témiscamien, Témiscamienne (1939) ;;"Variante (s) : Témiscamain; Témiscamingois (1925); Témiscamingouin (1939); Témiscaminguais (1939); Témiscaminguen (1940); Témiscaminguois (1939). ";Commentaire : Un journal qui dessert la région du Témiscamingue a pour titre Le Témiscamien et a été fondé en 1974. ;Bibliographie : CHÉNIER, Augustin (1939), « Témiscamiens. Baptisons-nous », dans Le Devoir, Montréal, 21 juin, p. 6.;Témiscamingue
1605;Témiscamingue, Circonscription électorale du;Circonscription électorale fédérale;Témiscamien, Témiscamienne (vers 1970);;;Commentaire : L'appellation « Circonscription électorale du Témiscamingue » (Circonscription électorale fédérale) n'a pas été officialisée à ce jour par la Commission de toponymie.;;Témiscamingue
1609;Témiscouata;MRC;Témiscouatain, Témiscouataine (1986);;;;;Témiscouata
1610;Témiscouata;Région ;Témiscouatain, Témiscouataine (1923)  ;;"Variante (s) : Témiscouatien (1916); Témiscouatin (1928).";Commentaire : Le romancier Jacques Ferron a créé un personnage qu'il a baptisé le Témiscouathèque. En outre, une collection porte le nom de « Publications Témiscouataines ».;;Témiscouata
1860;Témiscouata-sur-le-Lac;Ville;Témilacois, Témilacoise (2010*);;;Commentaire : Les villes de Cabano et de Notre-Dame-du-Lac se sont regroupées pour former la ville de CabanoNotre-Dame-du-Lac, le 5 mai 2010. Celle-ci est devenue la ville de Témiscouata-sur-le-Lac le 13 novembre 2010.;;Témiscouatasurlelac
2953;Terrasse-Vaudreuil;Municipalité;Terrassois, Terrassoise (2022*);;;;BRISSON, Jessica. « Les citoyens de Terrasse-Vaudreuil ont maintenant un gentilé », [En ligne], 2022, [www.neomedia.com].;TERRASSEVAUDREUIL
1611;Terrebonne;Ville;Terrebonnien, Terrebonnienne (1977*);;Variante (s) : Terrebonnais (1975). ;;Bibliographie : DESPATIS, Aimé (1986), « Terrebonnien, Terrebonnienne », dans La Revue, Terrebonne, 18 février, p. 6. VILLENEUVE, Ginette (1986), « Terrebonniens et Terrebonniennes », dans Le Trait d'union, Mascouche, 18 février, p. 35.;Terrebonne
1612;Tête-à-la-Baleine;Village (de la municipalité de la Côte-Nord-du-Golfe-du-Saint-Laurent);Baleinois, Baleinoise (1975);;;;;TêteàlaBaleine
1613;Tétreaultville;Secteur résidentiel (de la ville de Montréal);Tétreaultvillois, Tétreaultvilloise (1983);;;;;Tétreaulville
1614;Thetford Mines;Ville;Thetfordois, Thetfordoise (1975*);;Variante (s) : Thetfordien.;;;ThetfordMines
1615;Thetford-Partie-Sud;Secteur (de la ville de Thetford Mines);Thetfordsudois, Thetfordsudoise (1986*);;;"Commentaire : La municpalité du canton de Thetford-Partie-Sud n'existe plus depuis le 17 octobre 2001, par suite d'un regroupement municipal. Son territoire fait maintenant partie de la ville de Thetford Mines. Le nom « Thetford-Partie-Sud » a toutefois été préservé; il identifie un secteur de cette ville.";;ThetfordPartieSud
1616;Thorne;Municipalité ;Thornite (1986*) (forme anglaise);;;;;Thorne
1617;Thurso;Ville;"Thursolien, Thursolienne (1985*); Thursonian (1981) (forme anglaise)";;;;;Thurso
1803;Timiskaming;Réserve indienne;Timiskamingini (1983) (forme algonquine) ;[TI-MIS-KA-MIN-GUI-NI] ;Variante (s) : Timagamiwini. ;Commentaire : La réserve indienne de Témiscamingue est devenue la réserve indienne de Timiskaming en 1999. Le sens du gentilé est « hommes du lac profond », Témiscamingue provenant de l'algonquin tim, « profond » et kami, « eau ».;;Timiskaming
1618;Tingwick;Municipalité ;Tingwickois, Tingwickoise (1978*);;;;;Tingwick
1619;Toulnustouc, Rivière;Rivière;Kuetutinushtikulnu (1991) (forme innue) ;;;Commentaire : En innu, le nom de la rivière Toulnustouc est Kuetutinushtiku.;;Toulnustouc
1620;Toupiké, Rivière;Rivière;Toupikois, Toupikoise (1970) ;;;Commentaire : Le dérivé a été choisi à la suite d'une consultation populaire menée au sein de la population de la municipalité de Saint-Cyprien, dans Rivière-du-Loup et coiffe un équipement de loisir.;;Toupiké
1406;Touraine;Secteur (de la ville de Gatineau);Tourangeau, Tourangelle (1978) ;;;Commentaire : Le gentilé des habitants de la Touraine française et de Tours est identique et « atteste l'existence d'une forme disparue *Touronge, *Tourange, parallèle à Saintonge » (Albert Dauzat (1963), Les noms de lieux, Paris, Delagrave, p. 189).;;Touraine
1407;Tourelle;Village (de la ville de Sainte-Anne-des-Monts);Tourellois, Tourelloise (1986*);;;"Commentaire : La municipalité de Tourelle n'existe plus depuis le 2 février 2000, par suite d'un regroupement municipal. Son territoire fait maintenant partie de la ville de Sainte-Anne-des-Monts. Le nom « Tourelle » a toutefois été préservé; il identifie un village de cette municipalité.";;Tourelle
1408;Tourville;Municipalité;Tourvillien, Tourvillienne (1978);;;;;Tourville
1409;Tracy;Secteur (de la ville de Sorel-Tracy);Tracien, Tracienne (1978) ;;"Variante (s) : Tracéien; Tracyen.";"Commentaire : La ville de Tracy n'existe plus depuis le 15 mars 2002, par suite d'un regroupement municipal. Son territoire fait maintenant partie de la ville de Sorel-Tracy. Le nom « Tracy » a toutefois été préservé; il identifie un secteur de cette ville.";;Tracy
1410;Trécesson;Municipalité de canton;Trécessonnien, Trécessonnienne (1986*);;;;;Trécesson
1411;Tremblay;Municipalité de canton;Voir Canton-Tremblay (Secteur);;;;;Tremblay
1412;Très-Saint-Rédempteur;Municipalité ;Rédempteurois, Rédempteuroise (1986*);;;Commentaire : La municipalité de la paroisse de Très-Saint-Rédempteur est devenue la municipalité de Très-Saint-Rédempteur, le 30 janvier 2010.;;TrèsSaintRédempteur
1851;Très-Saint-Sacrement;Municipalité ;Sacrementois, Sacrementoise (2010*);Sacrementer (forme anglaise);;Commentaire : La municipalité de la paroisse de Très-Saint-Sacrement est devenue la municipalité de Très-Saint-Sacrement, le 30 janvier 2010.;;trèssaintsacrement
2912;Tring-Jonction;Municipalité de village;Trignois, Trignoise (2015*);;;;;TringJonction
1413;Trinité-des-Monts;Municipalité de paroisse;Voir La Trinité-des-Monts (Municipalité de paroisse);;;Commentaire : La particule « La » a été ajoutée en 1986.;;TrinitédesMonts
1414;Trois-Pistoles;Ville;Pistolois, Pistoloise (1980*);;"Variante (s) : Pistolet (1970); Tri-Pistolois; Trois-Pistolet (1912); Trois-Pistolien; Trois-Pistolois. ";Commentaire : Quoique en usage, la variante Pistolet, eu égard au rapprochement qu'elle provoque naturellement, a été remplacée à bon escient par les autorités municipales en collaboration avec la Société historique et généalogique de Trois-Pistoles.;Bibliographie : MORIN, A. (1984), « Gens de Trois-Pistoles : qu'on ne vous appelle plus Pistolets mais Pistolois et Pistoloises », dans Le Courrier de Trois-Pistoles, Trois-Pistoles, 23 mai, p. 4. X, Marthe (1985), « Comment vous appelez-vous? », dans Justice, Québec, mars, p. 47.;TroisPistoles
1415;Trois-Pistoles, Rang;Chemin (de la municipalité de la paroisse de Saint-Damien-de-Buckland);Pistolais, Pistolaise (1982);;;;;TroisPistoles
1416;Trois-Rives;Municipalité;Trois-Riverain, Trois-Riveraine (1999*);;;Commentaire : La municipalité de Boucher est devenue la municipalité de Trois-Rives, le 26 septembre 1998.;;TroisRives
1417;Trois-Rivières;Ville;"Trifluvien (1870), Trifluvienne (1831*); Trifluvian (forme anglaise)";;"Variante (s) : Troisfleuvian (1948) (forme anglaise); Trois-Riviérais (1903). ";Commentaire : Le gentilé provient du latin tres, « trois » et de fluvus, « fleuve, rivière ». La variante anglaise figure dans une liste publiée par Henry Mencken dans American Speech et présente un exemple étonnant et rarissime de calque du français par l'anglais. Au XIXe siècle, les publications journalistiques affectionnaient particulièrement l'adjectif tiré de Trois-Rivières puisqu'il figure dans le titre de l'Union Trifluvienne (1869), de The Trifluvian Trader (1870-1876) et du Trifluvien (journal existant). ;Bibliographie : DUGAS, Jean-Yves (1984), « le gentilé «Trifluvien ». À propos de la dénomination des citoyens de Trois-Rivières », dans Le Nouvelliste, Trois-Rivières, 8 février, p. 4. ;TroisRivières
1418;Trois-Rivières-Ouest;Secteur (de la ville de Trois-Rivières);Ouestrifluvien, Ouestrifluvienne (1984*);;;"Commentaire : La ville de Trois-Rivières-Ouest n'existe plus depuis le 1er janvier 2002, par suite d'un regroupement municipal. Son territoire fait maintenant partie de la ville de Trois-Rivières. Le nom « Trois-Rivières-Ouest » a toutefois été préservé; il identifie un secteur de cette ville. Pour la formation du gentilé, se reporter à Trois-Rivières (Ville). ";Bibliographie : ANONYME (1986), « Nos citoyens des « Ouestrifluviens », Hebdo du Cap, Cap-de-la-Madeleine, 11 mars, p. 21. ROY-GUÉRIN, Michelle (1986), « Les habitants de Trois-Rivières-Ouest... officiellement Ouestrifluviens », dans Le Nouvelliste, Trois-Rivières, 4 février.;TroisRivièresOuest
1419;Tuvaaluk;Village;Tuvaalummiuq (1982) (forme inuite) ;[TOU-VA-LOU-MI-YOUK];;Commentaire : L'appellation « Tuvaaluk » (Village) n'a pas été officialisée à ce jour par la Commission de toponymie.;;Tuvaaluk
1420;Uashat;Réserve indienne;"Uashaunnu (1980) (forme innue); Waasaaw-iiyuw (1994) (forme naskapie)";;Variante (s) : Wacauwilnu (1931) (forme innue). ;Commentaire : Le gentilé signifie : « peuple de la baie ». Jadis, le poste de traite de Sept-Îles était identifié comme Uashau. En naskapi, le gentilé désigne, en outre, un Innu.;;Uashat
1421;Ulverton;Municipalité;"Ulvertonien, Ulvertonienne (1984*); Ulvertonian (1978) (forme anglaise)";;Variante (s) : Ulvertonois.;;;Ulverton
1422;Umiujaq;Municipalité de village nordique;Umiujarmiuq (1986) (forme inuite) ;[OU-MI-OU-YA-MI-YOUK];;;;Umiujaq
1423;Ungava;Région ;Ungavien, Ungavienne (1962) Ungavamiuq (1980) (forme inuite);;;Commentaire : L'appellation « Ungava » (Région) n'a pas été officialisée à ce jour par la Commission de toponymie.;;Ungava
1424;Upton;Municipalité;Uptonais, Uptonaise (1986*);;;Commentaire : La municipalité d'Upton est issue du regroupement de la municipalité du village d'Upton et de la municipalité de la paroisse de Saint-Éphrem-d'Upton, le 25 février 1998.;;Upton
1805;Upton;Municipalité de village;Voir Upton (Municipalité);;;;;Upton
1425;Val-Alain;Municipalité;Val-Alainois, Val-Alainoise (1990*);;;;;ValAlain
1426;Val-Barrette;Secteur (de la municipalité de Lac-des-Écorces);Barrettois, Barrettoise (1984*);;;"Commentaire : La municipalité du village de Val-Barrette n'existe plus depuis le 10 octobre 2002, par suite d'un regroupement municipal. Son territoire fait maintenant partie de la municipalité de Lac-des-Écorces. Le nom « Val-Barrette » a toutefois été préservé; il identifie un secteur de cette municipalité.";;ValBarrette
1427;Val-Bélair;Secteur (de la ville de Québec);Bélairois, Bélairoise (1983*);;Variante (s) : Val-Bélairien (1979).;"Commentaire : La ville de Val-Bélair n'existe plus depuis le 1er janvier 2002, par suite d'un regroupement municipal. Son territoire fait maintenant partie de la ville de Québec. Le nom « Val-Bélair » a toutefois été préservé; il identifie un secteur de cette ville.";Bibliographie : ANONYME (1986), « Sur la Table du Conseil de Val Bélair », dans Le Mercredi soir, Loretteville, 2 juillet, p. 6.;ValBélair
1621;Val-Brillant;Municipalité;Val-Brillantois, Val-Brillantoise (1989*);;;;;ValBrillant
1622;Valcartier-Village;Village (de la municipalité de Saint-Gabriel-de-Valcartier);Valcartiste (1974);;;;;ValcartierVillage
1623;Valcourt;Municipalité de canton;Valcourtois, Valcourtoise (1986*);;;;;Valcourt
1624;Valcourt;Ville;Valcourtois, Valcourtoise (1978);;;;;Valcourt
1625;Val-David;Municipalité de village;Val-Davidois, Val-Davidoise (1984*);;Variante (s) : Valdavidois.;;;ValDavid
1626;Val-des-Bois;Municipalité;Valboisien, Valboisienne (1996*);;;;;ValdesBois
1627;Val-des-Lacs;Municipalité;Vallacquois, Vallacquoise (1986*);;;;;ValdesLacs
1628;Val-des-Monts;Municipalité;Montvalois, Montvaloise (1978*);;"Variante (s) : Montvallois; Valmontois.";;;ValdesMonts
1629;Val-d'Espoir;Hameau (de la ville de Percé);Val-d'Espoirien, Val-d'Espoirienne (1978);;;;;ValdEspoir
2948;Val-des-Sources;Ville;Valsourcien, Valsourcienne (2020);;;;;VALDESSOURCES
1630;Val-d'Or;Ville;"Valdorien, Valdorienne (2014*); Valdorian (1983) (forme anglaise)";;"Variante (s) : Valdoran (1969) (forme anglaise); Val d'Orian (1982); Vald'orien; Val-d'Orien.";;;ValdOr
1631;Valençay;Hameau;Valencien, Valencienne (1986);;;Commentaire : L'appellation « Valençay » (Hameau) n'a pas été officialisée à ce jour par la Commission de toponymie.;;Valençay
1632;Val-Joli;Municipalité;Val-Jolois, Val-Joloise (2000*);;;;;ValJoli
1633;Vallée-de-la-Châteauguay;Région;Châteauguayen, Châteauguayenne (1983) ;[CHA-TO-GUÉ-IN/ENNE];;;;ValléedelaChâteauguay
1635;Vallée-du-Richelieu;Région;Richelain, Richelaine (1978);;Variante (s) : Richelois (1905).;Commentaire : L'appellation « Vallée-du-Richelieu (Région) n'a pas été officialisée à ce jour par la Commission de toponymie.;;ValléeduRichelieu
1636;Vallée-du-Saint-Laurent;Région;Laurentien, Laurentienne (1934);;;Commentaire : L'appellation « Vallée-du-Saint-Laurent » (Région) n'a pas été officialisée à ce jour par la Commission de toponymie.;;ValléeduSaintLaurent
1637;Vallée-du-Saint-Maurice;Région;Saint-Mauricien, Saint-Mauricienne (1986);;;Commentaire : L'appellation « Vallée-du-Saint-Maurice » (Région) n'a pas été officialisée à ce jour par la Commission de toponymie.;;ValléeduSaintMaurice
1638;Vallée-Jonction;Municipalité;Valléen, Valléenne (1995*);;;;;ValléeJonction
1639;Valmont;Ancien village (de la municipalité de la paroisse de Notre-Dame-du-Mont-Carmel);Valmongeois, Valmongeoise (1979);;;La finale du gentilé en -geois surprend de prime abord. L'appellation « Valmont » (Village) n'a plus de statut officiel à la Commission de toponymie depuis 1990.;;Valmont
1640;Val-Morin;Municipalité;Valmorinois, Valmorinoise (1984*);;Variante (s) : Val-Morinois. ;;Bibliographie : DESLAURIERS, Daniel (1984), « Les citoyens de Val-Morin porteront le nom de Val-Morinois (sic)! », dans L'Information du Nord, Saint-Jovite, 18 juin. VALIQUETTE, Michel (1984), « Les Valmorinois sont officiellement nés », dans L'Écho du Nord, Saint-Jérôme, 20 juin, p. 20.;ValMorin
1857;Val-Racine;Municipalité;Val-Racinois, Val-Racinoise (2010*);;;;;VALRACINE
1641;Val-Saint-Gilles;Municipalité;Saint-Gillois, Saint-Gilloise (1980*);;;;;ValSaintGilles
1642;Val-Saint-Michel;Secteur (de la ville de Québec);Michelois, Micheloise (1974) ;;;;;ValSaintMichel
1643;Val-Senneville;Secteur (de la ville de Val-d'Or);Val-Sennevillois, Val-Sennevilloise (1986*);;;"Commentaire : La municipalité de Val-Senneville n'existe plus depuis le 1er janvier 2002, par suite d'un regroupement municipal. Son territoire fait maintenant partie de la ville de Val-d'Or. Le nom « Val-Senneville » a toutefois été préservé; il identifie un secteur de cette ville.";;ValSenneville
1644;Vanier;Secteur (de la ville de Québec);Vaniérois, Vaniéroise (1981*);;;"Commentaire : La ville de Vanier n'existe plus depuis le 1er janvier 2002, par suite d'un regroupement municipal. Son territoire fait maintenant partie de la ville de Québec. Le nom « Vanier » a toutefois été préservé; il identifie un secteur de cette ville. Le Vaniérois véhicule depuis 1983 les informations de nature municipale à l'intention de la population. Les citoyens de Vanier (Ontario) sont identifiés par un gentilé identique. ";Bibliographie : LÉPINE, Yvan (1986), « L'ex-Québec-Ouest en changeant de nom a changé de réputation », dans Le Soleil, Québec, 23 mars, p. A-10.;Vanier
