point_echantillonnage,plan_eau,administration,nom,descrip_longue,programme,sous_prog,station_nom,date_heure,raison_annulation,temperature,conductivite,pH,signe,coliformes_fecaux,prec_0_mm,prec_1_mm,prec_2_mm,prec_tot_60h,meteo,tournee,latitude,longitude,x,y
"RDP-490","rivière des Prairies - côté Montréal","Rivière-des-Prairies-Pointe-aux-Trembles","Parc des Cageux","parc des Cageux, inters. boul. Gouin E. et 94e av.","Q","Q","RDP-490   Parc des Cageux",2024-08-06T14:47:57,,"         26.9",128,8.5,"=",200,0,3.9,1,4.9,-1,13,"45.6782795097002","-73.5350193452133",302071.8798,5059821.8445
"RDP-60","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","P-n de l'Anse-à-l'Orme","p-n de l'Anse-à-l'Orme, boul Gouin O. à l'est de à rue Lauzon","Q","Q","RDP-60   P-n de l'Anse-à-l'Orme",2024-08-06T08:38:10,,"         21.2",166,7.7,"=",3,0,3.9,1,4.9,-1,13,"45.4538049608123","-73.9387224304627",270485.7119,5034968.634
"RDP-75","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","P-n du Cap-Saint-Jacques (chalet d'accueil)","p-n du Cap-St-Jacques, rampe mise à l'eau, inters. boul. Gouin E. et rue Pilon","Q","Q","RDP-75   P-n du Cap-Saint-Jacques (chalet d'accueil)",2024-08-06T08:45:23,,"         23.2",109,7.5,"=",18,0,3.9,1,4.9,-1,13,"45.4627080324044","-73.9184105817761",272079.5346,5035949.5595
"RDP-80","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc Hélène-Legault","parc Hélène-Legault, inters. rue des Cageux et rue Hélène","Q","Q","RDP-80   Parc Hélène-Legault",2024-08-06T08:55:41,,"         23.6",109,7.4,"=",220,0,3.9,1,4.9,-1,13,"45.4686422044555","-73.8885945952785",274414.3865,5036597.3177
"BLAP-0.5","Bassin de Laprairie","LaSalle","Parc Ranger","parc Ranger, inters. du boul. Lasalle et de la rue Lyette","Q","Q","BLAP-0.5   Parc Ranger",2024-08-07T08:03:26,,"         23.3",232,7.6,"=",13,0,0,3.9,3.9,-2,13,"45.4283890155487","-73.6658646001039",291821.219,5032063.9311
"BLAP-11","Bassin de Laprairie","Verdun","parc Adian-D.-Archambault","Île-des-Soeurs, au bout du boul. de la Forêt, au sud du parc Adian-D.-Archambault","Q","Q","BLAP-11   parc Adian-D.-Archambault",2024-08-07T09:29:59,,"         23.9",254,7.9,"=",16,0,0,3.9,3.9,-2,13,"45.45479000000","-73.55954000000",300143.416,5034986.0837
"BLAP-2.2","Bassin de Laprairie","LaSalle","Parc des Rapides (vague à Guy)","parc des Rapides, vague à Guy, près de la place René-Lévesque","Q","Q","BLAP-2.2   Parc des Rapides (vague à Guy)",2024-08-07T08:23:43,,"         23.9",240,7.8,"=",7,0,0,3.9,3.9,-2,13,"45.4193878874845","-73.6032027823536",296723.1759,5031055.4436
"BLAP-2.5","Bassin de Laprairie","LaSalle","Parc des Rapides (Tsse Serre)","parc des Rapides - Tsse Serre, inters. boul. Lasalle et boul. Bishop-Power","Q","Q","BLAP-2.5   Parc des Rapides (Tsse Serre)",2024-08-07T08:29:41,,"         23.9",241,7.8,"=",16,0,0,3.9,3.9,-2,13,"45.4265587527464","-73.5951266254355",297356.172,5031851.555
"BLAP-4","Bassin de Laprairie","Verdun","Parc Desmarchais (marina)","parc Desmarchais, marina de Verdun, inters. boul. Lasalle et boul. Desmarchais ","Q","Q","BLAP-4   Parc Desmarchais (marina)",2024-08-07T08:56:59,,"         23.7",246,7.7,"=",48,0,0,3.9,3.9,-2,13,"45.4539704516771","-73.5637815233017",299811.3983,5034895.374
"BLAP-6.5","Bassin de Laprairie","Verdun","Esplanade de la Pointe-Nord","Îles-des-Soeurs, Esplanade de la Pointe-Nord,  rue de la Rotonde et ch. de la Pointe-N.","Q","Q","BLAP-6.5   Esplanade de la Pointe-Nord",2024-08-07T09:59:51,,"         23.9",257,8.1,"=",7,0,0,3.9,3.9,-2,13,"45.4736476593745","-73.5369840044223",301908.3429,5037080.7832
"FSL-190","Fleuve Saint-Laurent","Ville-Marie","Parc J.-Drapeau (pl Nations)","île Ste-Hélène, parc Jean-Drapeau, place des Nations, ch. du Tour de l'isle","Q","Q","FSL-190   Parc J.-Drapeau (pl Nations)",2024-08-07T10:30:37,,"         23.7",285,8,"<",2,0,0,3.9,3.9,-2,13,"45.5063520398077","-73.5339008652459",302150.9369,5040715.1225
"FSL-200","Fleuve Saint-Laurent","Ville-Marie","Marina du Vieux-Port","marina du Vieux-Port, rue Jacques-Cartier","Q","Q","FSL-200   Marina du Vieux-Port",2024-08-07T11:01:26,,"         23.5",263,8.1,"=",8,0,0,3.9,3.9,-2,13,"45.5058652069461","-73.5506895324238",300839.0118,5040661.7113
"FSL-310","Fleuve Saint-Laurent","Mercier-Hochelaga-Maisonneuve","Parc de la Prom.-Bellerive (aval)","parc de la Promenade-Bellerive, inters. rue Bellerive et av. Gonthier","Q","Q","FSL-310   Parc de la Prom.-Bellerive (aval)",2024-08-07T11:51:12,,"         24.6",269,8.2,"=",7,0,0,3.9,3.9,-2,13,"45.6098631972965","-73.5072679126395",304233.1165,5052217.9466
"FSL-340","Fleuve Saint-Laurent","Rivière-des-Prairies-Pointe-aux-Trembles","Parc du Fort-de-Pointe-aux-Trembles","parc du Fort-de-Pointe-aux-Trembles, inters. rue Bellerive et boul. Saint-Jean-Batiste","Q","Q","FSL-340   Parc du Fort-de-Pointe-aux-Trembles",2024-08-07T12:10:03,,"         24.1",271,8.2,"=",10,0,0,3.9,3.9,-2,13,"45.6398647214273","-73.4872893907283",305790.8749,5055552.1551
"FSL-360","Fleuve Saint-Laurent","Rivière-des-Prairies-Pointe-aux-Trembles","Marina Pointe-aux-Trembles","marina Pointe-aux-Trembles, inters. rue Notre-Dame E. et boul. du Tricentenaire","Q","Q","FSL-360   Marina Pointe-aux-Trembles",2024-08-07T12:17:42,,"         25.3",270,8.5,"=",200,0,0,3.9,3.9,-2,13,"45.6493140952923","-73.4862348350444",305872.904,5056602.3084
"FSL-400","Fleuve Saint-Laurent","Rivière-des-Prairies-Pointe-aux-Trembles","Parc C.-De La Rousselière","Parc Clémentine-De La Rousselière, inters. rue Notre-Dame E. et boul. de la Rousselière","Q","Q","FSL-400   Parc C.-De La Rousselière",2024-08-07T12:35:35,,"         25.6",267,8.8,"=",48,0,0,3.9,3.9,-2,13,"45.6674646711584","-73.491396402065",305470.3772,5058619.3898
"FSL-425","Fleuve Saint-Laurent","Rivière-des-Prairies-Pointe-aux-Trembles","Parc Marcel-Léger","parc Marcel-Léger, extrémité de la rue Françoise-Langlois","Q","Q","FSL-425   Parc Marcel-Léger",2024-08-07T12:44:52,,"         24.7",271,8.3,"=",140,0,0,3.9,3.9,-2,13,"45.6769888816945","-73.4901806845972",305564.974,5059677.8624
"FSL-490","Fleuve Saint-Laurent","Rivière-des-Prairies-Pointe-aux-Trembles","Future plage de l'Est","future plage de l'Est, inters. rue Bellerive et 94e av.","Q","Q","FSL-490   Future plage de l'Est",2024-08-07T13:12:00,,"         25.3",270,8.3,"=",58,0,0,3.9,3.9,-2,13,"45.6974160812708","-73.4798329057915",306370.5462,5061948.1716
"FSL-500","Fleuve Saint-Laurent","Rivière-des-Prairies-Pointe-aux-Trembles","Parc du Bout-de-l'île (fleuve)","parc du Bout-de-l'Île (côté fleuve), extrémité N. de la rue Bureau","Q","Q","FSL-500   Parc du Bout-de-l'île (fleuve)",2024-08-07T13:19:48,,"         25.1",269,8.6,"=",66,0,0,3.9,3.9,-2,13,"45.700650225823","-73.4782186947061",306496.1578,5062307.629
"BLAP-01","Bassin de Laprairie","Lachine","Canal de Lachine (pont Lafleur)","Canal de Lachine, inters. av. Dollard et rue de la Berge du Canal","Q","Q","BLAP-01   Canal de Lachine (pont Lafleur)",2024-08-05T11:31:47,,"         26.2",230,8,"=",33,0,1,0,1,-1,13,"45.4414672937971","-73.6451203318245",293447.0651,5033514.171
"BLAP-02","Bassin de Laprairie","Le Sud-Ouest","Canal de Lachine (H2O adventures)","Canal de Lachine, inters. rue d'Argenson et rue St-Patrick","Q","Q","BLAP-02   Canal de Lachine (H2O adventures)",2024-08-05T12:07:04,,"         25.6",217,7.9,"=",5,0,1,0,1,-1,13,"45.4790222960599","-73.5739640483429",299017.5452,5037680.0622
"LSL-0.5","Lac Saint-Louis","Lachine","Port de plaisance de Lachine","port de plaisance de Lachine, rampe de mise à l'eau, ch. des Iroquois","Q","Q","LSL-0.5   Port de plaisance de Lachine",2024-08-05T11:03:40,,"         25.8",230,8.2,"=",5,0,1,0,1,-1,13,"45.4291699380414","-73.6739695048603",291187.204,5032152.0541
"LSL-10.5","Lac Saint-Louis","Beaconsfield","Yatch Club de Beaconsfield","Yatch Club de Beaconsfield, ch. Lakeshore, entre boul. le Beaconsfield et l'av. Old Church","Q","Q","LSL-10.5   Yatch Club de Beaconsfield",2024-08-05T09:11:04,,"         25.3",211,7.8,"=",2,0,1,0,1,-1,13,"45.4255023315166","-73.8366653553449",278454.8463,5031784.8901
"LSL-11","Lac Saint-Louis","Beaconsfield","Parc St-James","parc Saint-James, inters. Ch. Lakeshore et av. Kirkwood","Q","Q","LSL-11   Parc St-James",2024-08-05T09:03:42,,"         25.2",210,7.7,"=",3,0,1,0,1,-1,13,"45.4290026730771","-73.8427568704778",277979.8233,5032175.8928
"LSL-12","Lac Saint-Louis","Beaconsfield","Parc Centennial","parc Centennial, inters. boul. Beaconsfield et road Shore","Q","Q","LSL-12   Parc Centennial",2024-08-05T08:54:39,,"         25.3",206,7.5,"=",3,0,1,0,1,-1,13,"45.423361061739","-73.8618644636909",276481.8643,5031555.4958
"LSL-13","Lac Saint-Louis","Beaconsfield","Parc Angell","parc Angell, inters. rue Lakeshore et av. Angell","Q","Q","LSL-13   Parc Angell",2024-08-05T08:44:56,,"         25.2",135,7.4,"=",7,0,1,0,1,-1,13,"45.4154062783815","-73.8841111132674",274736.7053,5030679.563
"LSL-14","Lac Saint-Louis","Beaconsfield","Parc Lakeview ","parc Lakeview, inters. rue Lakeshore et boul. Lakeview","Q","Q","LSL-14   Parc Lakeview ",2024-08-05T08:34:20,,"         25.6",122,7,"=",5,0,1,0,1,-1,13,"45.4148837516146","-73.8895038272654",274314.3517,5030623.5247
"LSL-16","Lac Saint-Louis","Baie d'Urfé","Parc de l'Hôtel de Ville","parc de l'Hôtel de Ville, inters. rue Lakeshore et rue Carrière","Q","Q","LSL-16   Parc de l'Hôtel de Ville",2024-08-05T08:25:48,,"         25.3",119,7,"=",15,0,1,0,1,-1,13,"45.4075003459669","-73.9169645299374",272160.808,5029813.7899
"LSL-17","Lac Saint-Louis","Baie d'Urfé","Parc Bertold","parc Bertold, inters. rue Lakeshore et rue Churchill","Q","Q","LSL-17   Parc Bertold",2024-08-05T08:18:48,,"         25.3",117,7,"=",10,0,1,0,1,-1,13,"45.4035305295152","-73.924248074914",271588.3399,5029375.6105
"LSL-18","Lac Saint-Louis","Sainte-Anne-de-Bellevue","Campus MacDonald","ch. Lakeshore, devant le campus MacDonald de l'université McGill","Q","Q","LSL-18   Campus MacDonald",2024-08-05T08:13:03,,"         25.3",115,7,">",6000,0,1,0,1,-1,13,"45.4042505148227","-73.9345207723043",270784.5886,5029459.9129
"LSL-19","Lac Saint-Louis","Sainte-Anne-de-Bellevue","Parc Kelso","parc Kelso, inters. rue Sainte-Anne et rue Perrault","Q","Q","LSL-19   Parc Kelso",2024-08-05T08:06:54,,"         25.4",110,7.1,"=",12,0,1,0,1,-1,13,"45.4022502581518","-73.9460300021975",269882.3843,5029242.5574
"LSL-2","Lac Saint-Louis","Lachine","Marina d'escale","Marina d'escale, inters. boul. Saint-Joseph et 24e av.","Q","Q","LSL-2   Marina d'escale",2024-08-05T10:50:50,,"         25.0",236,7.9,"=",15,0,1,0,1,-1,13,"45.4328087246302","-73.6858351455466",290259.6737,5032558.5059
"BLAP-9","Bassin de Laprairie","Verdun","Parc de West Vancouver","Île-des-Soeurs, parc de West Vancouver, inters. boul. de l'Île-des-Soeurs et rue Darwin","Q","Q","BLAP-9   Parc de West Vancouver",2024-08-26T11:35:52,,"         23.6",258,8.9,"=",42,0,1.2,0,1.2,-1,16,"45.4566057761771","-73.5417950855433",301531.1956,5035187.1073
"FSL-190","Fleuve Saint-Laurent","Ville-Marie","Parc J.-Drapeau (pl Nations)","île Ste-Hélène, parc Jean-Drapeau, place des Nations, ch. du Tour de l'isle","Q","Q","FSL-190   Parc J.-Drapeau (pl Nations)",2024-08-26T10:47:53,,"         22.0",299,8.4,"=",8,0,1.2,0,1.2,-1,16,"45.5063520398077","-73.5339008652459",302150.9369,5040715.1225
"FSL-200","Fleuve Saint-Laurent","Ville-Marie","Marina du Vieux-Port","marina du Vieux-Port, rue Jacques-Cartier","Q","Q","FSL-200   Marina du Vieux-Port",2024-08-26T09:58:21,,"         22.2",255,8.2,"=",140,0,1.2,0,1.2,-1,16,"45.5058652069461","-73.5506895324238",300839.0118,5040661.7113
"FSL-205","Fleuve Saint-Laurent","Ville-Marie","Plage de l'Horloge","Vieux-Montréal, plage de l'Horloge, rue Quai de l'Horloge","Q","Q","FSL-205   Plage de l'Horloge",2024-08-26T10:26:19,,"         22.3",253,8.2,"=",25,0,1.2,0,1.2,-1,16,"45.512792691621","-73.5461343061635",301195.4091,5041431.3524
"FSL-330","Fleuve Saint-Laurent","Montréal-Est","Parc de l'Hôtel-de-Ville","parc de l'Hôtel-de-Ville, inters. Avenue Broadway et rue Sainte-Julie","Q","Q","FSL-330   Parc de l'Hôtel-de-Ville",2024-08-26T08:57:31,,"         22.2",280,8.5,"=",64,0,1.2,0,1.2,-1,16,"45.6293052105372","-73.4949136748119",305196.5867,5054378.5783
"FSL-340","Fleuve Saint-Laurent","Rivière-des-Prairies-Pointe-aux-Trembles","Parc du Fort-de-Pointe-aux-Trembles","parc du Fort-de-Pointe-aux-Trembles, inters. rue Bellerive et boul. Saint-Jean-Batiste","Q","Q","FSL-340   Parc du Fort-de-Pointe-aux-Trembles",2024-08-26T08:48:58,,"         21.8",278,8.3,"=",46,0,1.2,0,1.2,-1,16,"45.6398647214273","-73.4872893907283",305790.8749,5055552.1551
"FSL-360","Fleuve Saint-Laurent","Rivière-des-Prairies-Pointe-aux-Trembles","Marina Pointe-aux-Trembles","marina Pointe-aux-Trembles, inters. rue Notre-Dame E. et boul. du Tricentenaire","Q","Q","FSL-360   Marina Pointe-aux-Trembles",2024-08-26T08:41:02,,"         21.8",282,8.2,"=",320,0,1.2,0,1.2,-1,16,"45.6493140952923","-73.4862348350444",305872.904,5056602.3084
"FSL-380","Fleuve Saint-Laurent","Rivière-des-Prairies-Pointe-aux-Trembles","Rampe de mise à l'eau (36e av.)","rampe de mise à l'eau, rue Notre-Dame E., entre la 36e av. et la 39e av.","Q","Q","FSL-380   Rampe de mise à l'eau (36e av.)",2024-08-26T08:34:31,,"         21.4",283,8.2,"=",160,0,1.2,0,1.2,-1,16,"45.6587322474231","-73.4889325229544",305662.4924,5057648.9475
"FSL-400","Fleuve Saint-Laurent","Rivière-des-Prairies-Pointe-aux-Trembles","Parc C.-De La Rousselière","Parc Clémentine-De La Rousselière, inters. rue Notre-Dame E. et boul. de la Rousselière","Q","Q","FSL-400   Parc C.-De La Rousselière",2024-08-26T08:28:19,,"         21.4",288,8.2,"=",360,0,1.2,0,1.2,-1,16,"45.6674646711584","-73.491396402065",305470.3772,5058619.3898
"FSL-425","Fleuve Saint-Laurent","Rivière-des-Prairies-Pointe-aux-Trembles","Parc Marcel-Léger","parc Marcel-Léger, extrémité de la rue Françoise-Langlois","Q","Q","FSL-425   Parc Marcel-Léger",2024-08-26T08:21:31,,"         21.2",287,8.2,"=",250,0,1.2,0,1.2,-1,16,"45.6769888816945","-73.4901806845972",305564.974,5059677.8624
"FSL-430","Fleuve Saint-Laurent","Rivière-des-Prairies-Pointe-aux-Trembles","P-n de la Pointe-aux-Prairies (fleuve)","p-n de la Pointe-aux-Prairie (secteur du Fleuve), rue Notre-Dame E., à l'est de la 67e av.","Q","Q","FSL-430   P-n de la Pointe-aux-Prairies (fleuve)",2024-08-26T08:15:57,,"         21.6",284,8.2,"=",1300,0,1.2,0,1.2,-1,16,"45.6798315529772","-73.4899432381485",305583.4326,5059993.7819
"FSL-460","Fleuve Saint-Laurent","Rivière-des-Prairies-Pointe-aux-Trembles","Parc Pierre-Payet (82 av.)","parc Pierre-Payet, inters. rue Bellerive et 82e av.","Q","Q","FSL-460   Parc Pierre-Payet (82 av.)",2024-08-26T08:09:16,,"         21.5",287,8.2,"=",520,0,1.2,0,1.2,-1,16,"45.6886641772625","-73.4854110565968",305936.3156,5060975.4414
"FSL-480","Fleuve Saint-Laurent","Rivière-des-Prairies-Pointe-aux-Trembles","Parc Pierre-Payet (rampe de mise à l'eau)","parc Pierre-Payet, rampe de mise à l'eau, inters. rue Bellerive et rue Pauline-Donalda","Q","Q","FSL-480   Parc Pierre-Payet (rampe de mise à l'eau)",2024-08-26T08:03:46,,"         21.6",284,8.2,"=",250,0,1.2,0,1.2,-1,16,"45.6922942180654","-73.4821772369623",306188.1042,5061378.9139
"FSL-490","Fleuve Saint-Laurent","Rivière-des-Prairies-Pointe-aux-Trembles","Future plage de l'Est","future plage de l'Est, inters. rue Bellerive et 94e av.","Q","Q","FSL-490   Future plage de l'Est",2024-08-26T07:58:40,,"         21.6",281,8.3,"=",150,0,1.2,0,1.2,-1,16,"45.6974160812708","-73.4798329057915",306370.5462,5061948.1716
"FSL-500","Fleuve Saint-Laurent","Rivière-des-Prairies-Pointe-aux-Trembles","Parc du Bout-de-l'île (fleuve)","parc du Bout-de-l'Île (côté fleuve), extrémité N. de la rue Bureau","Q","Q","FSL-500   Parc du Bout-de-l'île (fleuve)",2024-08-26T07:51:11,,"         21.6",289,8,"=",230,0,1.2,0,1.2,-1,16,"45.700650225823","-73.4782186947061",306496.1578,5062307.629
"RDP-100","rivière des Prairies - côté Montréal","L'Île-Bizard-Sainte-Geneviève","Rue Beaulieu","extrémité de la rue Beaulieu","Q","Q","RDP-100   Rue Beaulieu",2024-08-28T14:10:12,,"         24.0",135,8.1,"=",91,0,6,0,6,-1,16,"45.4727244286616","-73.8776469355865",275272.555,5037046.894
"RDP-110","rivière des Prairies - côté Montréal","L'Île-Bizard-Sainte-Geneviève","Parc Antoine-Faucon","parc Antoine-Faucon, extrémité de la rue du Pont","Q","Q","RDP-110   Parc Antoine-Faucon",2024-08-28T14:02:13,,"         22.9",131,7.9,"=",40,0,6,0,6,-1,16,"45.4858662338675","-73.8690574603324",275950.8558,5038504.2228
"RDP-120","rivière des Prairies - côté Montréal","L'Île-Bizard-Sainte-Geneviève","Parc du Portage","parc du Portage, extrémité de la rue Bourget","Q","Q","RDP-120   Parc du Portage",2024-08-28T13:57:01,,"         23.8",132,8,"=",98,0,6,0,6,-1,16,"45.4877722408811","-73.8633425794652",276398.5446,5038714.0016
"RDP-140","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc de la Rive-Boisée","parc de la Rive-Boisée, ch. Rive-Boisée, au sud de la rue David","Q","Q","RDP-140   Parc de la Rive-Boisée",2024-08-28T13:50:00,,"         24.1",180,7.9,"=",2700,0,6,0,6,-1,16,"45.498715312948","-73.8549270265629",277061.7369,5039927.1678
"RDP-150","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Rue du Bocage","extrémité de la rue du Bocage","Q","Q","RDP-150   Rue du Bocage",2024-08-28T13:43:05,,"         23.6",149,8,"=",600,0,6,0,6,-1,16,"45.4995266862813","-73.8582499475153",276802.4461,5040018.4888
"RDP-160","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc de Versailles","parc de Versailles, inters. rue Desjardins et rue William","Q","Q","RDP-160   Parc de Versailles",2024-08-28T13:33:28,,"         22.8",132,8,"=",80,0,6,0,6,-1,16,"45.5122666642227","-73.8487785698841",277548.7904,5041431.0317
"RDP-180","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","P-n des Rapides-du-Cheval-Blanc","p-n des Rapides-du-Cheval-Blanc, extrémité de la rue Riviera","Q","Q","RDP-180   P-n des Rapides-du-Cheval-Blanc",2024-08-28T13:20:32,,"         23.0",130,8,"=",72,0,6,0,6,-1,16,"45.5169191946614","-73.8294387898092",279061.9913,5041941.6903
"RDP-190","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc de l'Île de Roxboro","parc de l'Île de Roxboro, extrémité de la 5e av. N. ","Q","Q","RDP-190   Parc de l'Île de Roxboro",2024-08-28T13:11:48,,"         22.8",131,8.1,"=",91,0,6,0,6,-1,16,"45.5139898976476","-73.8210775595973",279713.9261,5041613.5097
"RDP-195","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc Louise-Deschênes","parc Louise-Deschênes, extrémité de la 1iere av. N.","Q","Q","RDP-195   Parc Louise-Deschênes",2024-08-28T12:58:57,,"         22.6",131,7.9,"=",100,0,6,0,6,-1,16,"45.5156458055413","-73.8132481753806",280326.3605,5041795.1161
"RDP-20","rivière des Prairies - côté Montréal","Senneville","Pointe aux Moutons","baie à proximité de la pointe aux Moutons, ch. Senneville, au N. de l'av. Sunset","Q","Q","RDP-20   Pointe aux Moutons",2024-08-28T15:19:57,,"         25.9",201,8.9,"=",70,0,6,0,6,-1,16,"45.4172831375105","-73.9642541041907",268465.3445,5030921.2106
"RDP-200","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc Paquin","parc Paquin, inters. rue Saraguay E. et rue du Belvédère","Q","Q","RDP-200   Parc Paquin",2024-08-28T12:51:36,,"         24.0",144,8.3,"=",800,0,6,0,6,-1,16,"45.5110570049013","-73.7992303216562",281419.6555,5041280.9833
"RDP-220","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc des Anciens-Combattants ","parc des Anciens-Combattants, inters. Rue Rose et boul. Lalande","Q","Q","RDP-220   Parc des Anciens-Combattants ",2024-08-28T12:43:05,,"         23.1",130,7.9,"=",100,0,6,0,6,-1,16,"45.5094238756425","-73.7844831797803",282571.2796,5041095.3054
"RDP-250","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","P-n du Bois-de-Liesse","parc-nature du Bois-de-Liesse, av. Oakridge, au nord du boul. Gouin O.","Q","Q","RDP-250   P-n du Bois-de-Liesse",2024-08-28T11:45:50,,"         22.2",133,7.9,"=",74,0,6,0,6,-1,16,"45.5124510541698","-73.7576381193048",284669.9565,5041424.6385
"RDP-260","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","Collège Ste-Marcelline","375m au nord de l'intersection du boul.Gouin et de l'av. LeMesurier, Parc régional du Bois-de-Saraguay.","Q","Q","RDP-260   Collège Ste-Marcelline",2024-08-28T11:37:09,,"         22.4",142,7.8,"=",150,0,6,0,6,-1,16,"45.5171772152984","-73.7487905396229",285362.8716,5041947.6806
"RDP-280","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","Parc de Beauséjour","parc de Beauséjour, inters. rue Henry d'Arles et boul Gouin O.","Q","Q","RDP-280   Parc de Beauséjour",2024-08-28T11:06:13,,"         22.7",138,7.9,"=",480,0,6,0,6,-1,16,"45.5290798897753","-73.7334355758866",286566.3461,5043266.8334
