Numero_accreditation,Nom_employeur,Adresse_employeur,Nom_association,Sigle_du_syndicat,Statut_arret_de_travail,Secteur_activite_economique,Code_activite_economique,Region_administrative,Nombre_de_travailleurs_touches,Nombre_jours_personnes_perdus_depuis_debut_arret_travail,Date_de_debut_arret_de_travail,Date_de_fin_arret_de_travail,Date_expiration_derniere_convention_collective,Duree_en_jours_civils 
AQ10035544,Arnold Chevrolet inc.,2595 rue Godbout  Jonquière G7S5B1,Syndicat démocratique des employés de garage Saguenay-Lac-St-Jean ,CSD,Grève et lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,19,13870,2013-03-05,2016-01-22,2013-02-28,1054
AQ10036118,Dupont Auto Division 2174-1202 Québec inc.,590 avenue du Pont Sud  Alma G8B2V2,Syndicat démocratique des employés de garage Saguenay-Lac-St-Jean ,CSD,Grève et lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,26,18980,2013-03-05,2016-01-22,2013-02-28,1054
AQ10039329,Dupont Auto Division 2174-1202 Québec inc.,590 avenue du Pont Sud  Alma G8B2V2,Syndicat démocratique des employés de garage Saguenay-Lac-St-Jean ,CSD,Grève et lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,6,4380,2013-03-05,2016-01-22,2013-02-28,1054
AQ10039511,Léo Automobile ltée,1849 boulevard Talbot  Saguenay G7H7Y4,Syndicat démocratique des employés de garage Saguenay-Lac-St-Jean ,CSD,Grève et lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,6,4380,2013-03-05,2016-01-22,2013-02-28,1054
AQ10039618,Alma Toyota inc.,630 avenue du Pont Sud  Alma G8B2V4,Syndicat démocratique des employés de garage Saguenay-Lac-St-Jean ,CSD,Grève et lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,13,9490,2013-03-05,2016-01-22,2013-02-28,1054
AQ10041302,L'Étoile Dodge Chrysler inc.,3311 boulevard du Royaume  Jonquière G7X7X8,Syndicat démocratique des employés de garage Saguenay-Lac-St-Jean ,CSD,Grève et lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,13,9490,2013-03-05,2016-01-22,2013-02-28,1054
AQ10041676,Roberval Pontiac Buick inc.,321 boulevard Marcotte  Roberval G8H1Z4,Syndicat démocratique des employés de garage Saguenay-Lac-St-Jean ,CSD,Lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,6,4380,2013-03-05,2016-01-22,2013-02-28,1054
AQ10041842,Arnold Chevrolet inc.,2595 rue Godbout  Jonquière G7S5B1,Syndicat démocratique des employés de garage Saguenay-Lac-St-Jean ,CSD,Grève et lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,7,5110,2013-03-05,2016-01-22,2013-02-28,1054
AQ10042869,L'Étoile Dodge Chrysler inc.,3311 boulevard du Royaume  Jonquière G7X7X8,Syndicat démocratique des employés de garage Saguenay-Lac-St-Jean ,CSD,Grève et lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,2,1460,2013-03-05,2016-01-22,2013-02-28,1054
AQ10042964,L.G. Automobiles ltée,755 boulevard Marcotte  Roberval G8H2A2,Syndicat démocratique des employés de garage Saguenay-Lac-St-Jean ,CSD,Grève et lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,10,7300,2013-03-05,2016-01-22,2013-02-28,1054
AQ10043342,Excellence Nissan inc.,2315 boulevard Saint-Paul  Chicoutimi G7K1E5,Syndicat démocratique des employés de garage Saguenay-Lac-St-Jean ,CSD,Grève,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,10,7300,2013-03-05,2016-01-22,2013-02-28,1054
AQ10043958,L.D. Auto Dolbeau,1711 boulevard Vézina  Dolbeau-Mistassini G8L0H6,Syndicat démocratique des employés de garage Saguenay-Lac-St-Jean ,CSD,Grève et lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,7,5110,2013-03-05,2016-01-22,2013-02-28,1054
AQ10044136,Automobile Chicoutimi (1986) inc.,545 boulevard du Royaume  Chicoutimi G7H5B3,Syndicat démocratique des employés de garage Saguenay-Lac-St-Jean ,CSD,Grève et lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,26,18980,2013-03-05,2016-01-22,2013-02-28,1054
AQ10046192,La Maison Mazda enr,1040 Route 169  Saint-Félicien G8K1J7,Syndicat démocratique des employés de garage Saguenay Lac St-Jean,CSD,Grève et lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,3,2190,2013-03-05,2016-01-22,2013-02-28,1054
AQ10046308,Excellence Nissan inc.,2315 boulevard Saint-Paul  Chicoutimi G7K1E5,Syndicat démocratique des employés de garage Saguenay Lac St-Jean,CSD,Grève et lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,14,10220,2013-03-05,2016-01-22,2013-02-28,1054
AQ10049197,Automobiles Perron Chicoutimi inc.,930 boulevard Talbot  Chicoutimi G7H4B4,Syndicat démocratique des employés de garage Saguenay-Lac-St-Jean ,CSD,Grève et lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,26,18980,2013-03-05,2016-01-22,2013-02-28,1054
AQ10050456,Chicoutimi Chrysler Dodge Jeep inc.,829 boulevard Talbot Case postale 964 Chicoutimi G7H5E8,Syndicat démocratique des employés de garage Saguenay-Lac-St-Jean ,CSD,Grève et lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,36,26280,2013-03-05,2016-01-22,2013-02-28,1054
AQ10050999,Roberval Pontiac Buick inc.,321 boulevard Marcotte  Roberval G8H1Z4,Syndicat démocratique des employés de garage Saguenay-Lac-St-Jean ,CSD,Lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,2,1460,2013-03-05,2016-01-22,2013-02-28,1054
AQ10053540,Maison de l'auto Roberval (La Maison de l'auto St-Félicien ltée (1983)),1035 Route 169  Saint-Félicien G8K1J5,Syndicat démocratique des employés de garage Saguenay-Lac-St-Jean ,CSD,Grève et lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,10,7300,2013-03-05,2016-01-22,2013-02-28,1054
AQ20002025,Paul Albert Chevrolet Buick Cadillac GMC ltée,31 rue Jacques-Cartier Est  Chicoutimi G7H1X9,Syndicat démocratique des employés de garage Saguenay-Lac-St-Jean ,CSD,Grève et lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,45,32850,2013-03-05,2016-01-22,2013-02-28,1054
AQ20008862,Automobiles du Royaume ltée,533 boulevard du Royaume  Chicoutimi G7H5B1,Syndicat démocratique des employés de garage Saguenay-Lac-St-Jean ,CSD,Grève et lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,13,9490,2013-03-05,2016-01-22,2013-02-28,1054
AQ20008863,Automobiles du Royaume ltée,533 boulevard du Royaume  Chicoutimi G7H5B1,Syndicat démocratique des employés de garage Saguenay-Lac-St-Jean ,CSD,Grève et lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,3,2190,2013-03-05,2016-01-22,2013-02-28,1054
AQ20012152,Kia Harold Auto,1120 boulevard du Royaume Ouest  Chicoutimi G7H5B1,Syndicat démocratique des employés de garage Saguenay-Lac-St-Jean ,CSD,Grève et lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6311,Saguenay--Lac-Saint-Jean,10,7300,2013-03-05,2016-01-22,2013-02-28,1054
AM20009036,Arclin Canada ltée,100 rue Blanchard  Sainte-Thérèse J7E4R9,Syndicat des Métallos section locale 2008,FTQ,Grève,Industries chimiques,3731,Laurentides,16,133,2013-03-27,2013-04-04,2012-09-08,9
AM10046697,Corporation de l'École Polytechnique de Montréal,Campus de l'Université de Montréal Case postale 6079 succursale Centre-ville Montréal   (Québec) H3C3A7,Association des professeurs de l'École Polytechnique de Montréal,Indépendant,Grève,Services d'enseignement,8531,Montréal,230,230,2013-03-28,2013-03-28,2011-05-31,1
AQ10032284,Centre de la petite enfance Plein Soleil,200 rue Price Ouest  Alma G8B4S4,Syndicat des travailleuses des centres de la petite enfance et des bureaux coordonnateurs du Saguenay - Lac-Saint-Jean - FSSS-CSN,CSN,Grève,Services de santé et services sociaux,8641,Saguenay--Lac-Saint-Jean,24,198,2013-03-28,2013-04-11,2010-03-31,15
AQ10032584,Centre de la petite enfance Trotte-Menu inc.,1349 rue Bellevue Nord  Saint-Félicien G8K1J2,Syndicat des travailleuses des centres de la petite enfance et des bureaux coordonnateurs du Saguenay - Lac-Saint-Jean - FSSS-CSN,CSN,Grève,Services de santé et services sociaux,8641,Saguenay--Lac-Saint-Jean,54,325,2013-03-28,2013-04-11,2010-03-31,15
AM10025317,Loews Hôtel Vogue,1425 rue de la Montagne  Montréal H3G1Z3,Teamsters Québec section locale 1999,FTQ,Lock-out,Hébergement,9111,Montréal,69,819,2013-04-05,2013-04-18,2012-12-31,14
AM20012347,Club Optimiste de Laflèche Québec inc.,5245 boulevard Cousineau bureau 199  Saint-Hubert J3Y6J8,Syndicat canadien de la fonction publique section locale 5051,FTQ,Grève et lock-out,Associations,9879,Montérégie,7,55,2013-04-05,2013-04-21,,17
AM20012651,Investissement Québec,1200 route de l'Église bureau 500  Québec G1V5A3,Les avocats et notaires de l'État québécois,Indépendant,Grève,Services de l'administration provinciale,8272,Plus d'une région,11,22,2013-04-08,2013-04-09,,2
AM20013869,Ville de Terrebonne,775 rue Saint-Jean-Baptiste  Terrebonne J6W1B5,Syndicat des employé-es manuels de la Ville de Terrebonne,CSN,Grève,Services des administrations locales,8351,Lanaudière,130,260,2013-04-11,2014-05-05,2011-12-31,390
AM10007759,Salaison Lévesque inc.,500 avenue Beaumont  Montréal H3N1T7,Union internationale des travailleurs et travailleuses unis de l'alimentation et du commerce section locale 1991-P,FTQ,Grève et lock-out,Industries des aliments,1011,Montréal,32,8960,2013-04-29,2014-06-09,2012-08-21,407
AQ10041169,Silicium Québec Société en commandite,6500 rue Yvon-Trudeau  Bécancour G9H2V8,Unifor section locale 184,FTQ,Lock-out,Industries de première transformation des métaux,2911,Centre-du-Québec,134,22378,2013-05-03,2014-01-02,2013-04-30,245
AQ10038260,Duchesne et Fils ltée,871 boulevard Duchesne  Yamachiche G0X3L0,Unifor section locale 160-Q,FTQ,Grève,Industries de la fabrication des produits métalliques (sauf les industries de la machinerie et du matériel de transport),3059,Mauricie,110,110,2013-05-27,2013-05-27,2012-12-31,1
AM20010509,Services d'hospitalité Pacrim inc.,1002 rue Sherbrooke Ouest 28e étage  Montréal H3A3L6,Syndicat des travailleuses et travailleurs des Suites Faubourg St-Laurent  ,CSN,Grève,Hébergement,9111,Montréal,45,67,2013-06-06,2013-07-26,2012-12-31,51
AM10048989,Provigo Distribution inc.,400 avenue Sainte-Croix  Saint-Laurent H4N3L4,Syndicat des travailleuses et travailleurs en alimentation de Place Rouanda ,CSN,Grève et lock-out,"Commerces de détail des aliments, boissons, médicaments et tabac",6011,Abitibi-Témiscamingue,57,34685,2013-06-10,2015-02-06,2012-11-01,607
AM20009164,"Nova Bus, division Groupe Volvo Canada Inc.",155 route Marie-Victorin  Saint-François-du-Lac J0G1M0,Unifor,FTQ,Grève,Industries du matériel de transport,3241,Centre-du-Québec,196,196,2013-06-11,2013-06-11,2013-02-15,1
AM20013868,Ville de Terrebonne,775 rue Saint-Jean-Baptiste  Terrebonne J6W1B5,Syndicat des employé-es manuels de la Ville de Terrebonne,CSN,Grève,Services des administrations locales,8351,Lanaudière,29,12209,2013-06-12,2015-03-21,2012-12-31,648
AM10008754,"Kronos Canada, inc.",3390 route Marie-Victorin  Varennes J3X1P7,Syndicat national des employé(e)s de Kronos Canada ,CSN,Lock-out,Industries chimiques,3711,Montérégie,213,38314,2013-06-16,2013-12-12,2013-06-15,180
AC10044523,Association de la construction du Québec (ACQ),9200 boulevard Métropolitain Est  Anjou H1K4L2,CSN-Construction le Conseil provincial du Québec des métiers de la construction (International) CSD-Construction FTQ-Construction et le Syndicat Québécois de la Construction (SQC).,Indépendant,Grève,"Constructeurs, promoteurs et entrepreneurs généraux",4034,Toutes les régions,63802,309439,2013-06-17,2013-06-30,2013-04-30,14
AC10044524,Association de la construction du Québec (ACQ),9200 boulevard Métropolitain Est  Anjou H1K4L2,CSN-Construction le Conseil provincial du Québec des métiers de la construction (International) CSD-Construction FTQ-Construction et le Syndicat Québécois de la Construction (SQC).,Indépendant,Grève,Associations,9841,Toutes les régions,13198,64010,2013-06-17,2013-06-30,2013-04-30,14
AC10044538,Association des constructeurs de routes et grands travaux du Québec,435 rue Grande Allée Est  Québec G1R2J5,CSN-Construction le Conseil provincial du Québec des métiers de la construction (International) CSD-Construction FTQ-Construction et le Syndicat Québécois de la Construction (SQC).,Indépendant,Grève,"Constructeurs, promoteurs et entrepreneurs généraux",4035,Toutes les régions,41000,110700,2013-06-17,2013-06-24,2013-04-30,8
AC10046265,Association provinciale des constructeurs d'habitations du Québec inc.,5930 boulevard Louis-H.-La Fontaine  Anjou H1M1S7,CSN-Construction le Conseil provincial du Québec des métiers de la construction (International) CSD-Construction FTQ-Construction et le Syndicat Québécois de la Construction (SQC).,Indépendant,Grève,Services relatifs à la construction,4411,Toutes les régions,57000,184110,2013-06-17,2013-06-25,2013-04-30,9
AQ10054359,Métal Bernard inc.,12 rue Napoléon-Couture  Saint-Lambert-de-Lauzon G0S2W0,Syndicat des Métallos section locale 9599,FTQ,Grève,Industries de la fabrication des produits métalliques (sauf les industries de la machinerie et du matériel de transport),3049,Chaudière-Appalaches,53,53,2013-06-17,2013-06-17,2013-04-30,1
AM10029636,Commission des droits de la personne et des droits de la jeunesse (Cdpdj),360 rue Saint-Jacques 2e étage  Montréal H2Y1P5,Syndicat des employé(e)s de la Commission  des droits de la personne et des droits de la Jeunesse (SECDPDJ),CSN,Grève,Services de l'administration provinciale,8225,Montréal,15,15,2013-06-20,2013-06-20,2010-03-31,1
AM20001947,Ville de Montréal,Service du capital humain Direction des relations de travail 3711 rue Saint-Antoine Ouest bureau 100 Montréal QC H4C0C1,Syndicat des employées et employés professionnels-les et de bureau section locale 571 (SEPB) CTC-FTQ,FTQ,Grève,Services des administrations locales,8321,Montréal,132,130,2013-07-09,2013-07-09,2011-12-31,1
AM10047250,Association de chasse et pêche des Nymphes inc.,123 rue de la Station  Saint-Félix-de-Valois J0K2M0,Travailleurs et travailleuses unis de l'alimentation et du commerce section locale 500,FTQ,Lock-out,Services de l'administration provinciale,8264,Lanaudière,7,168,2013-08-19,2013-09-20,2013-05-16,33
AQ20013804,Calèches Québec inc.,1440 chemin Jean-Gauvin  Québec G3K1X2,Travailleurs et travailleuses unis de l'alimentation et du commerce section locale 500,FTQ,Grève,Transports,4589,Capitale-Nationale,18,160,2013-08-30,2013-09-07,,9
AM10019453,Les Tubes en carton Polyrol inc.,111 rue Bélanger  Châteauguay J6J4Z2,Unifor section locale 299,FTQ,Grève,Industries du papier et des produits en papier,2799,Montérégie,12,48,2013-09-04,2013-09-09,2012-12-31,6
AM20010378,Jubilant Draximage inc.,16751 route Transcanadienne  Kirkland H9H4J4,Unifor section locale 197,FTQ,Grève,Industries chimiques,3741,Montréal,48,48,2013-09-11,2013-09-11,2013-03-31,1
AM20011926,Ville de Sainte-Agathe-des-Monts,50 rue Saint-Joseph  Sainte-Agathe-des-Monts J8C1M9,Syndicat des cols blancs de la Ville de Sainte-Agathe-des-Monts ,CSN,Grève,Services des administrations locales,8351,Laurentides,22,22,2013-09-27,2013-09-27,2010-12-31,1
AM10030143,Société en nom collectif Jubilant HollisterStier,16751 route Transcanadienne  Kirkland H9H4J4,Union internationale des travailleurs et travailleuses unis de l'alimentation et de commerce section locale 291-P,FTQ,Grève,Industries chimiques,3741,Montréal,159,2537,2013-10-04,2013-11-24,2012-04-30,52
AQ10050647,Société des établissements de plein air du Québec (SÉPAQ),Place de la Cité Tour Cominar 2640 boulevard Laurier bureau 1300 Québec QC G1V5C2,Syndicat de la fonction publique et parapublique du Québec inc.,Indépendant,Grève,Services de l'administration provinciale,8264,Plus d'une région,500,500,2013-10-12,2013-10-12,2012-12-31,1
AQ20009068,Convoyeur Continental & Usinage ltée,470 rue Saint-Alphonse Est  Thetford Mines G6G3V8,Syndicat des travailleurs d'usine de Convoyeur continental (FISA),Indépendant,Lock-out,Industries de la machinerie (sauf électrique),3192,Chaudière-Appalaches,83,249,2013-10-15,2013-10-17,2013-04-30,3
AM20012451,Librairie Renaud-Bray inc.,5655 avenue Pierre-De Coubertin  Montréal H1N1R2,Syndicat des employées et employés professionnels-les et de bureau section locale 574 SEPB CTC-FTQ,FTQ,Grève,Autres commerces de détail,6511,Plus d'une région,126,2655,2013-10-26,2013-11-20,2012-12-31,26
AM20013254,Librairie Renaud-Bray inc.,5655 avenue Pierre-De Coubertin  Montréal H1N1R2,Syndicat des employées et employés professionnels-les et de bureau section locale 574,FTQ,Grève,Autres commerces de détail,6511,Montréal,6,120,2013-10-26,2013-11-20,,26
AQ20014205,Société des établissements de plein air du Québec (SÉPAQ),Place de la Cité Tour Cominar 2640 boulevard Laurier bureau 1300 Québec QC G1V5C2,Syndicat de la fonction publique et parapublique du Québec inc.,Indépendant,Grève,Services de l'administration provinciale,8264,Plus d'une région,214,642,2013-10-26,2013-10-28,2012-12-31,3
AQ10043821,Deloupe inc.,102 rue du Parc Industriel  Saint-Évariste-de-Forsyth G0M1S0,Syndicat des Métallos section locale 9599,FTQ,Grève,Industries du matériel de transport,3242,Chaudière-Appalaches,45,270,2013-11-15,2013-11-24,2013-06-30,10
AM10024701,Municipalité des Coteaux,65 route 338 Coteau-Landing Qc.  J0P1C0,Syndicat canadien de la fonction publique section locale 3786,FTQ,Grève,Services des administrations locales,8351,Montréal,13,7,2013-12-16,2013-12-16,2011-12-31,1
