"rescode","resgroupe","rescodetitre","restitre","resentreefonction","resnom","resprenom","resestvacant"
"78042","Conseiller","005A","Conseiller n° 5","2017-10-06","Arcand","Maxime","non"
"78042","Conseiller","006A","Conseiller n° 6","2013-10-04","Charette","Jean-Pierre","non"
"78047","Direction","209A","Directeur général","2023-05-16","Renaud","Matthieu","non"
"78047","Responsable","205A","Greffier-trésorier","2023-05-16","Renaud","Matthieu","non"
"78047","Direction","331B","Directrice des finances","2023-03-06","Lapointe","Yanik","non"
"78047","Direction","303B","Directeur de l'urbanisme","2021-11-01","Jourdain","Jérémy","non"
"78047","Mairie","000A","Maire","2021-10-01","Levert","Jean Simon","non"
"78047","Conseiller","002B","Conseillère n° 2","2021-10-01","Létourneau","Anne","non"
"78047","Conseiller","005A","Conseiller n° 5","2021-11-07","Simard","Guy","non"
"78047","Conseiller","006B","Conseillère n° 6","2021-10-01","Oster","Carol","non"
"78047","Conseiller","004A","Conseiller n° 4","2024-01-30","Tourigny","Réal","non"
"78047","Conseiller","001A","Conseiller n° 1","2009-10-02","Bédard","Michel","non"
"78047","Conseiller","003A","Conseiller n° 3","2013-10-04","Lauzon","Alain","non"
"78047","Direction","211A","Directeur général adjoint  n° 2","2023-05-16","Bélanger","Gilles","non"
"78047","Direction","223A","Coordonnateur mesures d'urgence","2014-09-08","Bélanger","Gilles","non"
"78047","Direction","210B","Directrice générale adjointe","1994-10-17","Gauthier","Danielle","non"
"78047","Direction","305B","Directeur des travaux publics","2005-07-18","Letarte","Martin","non"
"78047","Direction","322A","Directeur culture et loisirs","2016-01-12","Lecompte","Christian","non"
"88030","Responsable","247A","Inspecteur municipal","2020-02-19","Trottier","Simon ","non"
"88030","Direction","303A","Responsable de l'urbanisme","2020-02-19","Trottier","Simon ","non"
"88030","Mairie","000A","Maire","2023-05-19","Comeau","Éric","non"
"88030","Conseiller","003A","Conseiller n° 3","2023-05-23","Vaillancourt","Samuel","non"
"88030","Conseiller","004A","Conseiller n° 4","2021-11-07","Hamel","Yanick","non"
"88030","Conseiller","006B","Conseillère n° 6","2021-11-07","Grandmont","Annie","non"
"88030","Conseiller","001A","Conseiller n° 1","2021-11-07","Goyette","Gaétan","non"
"88030","Conseiller","002A","Conseiller n° 2","2017-10-06","Gélinas","André","non"
"88030","Conseiller","005A","Conseiller n° 5","2017-10-06","Beauchemin","André","non"
"88030","Responsable","205B","Greffière-trésorière","2016-01-11","Guévin","Magella","non"
"88030","Direction","209B","Directrice générale","2016-01-11","Guévin","Magella","non"
"88030","Direction","223B","Coordonnatrice mesures d'urgence","2016-01-11","Guévin","Magella","non"
"88030","Responsable","206B","Greffière-trésorière adjointe","2014-06-09","Lessard","Chantal","non"
"88045","Conseiller","002A","Conseiller n° 2","2021-11-07","Baribeau","Louis","non"
"88045","Conseiller","004A","Conseiller n° 4","2021-11-07","Cyr","Patrick","non"
"88045","Conseiller","006A","Conseiller n° 6","2021-11-07","Bellefeuille","Pascal","non"
"88045","Mairie","000A","Maire","2023-01-10","","","oui"
"88045","Responsable","241A","Inspecteur agraire","2023-09-18","","","oui"
"88045","Responsable","242A","Inspecteur destr. mauvaises herbes","2023-09-18","","","oui"
"88045","Responsable","243A","Inspecteur municipal et de voirie","2023-09-18","","","oui"
"88045","Responsable","244A","Resp. règl. rel. install. septiques","2023-09-18","","","oui"
"88045","Responsable","246A","Resp. émission permis/certif. mun.","2023-09-19","","","oui"
"88045","Conseiller","001A","Conseiller n° 1","2017-10-06","St-Pierre","Luc","non"
"88045","Responsable","205B","Greffière-trésorière","2001-07-30","Cossette","Rachel","non"
"88045","Direction","209B","Directrice générale","2004-11-01","Cossette","Rachel","non"
"88045","Direction","223B","Coordonnatrice mesures d'urgence","2001-07-30","Cossette","Rachel","non"
"88045","Présidence","307B","Présidente com. consult. urbanisme","2015-09-08","Francoeur","Linda","non"
"88060","Conseiller","006B","Conseillère n° 6","2024-05-05","Rioux","Éloi","non"
"88060","Responsable","242A","Inspecteur destr. mauvaises herbes","2024-06-15","","","oui"
"88060","Responsable","243A","Inspecteur municipal et de voirie","2024-06-15","","","oui"
"88060","Conseiller","004A","Conseiller n° 4","2023-07-11","Touchette","Jonathan","non"
"88060","Conseiller","003A","Conseiller n° 3","2021-10-01","Gauthier","Martin","non"
"88060","Présidence","307A","Président comité consult. urbanisme","2023-11-30","Gauthier","Martin","non"
"88060","Conseiller","001B","Conseillère n° 1","2021-10-01","Grenier","Katy","non"
"88060","Mairie","000A","Maire","2021-10-01","Labrecque","Félix","non"
"88060","Conseiller","005A","Conseiller n° 5","2024-03-10","Nadeau","Lise","non"
"88060","Conseiller","002B","Conseillère n° 2","2023-05-19","Mc Millan Labrecque","Anthony","non"
"88060","Responsable","246A","Resp. émission permis/certif. mun.","2018-05-05","Rheault","Julie","non"
"88060","Responsable","206B","Greffière-trésorière adjointe","1991-09-16","Rheault","Julie","non"
"88065","Conseiller","002A","Conseiller n° 2","2023-11-23","St-Laurent","Michelle","non"
"88065","Responsable","244A","Resp. règl. rel. install. septiques","2024-02-01","Lessard","Daphné","non"
"88065","Responsable","246A","Resp. émission permis/certif. mun.","2024-02-01","Lessard","Daphné","non"
"88065","Responsable","247A","Inspecteur municipal","2024-02-01","Lessard","Daphné","non"
"88065","Responsable","243A","Inspecteur municipal et de voirie","2024-01-01","Gauthier","Germain","non"
"88065","Conseiller","001A","Conseiller n° 1","2019-02-04","Paradis-Naud","Nicholas","non"
"88065","Conseiller","005B","Conseillère n° 5","2022-04-13","Morin","Pierrette","non"
"88065","Conseiller","003B","Conseillère n° 3","2019-01-28","Christiane ","Vaillancourt","non"
"88065","Conseiller","004B","Conseillère n° 4","2019-02-04","Gilles","Audet","non"
"88065","Mairie","000A","Maire","2017-10-06","Legault","Christian","non"
"88065","Responsable","205B","Greffière-trésorière","2022-01-27","Fortier","Katy","non"
"88065","Direction","209B","Directrice générale","2022-01-27","Fortier","Katy","non"
"88065","Direction","223B","Coordonnatrice mesures d'urgence","2021-01-27","Fortier","Katy","non"
"88065","Conseiller","006A","Conseiller n° 6","2017-10-06","Hétu","Pascal","non"
"88065","Responsable","242A","Inspecteur destr. mauvaises herbes","1900-01-01","","","oui"
"88065","Présidence","307A","Président comité consult. urbanisme","1900-01-01","","","oui"
"88070","Responsable","247A","Inspecteur municipal","2024-01-01","Lessard","Daphné","non"
"88070","Responsable","203B","Adjoint administratif","2023-02-02","Lessard","Daphné","non"
"88070","Direction","304F","Coordonnateur des loisirs","2023-02-02","Auger","Marie-Claude","non"
"88070","Conseiller","003B","Conseillère n° 3","2021-11-07","Charette","Sylvie","non"
"88070","Mairie","000A","Maire","2021-11-07","Grondin","Jules","non"
"88070","Conseiller","005B","Conseillère n° 5","2021-11-07","Gauthier","Sylvie","non"
"88070","Conseiller","002A","Conseiller n° 2","2021-10-01","Dussault","Jacques","non"
"88070","Conseiller","001A","Conseiller n° 1","2017-11-05","Roy","René","non"
"88070","Conseiller","004A","Conseiller n° 4","2013-11-03","Marcotte","Laurent","non"
"88070","Conseiller","006B","Conseillère n° 6","2017-10-06","Roy","Martine","non"
"88070","Responsable","205B","Greffière-trésorière","2017-10-24","Strzelec","Marie-Ève","non"
"88070","Direction","209B","Directrice générale","2017-10-24","Strzelec","Marie-Ève","non"
"88070","Responsable","224A","Responsable accès aux documents","2017-10-24","Strzelec","Marie-Ève","non"
"88085","Conseiller","005A","Conseiller n° 5","2023-11-03","Michaud","Dominique","non"
"88085","Direction","223B","Coordonnatrice mesures d'urgence","2023-02-13","Desgagné","Nathalie","non"
"88085","Responsable","243A","Inspecteur municipal et de voirie","2023-05-01","St-Amant","Cynthia","non"
"88085","Responsable","246A","Resp. émission permis/certif. mun.","2023-05-01","St-Amant","Cynthia","non"
"28005","Direction","210B","Directrice générale adjointe","2023-09-25","Kong","Fanhui","non"
"28005","Responsable","205B","Greffière-trésorière","2003-01-03","Larivière","Brigitte","non"
"28005","Direction","209B","Directrice générale","2003-01-03","Larivière","Brigitte","non"
"28005","Présidence","307A","Président comité consult. urbanisme","2016-01-28","Bélanger","Roger","non"
"28015","Responsable","242B","Inspectrice destr. mauvaises herbes","2020-03-30","Vincent","Claude","non"
"28015","Responsable","243A","Inspecteur municipal et de voirie","2020-03-30","Vincent","Claude","non"
"28015","Responsable","246A","Resp. émission permis/certif. mun.","2020-03-30","Vincent","Claude","non"
"28015","Conseiller","001B","Conseillère n° 1","2021-11-07","Bédard","Josée","non"
"28015","Conseiller","004A","Conseiller n° 4","2021-11-07","Gagnon","François","non"
"28015","Présidence","307B","Présidente com. consult. urbanisme","2022-02-15","","","oui"
"28015","Mairie","000A","Maire","2017-10-06","Allen","René","non"
"28015","Conseiller","002B","Conseillère n° 2","2019-04-30","Maranda","Marlène","non"
"28015","Conseiller","003A","Conseiller n° 3","2009-11-01","Couture","Donald","non"
"28015","Conseiller","005A","Conseiller n° 5","2018-07-20","Morin","Maurice","non"
"28015","Conseiller","006B","Conseillère n° 6","2017-11-05","Labbé","Annie","non"
"28015","Responsable","205A","Greffier-trésorier","2016-11-15","Hétu","Stéphane","non"
"28015","Direction","209A","Directeur général","2016-11-15","Hétu","Stéphane","non"
"28025","Responsable","203B","Adjoint administratif","2021-08-16","Leclerc","Jessica","non"
"28025","Conseiller","003B","Conseillère n° 3","2021-11-07","Bolduc","Jessica","non"
"28025","Conseiller","002A","Conseiller n° 2","2021-11-07","Béliveau","Jocelyn","non"
"28025","Conseiller","005B","Conseillère n° 5","2021-11-07","Nadeau","Marie-Josée","non"
"28025","Direction","305B","Directeur des travaux publics","2022-05-09","Bolduc","Daniel","non"
"28025","Conseiller","001A","Conseiller n° 1","2023-06-09","Buteau","Marie-Andrée","non"
"28025","Mairie","000A","Maire","2023-05-11","Veilleux","Céline","non"
"28025","Responsable","205B","Greffière-trésorière","2024-01-18","Chabot","Laurence","non"
"28025","Direction","209B","Directrice générale","2024-01-18","Chabot","Laurence","non"
"28025","Conseiller","004A","Conseiller n° 4","2013-12-18","Veilleux","Joey","non"
"28025","Conseiller","006A","Conseiller n° 6","2009-11-01","Poulin","Laurier","non"
"28025","Mairie","111A","Maire suppléant","2009-11-01","Poulin","Laurier","non"
"28025","Direction","215A","Directeur/Chef brigade des pompiers","1998-04-21","Lessard","René","non"
"28030","Conseiller","005B","Conseillère n° 5","2021-10-01","Fortin","Sylvia","non"
"28030","Mairie","000A","Maire","2021-10-01","Bernier","Jean","non"
"28030","Conseiller","001A","Conseiller n° 1","2021-10-01","Lantagne","Pierre","non"
"28030","Conseiller","004B","Conseillère n° 4","2021-11-07","Tanguay","Josiane","non"
"28030","Conseiller","006A","Conseiller n° 6","2021-10-01","Vachon","Maxime","non"
"28030","Responsable","244A","Resp. règl. rel. install. septiques","2021-09-11","","","oui"
"28030","Responsable","246A","Resp. émission permis/certif. mun.","2021-09-11","","","oui"
"28030","Responsable","242A","Inspecteur destr. mauvaises herbes","2022-06-04","","","oui"
"28030","Conseiller","003B","Conseillère n° 3","2023-05-06","","","oui"
"28030","Conseiller","002A","Conseiller n° 2","2023-10-16","Loubier","André","non"
"28030","Responsable","243B","Inspectrice municipale et de voirie","2023-05-08","Lamontagne","Christian","non"
"28030","Responsable","205B","Greffière-trésorière","2023-07-01","Bernier","Caroline","non"
"28030","Direction","209B","Directrice générale","2023-07-01","Bernier","Caroline","non"
"28030","Direction","303B","Directeur de l'urbanisme","2023-05-08","Paquet","Serge","non"
"28030","Direction","215A","Directeur/Chef brigade des pompiers","2009-05-04","Fauchon","Richard","non"
"28030","Présidence","307A","Président comité consult. urbanisme","2020-12-22","Vir","Pierre","non"
"28035","Responsable","244A","Resp. règl. rel. install. septiques","2015-05-07","Buteau","Lise","non"
"28035","Responsable","246A","Resp. émission permis/certif. mun.","2021-03-29","Gosselin","Gabriel","non"
"28035","Conseiller","001B","Conseillère n° 1","2023-05-15","Cliche","Johanie","non"
"28035","Responsable","205B","Greffière-trésorière","2023-01-09","Beaudoin","Mélissa","non"
"28035","Direction","209B","Directrice générale","2023-01-09","Beaudoin","Mélissa","non"
"28035","Conseiller","006A","Conseiller n° 6","2021-11-28","Boutin","André","non"
"28035","Conseiller","002A","Conseiller n° 2","2022-01-22","Bilodeau","Ariel","non"
"28035","Conseiller","003B","Conseillère n° 3","2021-10-01","Brulotte","Colette","non"
"28035","Mairie","000B","Mairesse","2015-05-17","Gagnon","Lucie","non"
"28035","Conseiller","004A","Conseiller n° 4","2017-10-06","Gilbert","Sylvain","non"
"28035","Conseiller","005A","Conseiller n° 5","2017-10-06","Giguère","Bernard","non"
"28035","Responsable","243A","Inspecteur municipal et de voirie","2015-02-01","Roy","Benoit","non"
"28035","Direction","303A","Responsable de l'urbanisme","1990-02-02","Lacombe","Yvon","non"
"37205","Responsable","251B","Inspectrice en environnement","2021-11-09","Boissineault","Stéphanie","non"
"37205","Conseiller","003A","Conseiller n° 3","2021-11-07","Cossette","Richard","non"
"37205","Mairie","000B","Mairesse","2021-11-07","Rompré","Suzanne","non"
"37205","Conseiller","006B","Conseillère n° 6","2021-11-07","Leduc","Noémi","non"
"37205","Conseiller","001A","Conseiller n° 1","2021-10-01","Bellemare","Hugo-Pierre","non"
"37205","Conseiller","002A","Conseiller n° 2","2012-09-24","Perron","Francis","non"
"37205","Conseiller","004B","Conseillère n° 4","2017-10-06","Faucher","Elizabeth","non"
"37205","Conseiller","005B","Conseillère n° 5","2013-11-03","Benoit","Nancy","non"
"37205","Présidence","307B","Présidente com. consult. urbanisme","2017-11-05","Benoit","Nancy","non"
"37205","Responsable","205A","Greffier-trésorier","2014-12-01","Taillefer","Jacques","non"
"37205","Direction","209A","Directeur général","2014-12-01","Taillefer","Jacques","non"
"37205","Direction","223A","Coordonnateur mesures d'urgence","2014-12-01","Taillefer","Jacques","non"
"37205","Direction","305A","Responsable des travaux publics","2014-12-01","Taillefer","Jacques","non"
"37220","Responsable","246A","Resp. émission permis/certif. mun.","2021-06-20","Robert","Claude","non"
"37220","Conseiller","004B","Conseillère n° 4","2021-10-01","Pronovost","Sonya","non"
"37220","Responsable","205A","Greffier-trésorier","2023-09-18","Brideau","Donald","non"
"37220","Direction","209A","Directeur général","2023-09-18","Brideau","Donald","non"
"37220","Direction","223A","Coordonnateur mesures d'urgence","2023-09-18","Brideau","Donald","non"
"37220","Responsable","243A","Inspecteur municipal et de voirie","2023-02-20","Bertrand","Jessy","non"
"37220","Mairie","000A","Maire","2013-11-03","Simon","Guy","non"
"37220","Conseiller","001A","Conseiller n° 1","2012-04-29","Marchand","Sébastien","non"
